signatureid	compound	similarity
LINCSCP_188999	Azithromycin	1
LINCSCP_97557	Diazoxide	0.7591
LINCSCP_53232	Lonidamine	0.7299
LINCSCP_109052	Avasimibe	0.7224
LINCSCP_22835	UB-165	0.7065
LINCSCP_97399	Rimcazole	0.6961
LINCSCP_137005	(-)-Tramadol	0.6925
LINCSCP_106695	K-115	0.6925
LINCSCP_96615	Loratadine	0.682
LINCSCP_97573	SPECTRUM1505012	0.6789
LINCSCP_108979	Glycopyrrolate	0.6786
LINCSCP_94958	Manumycin-A	0.6783
LINCSCP_124996	Inamrinone	0.6776
LINCSCP_100892	Aurora A Inhibitor I	0.6771
LINCSCP_192449	STK179629	0.677
LINCSCP_108937	GDC-0152	0.6693
LINCSCP_158092	TAK-242	0.6681
LINCSCP_95299	Cilostazol	0.6668
LINCSCP_79779	Metoclopramide	0.6618
LINCSCP_174142	Cyclosporin A	0.6614
LINCSCP_76656	Curcumin	0.655
LINCSCP_97213	MK-2206	0.6547
LINCSCP_108946	Zosuquidar	0.6527
LINCSCP_76515	Tivozanib	0.6499
LINCSCP_125999	Escitalopram	0.6496
LINCSCP_79899	Midodrine	0.644
LINCSCP_79416	STK-674938	0.6402
LINCSCP_173703	Ercalcitriol	0.6386
LINCSCP_142985	NVP DPP 728 dihydrochloride	0.6356
LINCSCP_106737	Etoricoxib	0.6335
LINCSCP_160421	181144-66-1	0.6326
LINCSCP_94773	R547	0.632
LINCSCP_53194	ZINC77024257	0.6241
LINCSCP_143296	EX527	0.6233
LINCSCP_161157	Nicergoline	0.622
LINCSCP_106502	AC1NWAOC	0.6197
LINCSCP_237352	MLS002264492	0.6184
LINCSCP_192562	Cyclacillin	0.6184
LINCSCP_108819	Falnidamol	0.616
LINCSCP_94431	Selumetinib	0.6153
LINCSCP_94668	Gliclazide	0.6127
LINCSCP_192396	2-Bromo-.alpha.-ergocryptine	0.6126
LINCSCP_174453	Pinaverium bromide	0.6112
LINCSCP_159199	Proglumide	0.6079
LINCSCP_125997	Secnidazole	0.6064
LINCSCP_78146	Rivaroxaban	0.6057
LINCSCP_109776	Theophylline	0.6048
LINCSCP_95225	RO4987655	0.5976
LINCSCP_79717	HC-030031	0.5963
LINCSCP_97662	AC1NSZCT	0.5947
LINCSCP_128416	OSI-930	0.5942
LINCSCP_108841	Birinapant	0.5934
LINCSCP_19462	Artesunate	0.5928
LINCSCP_78596	PF-03814735	0.5837
LINCSCP_94662	Emtricitabine	0.5823
LINCSCP_94411	MK-2461	0.5822
LINCSCP_96646	Rosuvastatin	0.5801
LINCSCP_78666	ESTRAMUSTINE	0.5797
LINCSCP_173134	N6022	0.5763
LINCSCP_279189	BRD-K89185880	0.5753
LINCSCP_97289	Azelastine	0.5721
LINCSCP_9985	Sirolimus	0.5718
LINCSCP_53136	(S)-(-)-BAY K 8644	0.5707
LINCSCP_141886	MLN-8054	0.5697
LINCSCP_108903	PF-04217903	0.5693
LINCSCP_286279	3-Aminobenzamide	0.5682
LINCSCP_161004	Atenolol	0.5682
LINCSCP_12509	NSC23766	0.5669
LINCSCP_22824	Emodic acid	0.5662
LINCSCP_160685	AMSACRINE	0.5631
LINCSCP_171508	RASAGILINE	0.561
LINCSCP_94562	ICI 192,605	0.5602
LINCSCP_79698	Bisoprolol	0.5588
LINCSCP_110007	Naphazoline	0.558
LINCSCP_275523	BRD-K39887954	0.5576
LINCSCP_19493	LE-135	0.5561
LINCSCP_97687	Rizatriptan	0.5552
LINCSCP_172402	sarmentogenin	0.5529
LINCSCP_161325	Metformin	0.5527
LINCSCP_109762	Honokiol	0.5522
LINCSCP_174465	Duloxetine	0.5493
LINCSCP_96789	Sulbactam	0.5488
LINCSCP_122974	SCH-28080	0.5483
LINCSCP_50608	BRD-K41087962	0.5419
LINCSCP_175097	Ibutilide	0.5362
LINCSCP_97705	Ulipristal	0.5357
LINCSCP_141822	TCB2	0.5342
LINCSCP_171558	Propentofylline	0.5336
LINCSCP_75703	Indomethacin	0.5334
LINCSCP_96581	MEK162 (ARRY-162, ARRY-438162)	0.5333
LINCSCP_71445	Atrasentan (hydrochloride)	0.5316
LINCSCP_106137	Deoxycholic acid	0.5295
LINCSCP_141842	Mirodenafil (dihydrochloride)	0.5283
LINCSCP_77914	Nordihydroguaiaretic acid	0.5225
LINCSCP_106784	Aphidicolin	0.5217
LINCSCP_50998	Purmorphamine	0.5213
LINCSCP_76002	BMS-927711	0.519
LINCSCP_192559	PD-198306	0.5124
LINCSCP_74125	Cytarabine	0.5114
LINCSCP_173492	Nemonapride	0.5111
LINCSCP_124964	Bimatoprost	0.5098
LINCSCP_159437	Desmopressin	0.5087
LINCSCP_106274	Dabigatran Etexilate	0.5082
LINCSCP_111727	PI-103	0.5079
LINCSCP_7135	Cromakalim	0.5077
LINCSCP_108990	Semagacestat (LY450139)	0.5074
LINCSCP_97746	Tazarotene	0.5066
LINCSCP_43792	ICG-001	0.5065
LINCSCP_173552	Maxacalcitol-D6	0.5041
LINCSCP_95410	AVN-944	0.5035
LINCSCP_221010	Eicosatrienoic acid (20:3 n-3)	0.5008
LINCSCP_144609	AKT Inhibitor VIII	0.5002
LINCSCP_160585	Elesclomol	0.4997
LINCSCP_7147	Vitinoin	0.4995
LINCSCP_150371	Dabrafenib	0.4994
LINCSCP_109161	R-7128	0.4994
LINCSCP_50687	Tamoxifen	0.4987
LINCSCP_53420	Rilmenidine	0.4978
LINCSCP_53490	AZD-8055	0.4973
LINCSCP_2982	CHEMBL2141330	0.4932
LINCSCP_159706	Ricolinostat	0.4913
LINCSCP_10349	Gly-Gly-Palo	0.4897
LINCSCP_53444	COT-10B	0.4885
LINCSCP_174934	Pindolol	0.4878
LINCSCP_97375	Sertraline HCl	0.4825
LINCSCP_53518	Pifithrin MU	0.4824
LINCSCP_7124	AKT Inhibitor V, Triciribine	0.4824
LINCSCP_107583	Picotamide	0.4807
LINCSCP_6220	Tandutinib	0.4789
LINCSCP_142446	Palmidrol	0.4772
LINCSCP_33696	Dobutamine	0.4762
LINCSCP_96529	Nilotinib	0.4753
LINCSCP_107986	FK888	0.4741
LINCSCP_77904	OSI-906 (Linsitinib)	0.472
LINCSCP_50908	BRD-A81936046	0.471
LINCSCP_65397	BRD-K07922534	0.4689
LINCSCP_53219	10-DEBC	0.4684
LINCSCP_79681	CL-976	0.4683
LINCSCP_77869	AZD3514	0.4681
LINCSCP_3503	BRD-K87939627	0.4672
LINCSCP_108513	Avagacestat (BMS-708163)	0.4665
LINCSCP_143492	Cinaciguat	0.4664
LINCSCP_53416	Chaetocin	0.4648
LINCSCP_94528	Selamectin	0.4644
LINCSCP_39842	Salermide	0.4639
LINCSCP_79871	LY2157299	0.4617
LINCSCP_96276	SPECTRUM_000090	0.4615
LINCSCP_22859	AC1O8PYD	0.4596
LINCSCP_50969	Dorsomorphin	0.459
LINCSCP_59683	BRD-K60554389	0.4587
LINCSCP_133136	CHEMBL585951	0.4542
LINCSCP_33268	Nefazodone	0.4487
LINCSCP_143474	Albendazole	0.4483
LINCSCP_40333	L-690330	0.4463
LINCSCP_69879	CDK9 Inhibitor	0.4462
LINCSCP_7127	Budesonide	0.4447
LINCSCP_22810	Xaliproden	0.4437
LINCSCP_75996	Cytisine	0.4409
LINCSCP_50739	Parbendazole	0.4402
LINCSCP_47360	Metaproterenol	0.4378
