signatureid	compound	similarity
LINCSCP_6513	Lopinavir	1
LINCSCP_64732	BRD-K00431438	0.636
LINCSCP_40293	Pimozide	0.5976
LINCSCP_285868	CHEMBL259628	0.5916
LINCSCP_193288	SPECTRUM_001015	0.5751
LINCSCP_70037	SCHEMBL618594	0.5603
LINCSCP_111487	Nilotinib	0.5443
LINCSCP_162052	AC1NWAUW	0.5434
LINCSCP_29269	Cyclosporine	0.5373
LINCSCP_30742	ZINC01050121	0.5259
LINCSCP_6690	Sirolimus	0.5206
LINCSCP_29365	CAY-10594	0.5203
LINCSCP_284658	3-{3-[(1,3-Benzothiazol-2-ylsulfanyl)methyl]-4-hydroxy-5-methoxyphenyl}-2-cyanoprop-2-enamide	0.5058
LINCSCP_50414	BRD-K00069117	0.5
LINCSCP_49155	BRD-K64099269	0.4954
LINCSCP_90483	Mecamylamine	0.4928
LINCSCP_260998	Brefeldin A	0.4915
LINCSCP_237784	MLS002607804	0.491
LINCSCP_126166	SPECTRUM_000011	0.4866
LINCSCP_22240	SR-02000000240	0.4827
LINCSCP_192519	(Z) Fluvoxamine	0.4822
LINCSCP_49725	CHEMBL3183436	0.482
LINCSCP_49070	BRD-K01497355	0.4782
LINCSCP_125760	Cyclosporin A	0.4767
LINCSCP_29202	MW-SHH-61	0.4763
LINCSCP_31172	MLS002264439	0.4761
LINCSCP_13597	AC1LDBAO	0.4726
LINCSCP_111764	Radicicol	0.4719
LINCSCP_99804	Palbociclib	0.4713
LINCSCP_53620	32703-82-5	0.4685
LINCSCP_30748	CHEMBL258148	0.465
LINCSCP_87585	Tozasertib	0.4635
LINCSCP_41871	CHEMBL399379	0.4612
LINCSCP_193150	Mefexamide	0.459
LINCSCP_22229	AC1N3FUV	0.459
LINCSCP_100022	AS-605240	0.4589
LINCSCP_34978	BRD-K35002913	0.4588
LINCSCP_237367	MLS002264440	0.4552
LINCSCP_29328	CHEMBL1434137	0.4536
LINCSCP_99443	GSK 1059615	0.4534
LINCSCP_34564	GNF-PF-2808	0.4524
LINCSCP_22978	Mapp, D-Erythro	0.45
LINCSCP_55201	AG 14361	0.4497
LINCSCP_223019	Tamatinib	0.4485
LINCSCP_67238	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	0.4475
LINCSCP_34029	BRD-K47690943	0.4471
LINCSCP_237352	MLS002264492	0.4464
LINCSCP_7124	AKT Inhibitor V, Triciribine	0.4464
LINCSCP_240361	Fenretinide	0.4448
LINCSCP_60621	MLS003129782	0.4432
LINCSCP_30772	Skiii	0.4414
LINCSCP_29131	GF-109203	0.4397
LINCSCP_33161	BRD-A10420615-001-02-8	0.4389
LINCSCP_50989	PI-103	0.4379
LINCSCP_5956	ZINC01282667	0.4377
LINCSCP_8850	BRD-K08443710	0.4376
LINCSCP_4670	AC1NS4S0	0.4365
LINCSCP_4225	Arylmorpholine analog 37	0.4362
LINCSCP_81732	TPCA-1	0.4358
LINCSCP_40065	Cytochalasin B	0.4352
LINCSCP_48330	BRD-K54294645	0.4344
LINCSCP_98078	EX527	0.4341
LINCSCP_29304	Arachidonyl Trifluoromethylketone	0.4333
LINCSCP_50963	PIK 75	0.4321
LINCSCP_1463	CHEMBL2311700	0.4299
LINCSCP_28194	BRD-K00540336	0.4296
LINCSCP_117299	ABT737	0.4278
LINCSCP_27222	BRD-K51556300-001-01-9	0.4272
LINCSCP_208825	CHEMBL153158	0.4268
LINCSCP_69693	CHEMBL552425	0.4259
LINCSCP_238804	Glycopyrrolate	0.4243
LINCSCP_110920	Lamotrigine	0.4232
LINCSCP_35445	BG-51	0.423
LINCSCP_20119	NSC217091	0.4229
LINCSCP_161708	AVL-292	0.4218
LINCSCP_63230	BRD-K55362990	0.4216
LINCSCP_295356	CHEMDIV2_001418	0.4209
LINCSCP_55508	CID-2858522	0.4208
LINCSCP_74219	CEFEPIME HYDROCHLORIDE	0.4208
LINCSCP_20293	ST085375	0.4206
LINCSCP_87651	PF431396	0.4204
LINCSCP_111391	SU 11274	0.4204
LINCSCP_111555	SCHEMBL3958507	0.4197
LINCSCP_60985	CHEMBL3182510	0.4195
LINCSCP_39981	(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one	0.4192
LINCSCP_26916	Spiperone	0.4191
LINCSCP_145078	Buparlisib	0.4178
LINCSCP_152371	869288-64-2	0.4162
LINCSCP_12875	CL-976	0.4159
LINCSCP_286461	PK-11195	0.4152
