signatureid	compound	similarity
LINCSCP_55824	1446-61-3	0.8653
LINCSCP_14969	Metergoline Phenylmethyl Ester	0.8538
LINCSCP_169416	BRD-A82197375	0.852
LINCSCP_172567	Raloxifene	0.8485
LINCSCP_18450	Nortriptyline	0.8478
LINCSCP_155684	Zuclomiphene	0.8455
LINCSCP_170136	AC480 (BMS-599626)	0.8437
LINCSCP_55762	CHEMBL299879	0.8388
LINCSCP_71302	MK-8245	0.8361
LINCSCP_18	Triflupromazine	0.8355
LINCSCP_58038	Tozasertib	0.8335
LINCSCP_171942	DMP 777	0.8333
LINCSCP_175443	Bazedoxifene HCl	0.8313
LINCSCP_55823	T 98475	0.8301
LINCSCP_56543	RS-39604	0.8293
LINCSCP_174041	METERGOLINE	0.8278
LINCSCP_172346	Haloperidol	0.825
LINCSCP_57388	2,8-Dinitroimipramine	0.8249
LINCSCP_19563	CAY-10594	0.8233
LINCSCP_5704	(R,S)-Indatraline	0.8209
LINCSCP_55836	RS-17053	0.8176
LINCSCP_155612	AZD4547	0.8158
LINCSCP_122854	Ketoconazole	0.8157
LINCSCP_174384	Sertraline HCl	0.8151
LINCSCP_55749	9-[3-(3,5-Dimethylpiperazin-1-yl)propyl]-9H-carbazole	0.8131
LINCSCP_81250	Fedratinib	0.8127
LINCSCP_58780	PCL2_000057	0.811
LINCSCP_174816	Fluspirilene	0.8098
LINCSCP_307436	Thioridazine	0.8069
LINCSCP_177136	Trifluoperazine	0.8068
LINCSCP_57501	MLS000682490	0.8065
LINCSCP_175880	Thiothixene	0.8059
LINCSCP_174473	EVP-6124 (hydrochloride)	0.8053
LINCSCP_103524	Amitriptyline	0.8051
LINCSCP_170029	Dronedarone HCl	0.8049
LINCSCP_167030	Fluoxetine	0.8047
LINCSCP_171453	Dabigatran Etexilate	0.8016
LINCSCP_292301	MLS003568130	0.8016
LINCSCP_172121	Varlitinib	0.8015
LINCSCP_4224	GR-103691	0.7998
LINCSCP_173141	Pimavanserin	0.7992
LINCSCP_81711	rifampicin	0.7989
LINCSCP_31690	MLS001060802	0.7972
LINCSCP_141860	Rosuvastatin	0.797
LINCSCP_167198	Methixene	0.7969
LINCSCP_57390	MLS000095184	0.7965
LINCSCP_171930	Fluphenazine	0.7958
LINCSCP_18355	Wiskostatin	0.7948
LINCSCP_173435	Dilazep	0.7931
LINCSCP_171662	Loperamide	0.7926
LINCSCP_9765	CYTO7H11	0.7924
LINCSCP_56742	SPECTRUM_000011	0.7921
LINCSCP_55800	Fentanyl Isothiocyanate	0.7914
LINCSCP_167924	Mibefradil	0.7909
LINCSCP_174311	Sertindole	0.79
LINCSCP_167558	bupivacaine	0.7884
LINCSCP_9512	SMR000075319	0.788
LINCSCP_47417	BRD-K60996261	0.7868
LINCSCP_176329	Dihydroergocristine	0.7855
LINCSCP_19956	SCHEMBL2557158	0.7845
LINCSCP_15633	MK-2206	0.7843
LINCSCP_55845	FK888	0.7837
LINCSCP_174143	Masitinib	0.7834
LINCSCP_173993	Falnidamol	0.7831
LINCSCP_48716	BRD-K02290471	0.7829
LINCSCP_117993	(8Xi,11beta,14xi,16beta)-21-Chloro-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl propanoate	0.7822
LINCSCP_81663	Imatinib	0.7819
LINCSCP_82264	BIX01294	0.7816
LINCSCP_73289	Siramesine (hydrochloride)	0.7816
LINCSCP_170526	ABT-333	0.7815
LINCSCP_68475	Sirolimus	0.7813
LINCSCP_56470	Terfenadine	0.781
LINCSCP_56581	Chlorprothixene	0.781
LINCSCP_27073	Lasalocid	0.78
LINCSCP_55854	RS504393	0.78
LINCSCP_44025	H89	0.779
LINCSCP_173969	Aripiprazole	0.7789
LINCSCP_4221	E6 Berbamine	0.7786
LINCSCP_175394	Tandutinib	0.7782
LINCSCP_790	10-DEBC	0.7769
LINCSCP_48486	BRD-K06816133	0.7768
LINCSCP_9075	BRD-K74461819	0.7751
LINCSCP_47431	BRD-K81514393	0.7751
LINCSCP_57731	VU0418000-1	0.7745
LINCSCP_4885	SMR000043984	0.7741
LINCSCP_81040	AKT Inhibitor VIII	0.7739
LINCSCP_81430	Saracatinib	0.7734
LINCSCP_56964	BAS 00631343	0.773
LINCSCP_14942	Nicergoline	0.7711
LINCSCP_643	Promazine	0.7708
LINCSCP_25787	ZINC77024257	0.7705
LINCSCP_173009	CHEMBL2136735	0.7703
LINCSCP_291864	MLS001065837	0.7701
LINCSCP_58231	amlodipine	0.7699
LINCSCP_173219	Dehydroepiandrosterone (DHEA)	0.7682
LINCSCP_48717	BRD-K02549628	0.7673
LINCSCP_7259	KN 62	0.7667
LINCSCP_56598	Sertraline	0.7656
LINCSCP_172741	AC1NSZSY	0.7648
LINCSCP_243152	Perphenazine	0.7643
LINCSCP_97998	CEPHARANTHINE	0.7641
LINCSCP_56145	Maprotiline	0.7639
LINCSCP_58778	GSK-461364	0.7627
LINCSCP_172526	Orlistat	0.7625
LINCSCP_187480	BRD-K49111930	0.7614
LINCSCP_33040	BRD-A10420615-001-02-8	0.761
LINCSCP_57664	VU0413243-1	0.7599
LINCSCP_26777	Suloctidil	0.7596
LINCSCP_33705	Trans-1,4-bis(2-chlorobenzaminomethyl)cyclohexane dihydrochloride	0.7583
LINCSCP_48918	BRD-K12285126	0.757
LINCSCP_295187	PD-173074	0.7561
LINCSCP_4187	4-Hydroxytamoxifen	0.756
LINCSCP_10568	MLS003448149	0.7558
LINCSCP_56476	Amlodipine	0.7552
LINCSCP_55602	AC1L99UL	0.7551
LINCSCP_168398	ITRACONAZOLE HYDROCHLORIDE	0.7545
LINCSCP_187983	Pimozide	0.754
LINCSCP_109983	Vandetanib	0.7534
LINCSCP_125980	Atorvastatin	0.7531
LINCSCP_56790	AC1MSUFC	0.7524
LINCSCP_81304	YM 201636	0.7509
LINCSCP_4632	Tamoxifen	0.7508
LINCSCP_99468	PHA-665752	0.7505
LINCSCP_57749	MLS002264403	0.7505
LINCSCP_255164	BRD-K39597586	0.7504
LINCSCP_57706	DM-55-3	0.7503
LINCSCP_55577	Carpindolol	0.7501
LINCSCP_60377	CHEMBL2356190	0.7497
LINCSCP_15667	Neratinib	0.7488
LINCSCP_4498	Amiodarone	0.7488
LINCSCP_4440	BRD-A43331270-001-01-6	0.7481
LINCSCP_8955	SA-1921456	0.7475
LINCSCP_81106	CHEMBL1083527	0.7475
LINCSCP_58360	BRD-K32485462	0.7462
LINCSCP_126091	TOFA	0.7461
LINCSCP_4946	MLS002703118	0.7449
LINCSCP_61075	CHEMBL2360719	0.7445
LINCSCP_56131	NCGC00025073-01	0.744
LINCSCP_58249	Tegaserod	0.7437
LINCSCP_170628	Conivaptan HCl	0.7434
LINCSCP_174461	Duloxetine	0.7433
LINCSCP_172340	paroxetine	0.7428
LINCSCP_5774	Isoquercetin	0.7426
LINCSCP_58493	AC1O9BJ3	0.7426
LINCSCP_43366	W 7	0.742
LINCSCP_58753	Ispinesib	0.742
LINCSCP_172204	Lidoflazine	0.7419
LINCSCP_9088	CHEMBL2358276	0.7417
LINCSCP_48596	CHEMBL3188797	0.7417
LINCSCP_4902	MLS002703106	0.7406
LINCSCP_58970	Bosutinib	0.7404
LINCSCP_26526	CHEMBL3185054	0.7404
LINCSCP_31698	MLS001060803	0.7403
LINCSCP_61713	BRD-K62560708	0.74
LINCSCP_174407	Rimcazole	0.7397
LINCSCP_157289	SR 33805 oxalate	0.7397
LINCSCP_58459	MLS000518920	0.739
LINCSCP_59565	BRD-K04733502	0.7388
LINCSCP_9028	BRD-K41335306	0.7385
LINCSCP_289728	Niguldipine	0.7383
LINCSCP_52227	BRD-K23657553	0.7382
LINCSCP_65182	BRD-K76390333	0.738
LINCSCP_169002	Amodiaquine	0.7377
LINCSCP_60338	BRD-K02341409	0.7377
LINCSCP_48539	BRD-K49477330	0.7371
LINCSCP_172573	Gefitinib	0.7367
LINCSCP_125476	Pitavastatin Calcium	0.7364
LINCSCP_175418	Chlorpromazine	0.736
LINCSCP_65119	BRD-K01448700-019-01-8	0.7358
LINCSCP_58510	SPOX1_002925	0.7356
LINCSCP_16010	CID 46937231	0.7353
LINCSCP_56019	SB-202190	0.7346
LINCSCP_8976	BRD-K92543914	0.7344
LINCSCP_26562	Calmidazolium	0.7344
LINCSCP_174318	Flumatinib (mesylate)	0.7343
LINCSCP_49038	BRD-K86182839	0.7334
LINCSCP_46146	Oligomycin C	0.7328
LINCSCP_277937	SA-1921085	0.7324
LINCSCP_26803	L-755,507	0.7321
LINCSCP_57716	VU0413238-1	0.7316
LINCSCP_56165	Iodophenpropit	0.7308
LINCSCP_44268	KN93	0.7307
LINCSCP_14320	GBR12783	0.7297
LINCSCP_55788	GR-127935	0.7296
LINCSCP_202863	Salermide	0.7295
LINCSCP_168595	Toremifene	0.7291
LINCSCP_3512	CHEMBL2360276	0.7291
LINCSCP_60404	CHEMBL2355724	0.729
LINCSCP_56981	atorvastatin	0.7288
LINCSCP_173495	TAK-285	0.7288
LINCSCP_26493	CHEMBL2356468	0.7286
LINCSCP_919	CHEMBL416418	0.7286
LINCSCP_39055	SCHEMBL17378613	0.7283
LINCSCP_49053	BRD-K93158953	0.7281
LINCSCP_56125	N-Desmethylclozapine	0.7271
LINCSCP_44409	Flupentixol	0.7269
LINCSCP_146157	COT Inhibitor-2	0.7261
LINCSCP_65131	BRD-K16128171	0.7259
LINCSCP_124954	Tetracaine	0.7255
LINCSCP_173609	SB271046	0.7239
LINCSCP_7052	GR-55562	0.7239
LINCSCP_108971	SGI-1776	0.7234
LINCSCP_18904	Erythromycin Estolate	0.7231
LINCSCP_4156	Methylpromazine	0.723
LINCSCP_57608	MLS003221410	0.7229
LINCSCP_59180	CHEMBL2136621	0.7222
LINCSCP_82428	NCGC00346967-01	0.7221
LINCSCP_57897	Cis-N,N-Dimethyl-9-(3-(1-Piperazinyl)Propylidene)Thioxanthene-2-Sulfonamide	0.722
LINCSCP_226993	Terconazole	0.7213
LINCSCP_56921	Ursolic acid	0.7212
LINCSCP_82710	MGCD-265	0.7211
