signatureid	compound	similarity
LINCSCP_7558	Chloroquine	1
LINCSCP_7618	Fraxetin	0.4279
LINCSCP_31731	CHEMBL597055	0.4151
LINCSCP_7581	Digoxigenin	0.4029
LINCSCP_3634	BRD-K84528570	0.3899
LINCSCP_231739	BRD-K30282337	0.388
LINCSCP_252010	Canertinib	0.3863
LINCSCP_254158	BRD-K71714567	0.3833
LINCSCP_130629	Seliciclib	0.3823
LINCSCP_178643	Terazosin	0.3783
LINCSCP_124219	Dipraglurant	0.374
LINCSCP_150962	PLX-4720	0.3691
LINCSCP_7617	Metoclopramide	0.3623
LINCSCP_115227	Withaferin A	0.3608
LINCSCP_31936	STK366994	0.3593
LINCSCP_237361	MLS003448167	0.3584
LINCSCP_116003	BRD-K01425431	0.3571
LINCSCP_8322	SCHEMBL17487105	0.3571
LINCSCP_12111	LDN 193189	0.3563
LINCSCP_33220	Fenobam	0.3562
LINCSCP_116925	Cabozantinib	0.3553
LINCSCP_69699	Tivantinib	0.3543
LINCSCP_206632	Itrazole	0.3522
LINCSCP_82547	Aurora A Inhibitor I	0.3511
LINCSCP_249391	BRD-K02914492	0.3498
LINCSCP_36945	MGCD-265	0.3475
LINCSCP_239881	N-{4-[(Methylsulfonyl)amino]phenyl}acetamide	0.3445
LINCSCP_33014	Glycocholic acid	0.3441
LINCSCP_7042	Glyburide	0.3437
LINCSCP_14050	NCGC00025322-01	0.3422
LINCSCP_65047	Idelalisib	0.3419
LINCSCP_7297	201038-74-6	0.3389
LINCSCP_122658	Clofazimine	0.3384
LINCSCP_263333	Cppg	0.3368
LINCSCP_36925	YM 201636	0.3364
LINCSCP_6511	SDX-101	0.3361
LINCSCP_36998	NVP-AEW541	0.3347
LINCSCP_249823	BRD-K64272762	0.3338
LINCSCP_78337	MLN-8054	0.3332
LINCSCP_69799	KW-2449	0.3325
LINCSCP_45375	CHEMBL1269896	0.332
LINCSCP_25132	AC1LDBAO	0.3312
LINCSCP_9893	STK721917	0.3306
LINCSCP_247219	BRD-K22127625	0.3304
LINCSCP_283348	CHEMBL1617726	0.3304
LINCSCP_31288	MLS003429134	0.328
LINCSCP_57644	MLS003429133	0.3279
LINCSCP_32434	O-(OCTAHYDRO-1H-4,7-METHANOINDEN-5-YL) HYDROGEN CARBONODITHIOATE	0.3276
LINCSCP_240576	Ornidazole	0.3272
LINCSCP_93580	Rottlerin	0.327
LINCSCP_20406	MLS-0091943.0001	0.3267
LINCSCP_292199	Triazine Scaffold, 37	0.3261
LINCSCP_34358	Xylometazoline	0.3257
LINCSCP_84587	Epigalocatechin Gallate	0.3242
LINCSCP_6894	Toltrazuril	0.3241
LINCSCP_209595	Propentofylline	0.3233
LINCSCP_63280	BRD-K32784186	0.323
LINCSCP_32236	(1H-Indol-3-ylsulfanyl)-acetic acid	0.3226
LINCSCP_212954	CHEMBL2152358	0.3225
LINCSCP_51390	WH-4-023	0.3225
LINCSCP_34288	Oxandrolone	0.3217
LINCSCP_35025	BRD-K45627302	0.3214
LINCSCP_7558	Chloroquine	1
LINCSCP_136995	PI-103	0.5691
LINCSCP_172691	Amuvatinib	0.5331
LINCSCP_146288	Osimertinib	0.5308
LINCSCP_53205	AC1LWZG4	0.5172
LINCSCP_270	SPECTRUM_001020	0.5035
LINCSCP_7104	Meadacid	0.4977
LINCSCP_40361	Enzalutamide	0.495
LINCSCP_113291	Y-39983	0.4945
LINCSCP_53817	(S)-Tipifarnib	0.4854
LINCSCP_20702	Amidate	0.4815
LINCSCP_152343	CHEMBL1950303	0.4743
LINCSCP_191391	SMR000081059	0.4702
LINCSCP_123103	Nimodipine	0.4702
LINCSCP_8363	BRD-K43874853	0.4669
LINCSCP_7992	CHEMBL2137269	0.4655
LINCSCP_42761	Metergoline	0.4638
LINCSCP_193883	BRD-K63399564	0.4555
LINCSCP_193147	ZM-241385	0.4548
LINCSCP_8193	BRD-K76150323	0.4515
LINCSCP_79157	Carbamazepine	0.4392
LINCSCP_40295	RS-23597-190	0.4352
LINCSCP_260302	SA-1939126	0.4333
