signatureid	compound	similarity
LINCSCP_6513	Lopinavir	1
LINCSCP_285868	CHEMBL259628	0.4862
LINCSCP_49725	CHEMBL3183436	0.4223
LINCSCP_26916	Spiperone	0.4045
LINCSCP_29365	CAY-10594	0.4019
LINCSCP_5987	SUGA1_010400	0.3813
LINCSCP_13597	AC1LDBAO	0.3731
LINCSCP_1942	Phenelzine	0.3645
LINCSCP_191430	Rifampicin	0.3623
LINCSCP_69693	CHEMBL552425	0.3596
LINCSCP_98078	EX527	0.3577
LINCSCP_5957	BRD-K54822214	0.35
LINCSCP_177830	MLS003079542	0.3486
LINCSCP_12521	ZINC01050121	0.3433
LINCSCP_30702	Cyclosporine	0.3424
LINCSCP_70549	NVP-BHG712	0.3388
LINCSCP_64732	BRD-K00431438	0.3354
LINCSCP_6665	Cinacalcet	0.3348
LINCSCP_22978	Mapp, D-Erythro	0.3221
LINCSCP_27048	Cyclosporin A	0.3212
LINCSCP_6513	Lopinavir	1
LINCSCP_45868	MLS001333211	0.4762
LINCSCP_8683	BRD-K82154894	0.4703
LINCSCP_221552	1-(4-Methoxyphenyl)-n,n-dipropyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine	0.4634
LINCSCP_199556	BRD-K30007764	0.4592
LINCSCP_191712	Pinacidil	0.4582
LINCSCP_47269	Ofloxacin	0.4519
LINCSCP_48302	BRD-K10013730	0.4377
LINCSCP_233245	L-Sulforaphane	0.4364
LINCSCP_23777	SCHEMBL17497583	0.4354
LINCSCP_56564	RO 04-6790	0.4324
LINCSCP_7778	BRD-K08887444	0.4317
LINCSCP_59297	Tubacin	0.4306
LINCSCP_21537	313981-55-4	0.4291
LINCSCP_8805	BRD-K40522524	0.4285
LINCSCP_8721	BRD-K24789695	0.4282
LINCSCP_233322	SCHEMBL17515404	0.4267
LINCSCP_5940	AB00540134	0.4237
LINCSCP_196104	BRD-K94177318	0.4226
LINCSCP_191434	PDK1 Inhibitor	0.4204
LINCSCP_52741	Pfmrk inhibitor, wr 216174	0.4194
LINCSCP_55203	BMS-299897	0.4194
LINCSCP_27105	Tyrphostin B7	0.4192
LINCSCP_190472	MLS001116157	0.4191
LINCSCP_6799	Aminopentamide Sulfate	0.4168
LINCSCP_39670	NVP-AEW541	0.4165
LINCSCP_56481	Carbinoxamine	0.4157
LINCSCP_56508	SKF96365	0.4148
LINCSCP_111711	GSK-1904529A	0.4143
LINCSCP_46404	MEGXP0_001444	0.4141
LINCSCP_51942	C21H27N7O3	0.4139
LINCSCP_45902	Cefaclor	0.4139
LINCSCP_45506	ML216	0.4131
LINCSCP_296142	Pyrimethamine	0.4124
LINCSCP_58441	AC1MG5Y0	0.4124
LINCSCP_244979	AC1L1U7X	0.4114
LINCSCP_276825	BRD-K74634175	0.4095
LINCSCP_58447	Treprostinil	0.4092
LINCSCP_295959	3,3-Dimethyl-6-{[(5-methyl-3-phenyl-1,2-oxazol-4-yl)carbonyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	0.4087
LINCSCP_46737	Retinol	0.4082
LINCSCP_196019	BRD-K68201904	0.4074
LINCSCP_30933	MLS001065847	0.4072
LINCSCP_21502	Thiotepa	0.4072
LINCSCP_288687	SCHEMBL17497838	0.4061
LINCSCP_7033	Flunarizine	0.4055
LINCSCP_23804	CHEMBL2152358	0.4054
LINCSCP_27332	IC-87114	0.4053
LINCSCP_288506	DASA-58	0.4052
LINCSCP_55857	Xaliproden	0.4048
LINCSCP_6397	SB525334	0.4046
LINCSCP_58109	Parecoxib	0.4041
LINCSCP_30985	AC1M43RN	0.4039
LINCSCP_12326	Amuvatinib	0.4039
LINCSCP_6407	Cholic acid	0.4026
LINCSCP_45914	Benzylimidazole	0.4023
LINCSCP_196639	CHEMBL2358850	0.4021
LINCSCP_6854	Aliskiren	0.4009
LINCSCP_21145	Sirolimus	0.4007
LINCSCP_21560	Quipazine	0.3999
LINCSCP_206236	NSC119236	0.3995
LINCSCP_219090	CHEBI:82814	0.3995
LINCSCP_296071	BRD-K45758869-001-01-3	0.3989
LINCSCP_45664	Dicloxacillin	0.3988
LINCSCP_34746	MLS000106055	0.3986
LINCSCP_20322	BRD-K76938712	0.3985
LINCSCP_295627	MLS003587251	0.3983
LINCSCP_59177	ZINC01041848	0.398
LINCSCP_28432	KUC111109N	0.398
LINCSCP_239949	SEW00445	0.3978
LINCSCP_8327	BRD-K15695045	0.3976
LINCSCP_12320	SB-216763	0.3974
LINCSCP_6405	CHEMBL1612418	0.3965
LINCSCP_199535	BRD-K24925721	0.3959
LINCSCP_190548	(3-Chlorophenyl)[4-(7-chloroquinolin-4-yl)piperazin-1-yl]methanone	0.3959
LINCSCP_111541	AZD-8055	0.3958
LINCSCP_58439	ST024029	0.3954
LINCSCP_269193	Anastrozole	0.3949
LINCSCP_55752	1-[4-[3-(4-Fluorophenoxy)phenyl]but-3-en-2-yl]-1-hydroxyurea	0.3948
LINCSCP_58437	MAYBRIDGE4_002839	0.3944
LINCSCP_5688	Rabeprazole	0.3944
LINCSCP_196612	CHEMBL2355072	0.3937
LINCSCP_45932	Zolmitriptan	0.3934
LINCSCP_45940	3,4-Dimethoxyphenethylamine	0.393
LINCSCP_36108	Estradiol	0.393
LINCSCP_2695	Clofibric acid	0.3928
LINCSCP_45325	2-Bromo-n-[3-(pentanoylamino)phenyl]benzamide	0.3927
LINCSCP_6406	BRD-K41668190	0.3925
LINCSCP_58488	AC1MQIYX	0.3923
LINCSCP_6864	Phenacetin	0.392
LINCSCP_191557	ZINC03513106	0.3919
LINCSCP_58405	CHEMBL3188250	0.3919
LINCSCP_7779	SMR000033445	0.3916
LINCSCP_271333	AZD-1152-HQPA	0.391
LINCSCP_45963	MLS002729053	0.3909
LINCSCP_43535	Sirtinol	0.3909
LINCSCP_5690	Pioglitazone	0.3907
LINCSCP_117897	WHI-P97	0.3899
LINCSCP_32259	SCHEMBL6463149	0.3898
LINCSCP_205289	XMD15-27	0.3891
LINCSCP_58214	CPD000469235	0.3882
LINCSCP_221677	E319	0.3875
LINCSCP_26549	ST4029010	0.3874
LINCSCP_31863	BRD-K05562558	0.3871
LINCSCP_57356	MLS000729763	0.3866
LINCSCP_43353	YM-09151-2	0.3863
LINCSCP_58075	Dexlansoprazole	0.3859
LINCSCP_191737	13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	0.3856
LINCSCP_189578	CHEMBL105897	0.3854
LINCSCP_36413	BRD32048	0.385
LINCSCP_240576	Ornidazole	0.3846
