ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
8396	PIP4K2B	1.8438	0.0075
10273	STUB1	1.7361	0.0087
64746	ACBD3	1.7933	0.0091
1029	CDKN2A	1.6806	0.0095
5927	KDM5A	1.3517	0.0173
11284	PNKP	1.3464	0.0185
1891	ECH1	1.4242	0.0189
8607	RUVBL1	1.3259	0.0199
10270	AKAP8	1.3626	0.0202
55008	HERC6	1.2454	0.0215
3480	IGF1R	1.2377	0.0215
23636	NUP62	1.216	0.0226
11065	UBE2C	1.279	0.0233
3978	LIG1	1.3976	0.0235
55748	CNDP2	1.1923	0.0237
355	FAS	1.2448	0.0245
10131	TRAP1	1.1756	0.0253
30	ACAA1	1.1883	0.0254
200081	TXLNA	1.2843	0.0263
5050	PAFAH1B3	1.2008	0.0268
22905	EPN2	2.4738	0.0272
3416	IDE	1.2526	0.0304
9221	NOLC1	1.3988	0.0309
230	ALDOC	1.2938	0.0315
6390	SDHB	1.0624	0.0319
29911	HOOK2	1.0564	0.0323
7866	IFRD2	1.5012	0.0325
5607	MAP2K5	1.5114	0.0331
10099	TSPAN3	1.0803	0.0333
10165	SLC25A13	1.0305	0.0344
5909	RAP1GAP	1.0436	0.0351
3385	ICAM3	1.0175	0.0353
29916	SNX11	1.0362	0.0366
6813	STXBP2	1.0079	0.0391
23244	PDS5A	0.9693	0.0401
622	BDH1	0.949	0.042
11041	B4GAT1	0.9493	0.0423
5583	PRKCH	0.9486	0.0432
23499	MACF1	1.0611	0.0444
22934	RPIA	0.9349	0.0445
47	ACLY	1.0749	0.0447
10227	MFSD10	0.9682	0.0461
90861	HN1L	0.921	0.0461
1027	CDKN1B	1.0383	0.0479
23386	NUDCD3	1.0893	0.048
9817	KEAP1	0.9502	0.0484
9703	KIAA0100	1.075	0.0488
55148	UBR7	0.9462	0.0493
9112	MTA1	1.119	0.0496
7106	TSPAN4	0.8841	0.0502
4860	PNP	0.92	0.0503
5347	PLK1	0.8745	0.0512
10434	LYPLA1	0.886	0.0517
5720	PSME1	0.8676	0.0521
6500	SKP1	3.1168	0.0535
11182	SLC2A6	0.8744	0.0551
10969	EBNA1BP2	0.8266	0.0587
54915	YTHDF1	0.8832	0.06
5900	RALGDS	1.0077	0.06
9847	C2CD5	0.9669	0.0601
9797	TATDN2	0.8188	0.0603
23647	ARFIP2	1.0636	0.0607
226	ALDOA	0.805	0.0621
23029	RBM34	0.834	0.0625
1212	CLTB	0.8304	0.0629
11200	CHEK2	0.8274	0.0638
991	CDC20	0.8532	0.0638
65123	INTS3	0.82	0.0642
25987	TSKU	1.0943	0.0642
51282	SCAND1	1.2424	0.0661
3028	HSD17B10	0.8009	0.0673
10320	IKZF1	3.8835	0.0689
9961	MVP	3.0107	0.0727
2548	GAA	0.93	0.0727
5525	PPP2R5A	0.8517	0.0728
26054	SENP6	1.779	0.0733
10318	TNIP1	0.7658	0.074
55011	PIH1D1	0.757	0.0741
8624	PSMG1	0.7526	0.0745
9637	FEZ2	0.9247	0.0753
55038	CDCA4	0.7548	0.0754
10051	SMC4	0.74	0.0769
10557	RPP38	1.7183	0.0779
5108	PCM1	0.8519	0.078
642	BLMH	1.5323	0.0785
5777	PTPN6	1.0725	0.0797
3909	LAMA3	1.0811	0.0801
23365	ARHGEF12	0.7221	0.0801
25793	FBXO7	0.8984	0.081
142	PARP1	0.9144	0.0811
6499	SKIV2L	0.7767	0.0816
3553	IL1B	0.8271	0.0817
6443	SGCB	0.7124	0.0819
7264	TSTA3	0.9209	0.082
22796	COG2	0.721	0.0834
6119	RPA3	1.8525	0.0846
2037	EPB41L2	0.7401	0.0858
51719	CAB39	0.7157	0.0861
26227	PHGDH	0.9678	0.0864
6812	STXBP1	0.8034	0.0866
11000	SLC27A3	0.7279	0.0879
54512	EXOSC4	0.6857	0.0894
1445	CSK	0.681	0.0914
10489	LRRC41	0.6726	0.0929
1465	CSRP1	0.9086	0.0937
4216	MAP3K4	0.8657	0.0939
8726	EED	0.8149	0.0939
23326	USP22	0.6671	0.0943
7157	TP53	0.8024	0.0955
5710	PSMD4	0.6594	0.0973
9491	PSMF1	2.3011	0.0976
9801	MRPL19	0.6612	0.0988
9019	MPZL1	0.6886	0.0988
8270	LAGE3	0.6922	0.1009
993	CDC25A	0.729	0.1027
64429	ZDHHC6	0.7083	0.1046
5716	PSMD10	5.8039	0.1048
11319	ECD	0.6365	0.1068
10953	TOMM34	0.6802	0.107
29928	TIMM22	1.0898	0.1087
3815	KIT	0.6416	0.1108
1633	DCK	0.7096	0.1116
10652	YKT6	0.6656	0.1131
9448	MAP4K4	0.6112	0.1135
79902	NUP85	0.6105	0.1159
9712	USP6NL	0.6035	0.1171
3508	IGHMBP2	2.5166	0.1172
8985	PLOD3	0.5982	0.1191
55324	ABCF3	0.8904	0.1193
55556	ENOSF1	0.7418	0.1208
207	AKT1	0.8374	0.1208
10058	ABCB6	0.6444	0.1209
6182	MRPL12	0.9508	0.1236
332	BIRC5	0.6652	0.124
5211	PFKL	5.5637	0.1276
1616	DAXX	0.7345	0.1281
1385	CREB1	1.6276	0.1288
1454	CSNK1E	0.5904	0.1294
8503	PIK3R3	0.6486	0.1296
9688	NUP93	0.8308	0.1304
3098	HK1	0.6496	0.1316
2064	ERBB2	0.5776	0.1336
5019	OXCT1	0.7601	0.1337
10046	MAMLD1	0.5609	0.1343
10276	NET1	0.555	0.1369
5331	PLCB3	0.5692	0.137
1534	CYB561	0.9581	0.138
994	CDC25B	0.6391	0.1383
983	CDK1	0.5629	0.1407
8895	CPNE3	0.5903	0.1407
1848	DUSP6	0.5467	0.1411
6509	SLC1A4	0.9687	0.1422
5223	PGAM1	0.6216	0.1441
6697	SPR	0.6467	0.1442
9761	MLEC	0.9902	0.1446
28969	BZW2	2.1413	0.1448
10150	MBNL2	3.2796	0.1457
11168	PSIP1	0.5838	0.1463
1605	DAG1	0.5761	0.1476
57149	LYRM1	0.7413	0.148
5423	POLB	0.551	0.1482
3066	HDAC2	0.5338	0.1485
3202	HOXA5	0.5962	0.1494
3329	HSPD1	0.5748	0.151
4016	LOXL1	0.7484	0.1512
7466	WFS1	0.5321	0.1519
5747	PTK2	1.1988	0.1553
1978	EIF4EBP1	0.6784	0.1584
25803	SPDEF	0.5242	0.1584
56997	ADCK3	0.5722	0.1584
6284	S100A13	0.8118	0.16
10237	SLC35B1	0.7734	0.162
