signatureid	compound	similarity
LINCSCP_25165	AC1NWALC	0.7692
LINCSCP_44462	BRD-K38477985	0.7646
LINCSCP_46280	SAN1_003817	0.764
LINCSCP_138312	Deferiprone	0.7306
LINCSCP_168589	Camostat Mesilate	0.7296
LINCSCP_99491	SCHEMBL570779	0.7241
LINCSCP_154613	LCQ-908	0.7188
LINCSCP_6642	MLS001033149	0.7185
LINCSCP_87814	BX 912	0.7136
LINCSCP_25167	AC1NWALF	0.7095
LINCSCP_46181	Nitazoxanide	0.7095
LINCSCP_44639	Niclosamide	0.7083
LINCSCP_159650	OSI-906 (Linsitinib)	0.698
LINCSCP_39841	SCHEMBL6851809	0.6917
LINCSCP_168723	Prothiaden Spofa	0.6887
LINCSCP_25153	NSC25485	0.6883
LINCSCP_84121	Ipatasertib	0.688
LINCSCP_277914	BRD-K47512679	0.6879
LINCSCP_44758	Rhodomyrtoxin B	0.6868
LINCSCP_47298	NCGC00170405-01	0.6851
LINCSCP_6656	MLS001172197	0.685
LINCSCP_46309	NCGC00172397-01	0.6828
LINCSCP_49411	Avicin-D	0.6803
LINCSCP_137993	Berberine	0.679
LINCSCP_87762	SU 11274	0.6784
LINCSCP_5998	MLS000583956	0.6713
LINCSCP_7630	Puromycin Hydrochloride	0.6697
LINCSCP_202121	Oxetane	0.6697
LINCSCP_44447	Carbonyl Cyanide M-Chlorophenylhydrazone	0.6686
LINCSCP_168477	Temsirolimus (CCI-779, NSC 683864)	0.6674
LINCSCP_264816	Rottlerin	0.6646
LINCSCP_40071	O-Demethylated Adapalene	0.6626
LINCSCP_237352	MLS002264492	0.6575
LINCSCP_40057	COT-10B	0.6557
LINCSCP_153702	Lintitript	0.6545
LINCSCP_46824	Reversine	0.6505
LINCSCP_99915	Linifanib	0.6499
LINCSCP_40149	pyrvinium-pamoate	0.6496
LINCSCP_49418	COL-3	0.6479
LINCSCP_34705	Proscillaridin-A	0.6429
LINCSCP_25150	Proscillaridin A	0.6424
LINCSCP_47352	Cladribine	0.6422
LINCSCP_277859	BRD-K29251608	0.6414
LINCSCP_44293	Fccp	0.6404
LINCSCP_152256	GW-5074	0.6397
LINCSCP_9297	Ingenol 3,20-dibenzoate	0.6392
LINCSCP_43785	NSC95397	0.6382
LINCSCP_81319	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	0.6381
LINCSCP_39810	Menadione	0.6369
LINCSCP_53628	Kinetin Riboside	0.6368
LINCSCP_25160	SPECTRUM2_001084	0.6352
LINCSCP_40109	Ursolic acid	0.6335
LINCSCP_46854	Lypressin	0.6321
LINCSCP_51044	ML162	0.6307
LINCSCP_137585	PF-04620110	0.6297
LINCSCP_46970	Tyrphostin A9	0.6292
LINCSCP_269592	Itrazole	0.6276
LINCSCP_16817	ZINC01043777	0.626
LINCSCP_46608	SCHEMBL10026606	0.6248
LINCSCP_69497	PD-173074	0.6247
LINCSCP_111765	Radicicol	0.6244
LINCSCP_16221	CHEMBL41721	0.6243
LINCSCP_54960	AZD-1775	0.6227
LINCSCP_10232	179324-69-7	0.6216
LINCSCP_48102	Morin	0.6209
LINCSCP_63488	BRD-K32897268	0.6206
LINCSCP_158487	Palomid 529 (P529)	0.6204
LINCSCP_53449	RO-281675	0.6196
LINCSCP_267851	SMR000217164	0.6186
LINCSCP_69357	GSK-3 Inhibitor IX	0.617
LINCSCP_160261	Aclidinium Bromide	0.6163
LINCSCP_46230	BRD-K28610502-001-01-0	0.6157
LINCSCP_49153	CHEMBL2357390	0.6156
LINCSCP_168469	Ornidazole	0.6148
LINCSCP_63013	BRD-K18449990	0.6145
LINCSCP_44150	IMD-0354	0.6145
LINCSCP_870	Phorbol 12-myristate-13-acetate	0.614
LINCSCP_113065	PHA-793887	0.6133
LINCSCP_29308	MLS000709026	0.6129
LINCSCP_39757	CHEMBL399379	0.6095
LINCSCP_137403	GF-109203	0.6095
LINCSCP_33968	CHEMBL2359798	0.6078
LINCSCP_44772	PRESTWICK3_000646	0.6073
LINCSCP_48603	BRD-K97972722	0.6072
LINCSCP_39699	Salermide	0.6056
LINCSCP_18088	CHEMBL277800	0.6052
LINCSCP_44021	Dinoprostone	0.6043
LINCSCP_46073	Latanoprost	0.602
LINCSCP_155966	Glipizide	0.6019
LINCSCP_150771	Tozasertib	0.6
LINCSCP_6564	Calmidazolium	0.5993
LINCSCP_156052	Cisapride	0.5976
LINCSCP_154338	Dabrafenib	0.5973
LINCSCP_155875	Adapalene	0.5958
LINCSCP_46321	Tunicamycin From Streptomyces Sp.	0.5943
LINCSCP_131627	Withaferin A	0.5925
LINCSCP_151265	BMS-387032	0.5922
LINCSCP_46091	Etoposide	0.5918
LINCSCP_48487	BRD-K06898795	0.5918
LINCSCP_154747	heraclenol	0.5909
LINCSCP_44467	Bufalin	0.5906
LINCSCP_44786	Digitoxigenin	0.5902
LINCSCP_44238	Alprostadil	0.5901
LINCSCP_49415	Avicin-G	0.5899
LINCSCP_25157	Selamectin	0.5894
LINCSCP_29411	Trifluoperazine	0.5874
LINCSCP_27283	Lanacordin	0.5866
LINCSCP_273361	BRD-K55113501-001-01-2	0.5857
LINCSCP_285810	Mesoridazine	0.5853
LINCSCP_4318	Cercosporin	0.584
LINCSCP_43702	Cucurbitacin-I	0.5835
LINCSCP_117747	BX-795	0.5833
LINCSCP_137735	Taranabant	0.583
LINCSCP_128602	Quizartinib	0.5808
LINCSCP_46707	4-Hydroxy-retinoic acid	0.5803
LINCSCP_3038	Prostratin	0.5793
LINCSCP_56257	Butein	0.5793
LINCSCP_33962	BRD-A07407288	0.5781
LINCSCP_20114	ML228	0.5778
LINCSCP_46468	Floxuridine	0.5769
LINCSCP_51031	SMR000075319	0.5755
LINCSCP_21186	STK151112	0.5755
LINCSCP_223019	Tamatinib	0.5739
LINCSCP_146057	Cabozantinib	0.573
LINCSCP_46239	CID 75060944	0.573
LINCSCP_12926	XAV 939	0.5717
LINCSCP_69566	Sirolimus	0.5713
LINCSCP_23938	4L7B	0.5712
LINCSCP_46244	MLS-0435555.0001	0.5711
LINCSCP_158097	Dinoprost	0.5709
LINCSCP_153847	Forskolin, NKH477	0.5706
LINCSCP_44766	Periplocymarin	0.5704
LINCSCP_153622	Clofarabine	0.5703
LINCSCP_25188	Cycloheximide	0.5703
LINCSCP_44607	16Beta-hydroxydisitoxigenin	0.5701
LINCSCP_47351	Triamterene	0.5693
LINCSCP_48851	CHEMBL2356523	0.5686
LINCSCP_48075	pyrvinium	0.5686
LINCSCP_47739	Propylthiouracil	0.5675
LINCSCP_14551	Penfluridol	0.5668
LINCSCP_7126	Cucurbitacin I	0.5665
LINCSCP_13572	3,5-Bis(4-methylbenzylidene)piperidin-4-one	0.5662
LINCSCP_76687	3-(4-Pyridyl)indole	0.566
LINCSCP_132266	Enzastaurin	0.5651
LINCSCP_45111	QS-11	0.5642
LINCSCP_46059	Benproperine	0.5633
LINCSCP_129816	936890-98-1	0.5627
LINCSCP_47420	Heliomycin	0.5624
LINCSCP_156241	Gemcitabine	0.5624
LINCSCP_70068	GSK-1070916	0.5624
LINCSCP_44126	Digoxin	0.5617
LINCSCP_6681	Nilotinib	0.5615
LINCSCP_46583	BSPBIO_000981	0.5607
LINCSCP_53658	LDN 193189	0.5599
LINCSCP_47106	CHEMBL2144875	0.5589
LINCSCP_305457	BRD-K10055064	0.5587
LINCSCP_156114	AT-7519	0.5581
LINCSCP_52979	PRL-3InhibitorI	0.5578
LINCSCP_162138	Ingenol Mebutate	0.5573
LINCSCP_20886	Broad-Sai-686	0.5563
LINCSCP_7737	Strophanthidin	0.5558
LINCSCP_52753	Aloisine	0.5555
LINCSCP_191279	TAE-684	0.5537
LINCSCP_47140	BRD-K67090983	0.5527
LINCSCP_47335	NCGC00170397-01	0.5517
LINCSCP_53266	methiazole	0.5517
LINCSCP_43985	SPECTRUM_000715	0.5516
LINCSCP_46189	Latrunculin B	0.5516
LINCSCP_10778	AC1OAV9H	0.5511
LINCSCP_2139	BRD-K19166598	0.5509
LINCSCP_112740	SB-203580	0.5509
LINCSCP_45254	Tosedostat	0.5509
LINCSCP_154195	Irinotecan	0.5496
LINCSCP_46650	BRD-K80786583-001-01-5	0.5494
LINCSCP_158523	Varlitinib	0.5492
LINCSCP_11074	Xanthohumol	0.549
LINCSCP_44644	AC1L1JM9	0.5487
LINCSCP_9843	MG-132	0.5484
