signatureid	compound	similarity
LINCSCP_154613	LCQ-908	0.5225
LINCSCP_153702	Lintitript	0.5072
LINCSCP_49411	Avicin-D	0.504
LINCSCP_168589	Camostat Mesilate	0.4856
LINCSCP_44467	Bufalin	0.4835
LINCSCP_44772	PRESTWICK3_000646	0.4794
LINCSCP_87762	SU 11274	0.4646
LINCSCP_44297	Digoxigenin	0.464
LINCSCP_44619	SPECTRUM2_001084	0.46
LINCSCP_111652	MK-2206	0.459
LINCSCP_234162	COT-10B	0.4552
LINCSCP_168723	Prothiaden Spofa	0.4519
LINCSCP_46230	BRD-K28610502-001-01-0	0.4517
LINCSCP_49153	CHEMBL2357390	0.4488
LINCSCP_138312	Deferiprone	0.4456
LINCSCP_44612	NSC25485	0.4391
LINCSCP_280023	Oxetane	0.4385
LINCSCP_44286	Cymarin	0.437
LINCSCP_12926	XAV 939	0.436
LINCSCP_44458	Ouabain	0.4333
LINCSCP_47988	BRD-K55113501-001-01-2	0.4314
LINCSCP_44766	Periplocymarin	0.4302
LINCSCP_49415	Avicin-G	0.4301
LINCSCP_99491	SCHEMBL570779	0.4286
LINCSCP_47373	Lanacordin	0.4254
LINCSCP_52753	Aloisine	0.4231
LINCSCP_20963	Broad-Sai-045	0.4198
LINCSCP_156751	DROSPIRENONE	0.4188
LINCSCP_44104	SPECTRUM_000715	0.4182
LINCSCP_156699	Trovafloxacin mesylate	0.4178
LINCSCP_156267	Ammonium Glycyrrhizinate	0.4122
LINCSCP_51031	SMR000075319	0.4119
LINCSCP_6564	Calmidazolium	0.4101
LINCSCP_44617	Isocycloheximide	0.4099
LINCSCP_29286	Thalidomide	0.4088
LINCSCP_172768	Lafutidine	0.4086
LINCSCP_155050	Mitiglinide calcium	0.4078
LINCSCP_128739	N-[4-Chloro-3-(trifluoromethyl)phenyl]-2-ethoxybenzamide	0.4068
LINCSCP_44126	Digoxin	0.4054
LINCSCP_44608	Proscillaridin A	0.4051
LINCSCP_46244	MLS-0435555.0001	0.4017
LINCSCP_76687	3-(4-Pyridyl)indole	0.4009
LINCSCP_105326	RG2833 (RGFP109)	0.4008
LINCSCP_44623	AC1NWALC	0.3958
LINCSCP_154511	Olanzapine	0.3946
LINCSCP_8053	Heliomycin	0.3918
LINCSCP_36564	PF-562271	0.3905
LINCSCP_46059	Benproperine	0.3902
LINCSCP_156052	Cisapride	0.3901
LINCSCP_44624	AC1NWALF	0.3896
LINCSCP_33962	BRD-A07407288	0.3879
LINCSCP_53628	Kinetin Riboside	0.3879
LINCSCP_69497	PD-173074	0.3867
LINCSCP_137993	Berberine	0.3847
LINCSCP_44786	Digitoxigenin	0.384
LINCSCP_172665	Avanafil	0.3836
LINCSCP_20886	Broad-Sai-686	0.3834
LINCSCP_95582	TG100-115	0.3827
LINCSCP_46824	Reversine	0.3825
LINCSCP_71639	Indigo Red	0.3825
LINCSCP_168642	Anastrozole	0.3818
LINCSCP_136394	Closantel	0.3818
LINCSCP_40071	O-Demethylated Adapalene	0.3815
LINCSCP_44287	SMP2_000249	0.3812
LINCSCP_43916	Mitoxantrone	0.3792
LINCSCP_169641	Pomalidomide	0.3789
LINCSCP_146057	Cabozantinib	0.3787
LINCSCP_156135	MK-0812	0.3785
LINCSCP_40109	Ursolic acid	0.3777
LINCSCP_44640	Cycloheximide	0.3776
LINCSCP_63488	BRD-K32897268	0.3767
LINCSCP_159650	OSI-906 (Linsitinib)	0.3766
LINCSCP_131496	SCHEMBL3958507	0.3757
LINCSCP_54777	UK 356618	0.375
LINCSCP_7704	Niclosamide	0.3738
LINCSCP_44688	2-Phenylaminoadenosine	0.3735
LINCSCP_154764	Ganciclovir	0.3732
LINCSCP_40149	pyrvinium-pamoate	0.3727
LINCSCP_156122	Bitopertin	0.3723
LINCSCP_270846	Raltitrexed	0.3717
LINCSCP_172741	AC1NSZSY	0.3709
LINCSCP_121287	AC1NWAML	0.3709
LINCSCP_87368	VX-745	0.3688
LINCSCP_308532	BRD-K78121324	0.3678
LINCSCP_154747	heraclenol	0.3677
LINCSCP_234666	Lenalidomide	0.3661
LINCSCP_69286	Linsitinib	0.366
LINCSCP_84121	Ipatasertib	0.3659
LINCSCP_168477	Temsirolimus (CCI-779, NSC 683864)	0.3658
LINCSCP_156740	Famotidine	0.3657
LINCSCP_53267	Methiazole	0.3655
LINCSCP_44332	Anisomycin	0.3644
LINCSCP_155356	Alprostadil	0.3619
LINCSCP_168469	Ornidazole	0.3612
LINCSCP_94990	AS-605240	0.3612
LINCSCP_54748	3,7-Bis(dimethylamino)phenothiazin-5-ium	0.3601
LINCSCP_154091	Fadrozole	0.3596
LINCSCP_46181	Nitazoxanide	0.3593
LINCSCP_23938	4L7B	0.3585
LINCSCP_47352	Cladribine	0.3582
LINCSCP_1252	3,6-Diphenyl-1,2,4-triazin-5-yl methyl ether	0.3578
LINCSCP_19592	TH02453-036-P1	0.3571
LINCSCP_46380	SAN1_003817	0.357
LINCSCP_39841	SCHEMBL6851809	0.3562
LINCSCP_53497	3,5-Bis(4-methylbenzylidene)piperidin-4-one	0.3559
LINCSCP_137585	PF-04620110	0.3556
LINCSCP_45365	Emetine	0.3554
LINCSCP_49418	COL-3	0.3548
LINCSCP_114854	C21H27N7O3	0.3546
LINCSCP_52947	Teniposide	0.3543
LINCSCP_111485	YM 201636	0.354
LINCSCP_95450	Triptorelin	0.3538
LINCSCP_127866	Dihydroorotate Dehydrogenase Inhibitor, Brequinar	0.3537
LINCSCP_16221	CHEMBL41721	0.3534
LINCSCP_52979	PRL-3InhibitorI	0.3525
LINCSCP_137828	YM 976	0.3522
LINCSCP_190553	ST50840204	0.3517
LINCSCP_44159	Strophanthidin	0.3498
LINCSCP_111636	936890-98-1	0.3486
LINCSCP_26876	BRD-A10420615-001-02-8	0.3485
LINCSCP_137441	Seocalcitol	0.3481
LINCSCP_7954	CHEMBL2359798	0.3481
LINCSCP_136451	BRD-A31180007	0.3476
LINCSCP_156004	BRD-K00248354	0.3467
LINCSCP_27057	7Beta-forskolin	0.3464
LINCSCP_149984	Ricolinostat	0.3458
LINCSCP_12448	UTMB00042	0.3456
LINCSCP_146101	PF-04217903	0.3444
LINCSCP_45111	QS-11	0.3429
LINCSCP_48487	BRD-K06898795	0.3429
LINCSCP_172976	Zonisamide	0.3428
LINCSCP_63955	BRD-K96352830	0.3421
LINCSCP_60395	BRD-K55482336	0.3413
LINCSCP_136336	SB 242235	0.3411
LINCSCP_136460	TH-302	0.3411
LINCSCP_46341	AC1O9CBL	0.3405
LINCSCP_6681	Nilotinib	0.3405
LINCSCP_63013	BRD-K18449990	0.3405
LINCSCP_257263	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	0.3403
LINCSCP_151307	Linifanib	0.3396
LINCSCP_56881	Capsaicin	0.3385
LINCSCP_29389	Sepantronium	0.3375
LINCSCP_13584	Tanespimycin	0.3373
LINCSCP_44462	BRD-K38477985	0.3365
LINCSCP_91369	FAMPRIDINE	0.3365
LINCSCP_58103	Irinotecan	0.3363
LINCSCP_288760	KUC107191N	0.3352
LINCSCP_122069	Cefoperazone	0.3348
LINCSCP_26654	T5223000	0.3345
LINCSCP_218519	Etomoxir	0.3343
LINCSCP_91562	TRIENTINE HYDROCHLORIDE	0.3335
LINCSCP_277859	BRD-K29251608	0.3331
LINCSCP_131627	Withaferin A	0.333
LINCSCP_71755	Ivabradine HCl	0.3321
LINCSCP_153444	IB-MECA	0.332
LINCSCP_122062	Amoxapine	0.3319
LINCSCP_154531	LY2801653	0.3318
LINCSCP_159055	SDZ NKT 343	0.3312
LINCSCP_154521	Mubritinib (TAK 165)	0.3309
LINCSCP_74041	Donitriptan hydrochloride	0.3303
LINCSCP_21137	Ingenol 3,20-dibenzoate	0.3299
LINCSCP_156243	Gemcitabine	0.3294
LINCSCP_87672	PHA-665752	0.3284
LINCSCP_46309	NCGC00172397-01	0.328
LINCSCP_170132	CPI-613	0.3272
LINCSCP_91492	Teriflunomide	0.3267
LINCSCP_234778	FK 866	0.3257
LINCSCP_29275	IN1541	0.3255
LINCSCP_102040	Clofarabine	0.3248
LINCSCP_34738	Ronidazole	0.3238
LINCSCP_129401	CHEMBL552425	0.3229
LINCSCP_45981	H0635_SIGMA	0.3226
LINCSCP_168657	Clomipramine	0.3226
LINCSCP_285810	Mesoridazine	0.3222
LINCSCP_130102	GW843682X	0.3222
LINCSCP_50421	BRD-K03113036-001-01-9	0.3217
LINCSCP_172800	tetrahydropalmatine	0.3215
LINCSCP_46091	Etoposide	0.3214
LINCSCP_47167	Prostratin	0.3213
LINCSCP_146775	GSK-J1	0.3211
LINCSCP_91196	Ruxolitinib	0.8194
LINCSCP_91684	Baricitinib	0.7638
LINCSCP_94014	Y-39983	0.665
LINCSCP_88757	Dasatinib	0.6525
LINCSCP_89885	LY2874455	0.6487
LINCSCP_98301	Momelotinib	0.6402
LINCSCP_15328	BX-795	0.6128
LINCSCP_14400	301836-43-1	0.61
LINCSCP_98570	AZD5363	0.6059
LINCSCP_90645	Saracatinib	0.6019
LINCSCP_87868	WH-4-025	0.5977
LINCSCP_96385	Cytochalasin B	0.5814
LINCSCP_14162	Aloisine A	0.5727
LINCSCP_113899	HG-9-91-01	0.5695
LINCSCP_94170	Milciclib (PHA-848125)	0.5668
LINCSCP_98288	AVL-292	0.5518
LINCSCP_91469	AT-9283	0.5507
LINCSCP_91232	RVX-208	0.5457
LINCSCP_15046	GW305074X	0.5421
LINCSCP_90656	Simvastatin	0.54
LINCSCP_14787	Rosuvastatin	0.5391
LINCSCP_14484	CCT 018159	0.5382
LINCSCP_90758	Danusertib	0.5377
LINCSCP_14165	PP 2	0.5341
LINCSCP_94858	K-115	0.5322
LINCSCP_44936	BMS-536924	0.5234
LINCSCP_14328	BIO2_000376	0.5233
LINCSCP_14764	Fluvastatin	0.5232
LINCSCP_98204	LY2157299	0.5202
LINCSCP_94200	PF-03758309	0.52
LINCSCP_90680	LY2784544	0.5187
LINCSCP_14401	Lovastatin	0.5174
LINCSCP_94020	Cilengitide	0.5168
LINCSCP_87862	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	0.516
LINCSCP_14121	SB-431542	0.5141
LINCSCP_97350	Atorvastatin	0.5122
LINCSCP_11412	Midostaurin	0.511
LINCSCP_14683	GW-5074	0.5094
LINCSCP_90477	Tamatinib	0.5086
LINCSCP_14087	PP 1	0.5029
LINCSCP_94402	Vemurafenib	0.5023
LINCSCP_17084	Indole-3-carbinol	0.4975
LINCSCP_87722	NVP-AUY922	0.4917
LINCSCP_13958	Mevastatin	0.4916
LINCSCP_88597	AT 7867	0.4911
LINCSCP_15131	Y-27632	0.4902
LINCSCP_88614	SCHEMBL16226502	0.4878
LINCSCP_97015	SNX-2112 (PF-04928473)	0.4877
LINCSCP_87818	TWS 119	0.4858
LINCSCP_16932	XUKUURHRXDUEBC-UHFFFAOYSA-N	0.4813
LINCSCP_24319	TAE-684	0.478
LINCSCP_10672	Latrunculin B	0.4771
LINCSCP_94787	TAK-715	0.4766
LINCSCP_97814	LY2090314	0.4745
LINCSCP_15236	CHEMBL1242477	0.4744
LINCSCP_92619	TG 100801	0.4727
LINCSCP_94379	Amonafide	0.4726
LINCSCP_94568	MLN-0128	0.4721
LINCSCP_96846	Pitavastatin Calcium	0.4721
LINCSCP_97358	Volasertib (BI 6727)	0.4706
LINCSCP_90632	KW-2449	0.4683
LINCSCP_87569	Crizotinib	0.4668
LINCSCP_164926	amcinonide	0.4663
LINCSCP_94081	AT13387	0.4657
LINCSCP_165639	C30H33N3O5S	0.4584
LINCSCP_89842	GLPG0634	0.4579
LINCSCP_14394	396129-53-6	0.4578
LINCSCP_15015	Kolestevan	0.4572
LINCSCP_1353	Triazolothiadiazine, 41	0.4557
LINCSCP_14372	Phenoxybenzamine	0.4552
LINCSCP_91454	Sorafenib	0.4548
LINCSCP_17364	CHEMBL2143628	0.4547
LINCSCP_91411	ITRACONAZOLE HYDROCHLORIDE	0.4544
LINCSCP_14064	Kenpaullone	0.4523
LINCSCP_98157	Fasudil	0.4521
LINCSCP_56257	Butein	0.4516
LINCSCP_17090	Genistein	0.4515
LINCSCP_14103	SB-202190	0.4514
LINCSCP_91594	Buparlisib	0.4474
LINCSCP_92488	Adapalene	0.4441
LINCSCP_90053	17-DMAG (Alvespimycin) HCl	0.4435
LINCSCP_15506	Blebbistatin	0.4434
LINCSCP_94765	BIIB 021	0.4428
LINCSCP_14943	AC1O7M2R	0.4427
LINCSCP_165968	GSK429286A	0.4425
LINCSCP_114805	Enzastaurin	0.4421
