signatureid	compound	similarity
LINCSCP_97726	114798-26-4	1
LINCSCP_234807	848193-68-0	0.5705
LINCSCP_96615	Loratadine	0.564
LINCSCP_95299	Cilostazol	0.5417
LINCSCP_174453	Pinaverium bromide	0.5408
LINCSCP_171215	Narlaprevir	0.5165
LINCSCP_284247	Coumarin	0.4999
LINCSCP_250475	3-Aminobenzamide	0.4996
LINCSCP_39803	ZM336372	0.497
LINCSCP_171138	Cyproterone Acetate	0.4895
LINCSCP_159904	TAK-285	0.4863
LINCSCP_141975	IDOXURIDINE	0.481
LINCSCP_160365	VX-809 (Lumacaftor)	0.479
LINCSCP_96646	Rosuvastatin	0.4787
LINCSCP_108946	Zosuquidar	0.4771
LINCSCP_65516	BRD-K75023015	0.4751
LINCSCP_98422	Clinofibrate	0.4741
LINCSCP_106737	Etoricoxib	0.4683
LINCSCP_79034	Escitalopram	0.4681
LINCSCP_79406	Nicergoline	0.4681
LINCSCP_160485	PF-04217903	0.4652
LINCSCP_110007	Naphazoline	0.4637
LINCSCP_141886	MLN-8054	0.4628
LINCSCP_97573	SPECTRUM1505012	0.4622
LINCSCP_66322	VX-11E	0.4622
LINCSCP_97557	Diazoxide	0.4605
LINCSCP_125997	Secnidazole	0.4604
LINCSCP_109052	Avasimibe	0.458
LINCSCP_97399	Rimcazole	0.457
LINCSCP_160154	IOWH032	0.4555
LINCSCP_137005	(-)-Tramadol	0.4544
LINCSCP_122974	SCH-28080	0.453
LINCSCP_123169	Oxybenzone	0.4523
LINCSCP_109209	Ranitidine	0.4496
LINCSCP_124996	Inamrinone	0.449
LINCSCP_160468	sn-Glycero-3-phosphocholine	0.4488
LINCSCP_175097	Ibutilide	0.4473
LINCSCP_287560	ASN 05257430	0.4465
LINCSCP_99431	Enzastaurin	0.4459
LINCSCP_97083	Tacalcitol	0.4455
LINCSCP_40271	Brefeldin A	0.4416
LINCSCP_160376	Aripiprazole	0.4416
LINCSCP_142985	NVP DPP 728 dihydrochloride	0.4398
LINCSCP_151200	Palbociclib	0.4396
LINCSCP_50673	Neratinib	0.433
LINCSCP_79171	Dihydroergotamine	0.4302
LINCSCP_41050	BRD-K36313546	0.4293
LINCSCP_97213	MK-2206	0.4291
LINCSCP_98733	Diosmin	0.4265
LINCSCP_108937	GDC-0152	0.4262
LINCSCP_165734	PFI-1	0.4248
LINCSCP_78327	NMS-1286937	0.4239
LINCSCP_165047	BAY 61-3606	0.4225
LINCSCP_50739	Parbendazole	0.4208
LINCSCP_76515	Tivozanib	0.4203
LINCSCP_94686	TAK-242	0.42
LINCSCP_173703	Ercalcitriol	0.4198
LINCSCP_141842	Mirodenafil (dihydrochloride)	0.4184
LINCSCP_109776	Theophylline	0.4175
LINCSCP_100892	Aurora A Inhibitor I	0.4172
LINCSCP_97289	Azelastine	0.4172
LINCSCP_94668	Gliclazide	0.4153
LINCSCP_95225	RO4987655	0.4141
LINCSCP_123777	Rifaximin	0.4122
LINCSCP_159199	Proglumide	0.4122
LINCSCP_160421	181144-66-1	0.4111
LINCSCP_143403	Dequalinium	0.4106
LINCSCP_98014	CL-976	0.41
LINCSCP_79937	Cinaciguat	0.41
LINCSCP_142380	Elesclomol	0.4089
LINCSCP_174142	Cyclosporin A	0.4082
LINCSCP_165006	galantamine	0.4069
LINCSCP_94662	Emtricitabine	0.4063
LINCSCP_109864	Bisoprolol	0.4054
LINCSCP_108819	Falnidamol	0.4051
LINCSCP_159254	CC-401	0.4037
LINCSCP_160444	Quinapril	0.4024
LINCSCP_78693	GDC-0068	0.4021
LINCSCP_111727	PI-103	0.4011
LINCSCP_97687	Rizatriptan	0.401
LINCSCP_4005	BL003-049-HDAC3	0.3995
LINCSCP_139444	AZD-8330	0.399
LINCSCP_173552	Maxacalcitol-D6	0.3979
LINCSCP_250724	Wortmannin	0.3973
LINCSCP_143301	Telmisartan	0.3968
LINCSCP_188966	SCHEMBL2554399	0.3963
LINCSCP_237804	Dicloxacillin	0.396
LINCSCP_108979	Glycopyrrolate	0.3933
LINCSCP_64828	BRD-K99311962	0.3921
LINCSCP_211755	KU-55933	0.3909
LINCSCP_110003	Topiroxostat	0.3908
LINCSCP_206361	3-Methyladenine	0.3899
LINCSCP_108756	PF-03814735	0.3893
LINCSCP_173134	N6022	0.3889
LINCSCP_143296	EX527	0.3888
LINCSCP_50916	Rilmenidine	0.3872
LINCSCP_96789	Sulbactam	0.386
LINCSCP_8393	BRD-K19108281	0.3855
LINCSCP_97746	Tazarotene	0.3833
LINCSCP_160192	Sobetirome	0.3832
LINCSCP_34941	BRD-K92313046	0.3828
LINCSCP_145718	PD-0325901	0.3819
LINCSCP_161325	Metformin	0.3818
LINCSCP_128416	OSI-930	0.3803
LINCSCP_108841	Birinapant	0.3789
LINCSCP_106695	K-115	0.3788
LINCSCP_25066	DG-041	0.3786
LINCSCP_96581	MEK162 (ARRY-162, ARRY-438162)	0.3785
LINCSCP_65397	BRD-K07922534	0.378
LINCSCP_160461	ACEXAMIC ACID	0.377
LINCSCP_199905	BRD-K48528505	0.376
LINCSCP_78666	ESTRAMUSTINE	0.3753
LINCSCP_50665	Triacsin C	0.3743
LINCSCP_41870	NVP-AUY922	0.3737
LINCSCP_233220	BRD-K97103850	0.3712
LINCSCP_94086	Chlorprothixene	0.3689
LINCSCP_160338	BRD-A62647958	0.3683
LINCSCP_150964	PLX-4720	0.3654
LINCSCP_78601	alizapride	0.3653
LINCSCP_12509	NSC23766	0.3638
LINCSCP_171508	RASAGILINE	0.3635
LINCSCP_79416	STK-674938	0.3635
LINCSCP_20963	Broad-Sai-045	0.3635
LINCSCP_49458	L-Sulforaphane	0.363
LINCSCP_139610	Vemurafenib	0.3619
LINCSCP_61162	BRD-K76472157	0.3609
LINCSCP_25065	GF-109203	0.3609
LINCSCP_25132	AC1LDBAO	0.3609
LINCSCP_142029	Nicaraven	0.3583
LINCSCP_12551	SU-11652	0.3565
LINCSCP_161427	Baicalin	0.3554
LINCSCP_109980	TIBOLONE	0.3552
