Name_GeneSymbol	Value_LogDiffExp
HADH	-2.1681
B4GAT1	-2.1713
MCM3	-2.3758
MYL9	-2.201
BAX	-1.8048
GFOD1	-2.1147
NFATC4	-1.9214
MMP1	-1.6442
FAM69A	-6.9611
NUCB2	-1.8782
SGCB	-1.5522
ZFP36	-1.5156
PARP2	-3.8543
TERT	-1.6538
LYN	-1.4671
COL4A1	-1.4822
HMGCR	-2.0711
FUT1	-1.7025
SFN	-1.4446
GNA15	-1.4226
MEF2C	-1.4045
DERA	-1.5775
PPARD	-1.4226
ZNF274	-1.7021
MTERF3	-1.6302
BNIP3L	-1.6647
HTRA1	-1.773
CHIC2	-1.3924
FGFR2	-1.416
TLR4	-1.4329
IL4R	-1.841
FZD1	-1.37
RAC2	-1.5644
KDM5B	-2.4052
SOCS2	-1.5114
TFAP2A	-1.3689
PRKAG2	-1.6091
SYK	-1.4266
PIK3C3	-1.2565
SENP6	-3.335
TGFB3	-1.3197
TRIM2	-1.2498
HS2ST1	-1.2385
RALA	-1.2781
GADD45B	-2.1987
ICAM1	-1.4607
GDPD5	-1.3565
TICAM1	-1.5584
IKBKB	-1.3438
PTPN1	-1.2558
SPRED2	-1.2244
APOE	-1.3233
EGF	-1.3282
HSD17B11	-1.1914
RRP8	-1.9062
BHLHE40	-1.1977
IL1B	-1.1768
PTK2B	-1.5427
PRKCQ	-1.2503
PGM1	-1.1554
DUSP6	-1.4862
GADD45A	-1.1717
ST3GAL5	-1.2026
TRAM2	-1.1249
SPP1	-1.8346
ARHGEF2	-1.116
TSPAN4	-1.3997
PDLIM1	-1.1117
LRRC16A	-1.1332
SNX6	-1.4027
CDC45	-1.2537
PTPRK	-1.726
SCP2	-1.5034
KEAP1	-1.465
PSMF1	-1.2703
ZNF589	-1.0835
EPHA3	-1.1916
PIK3R3	-1.1516
POLB	-1.4374
SQRDL	-1.5234
ABHD6	-1.1718
DFFB	-1.0573
SLC2A6	-1.336
ARL4C	-1.196
IQGAP1	-1.7221
HDAC2	-1.0903
CORO1A	-1.3052
ZNF586	-1.4981
PPP1R13B	-1.1901
PPOX	-1.0441
ATF6	-1.0309
LGMN	-1.0275
PSMD9	-3.0324
CDKN2A	-1.1429
C2CD2	-1.0332
CBR1	-1.194
SPAG7	-1.6813
SOX2	-1.0959
RHOA	-1.0307
TOR1A	-1.0567
GNAI1	-1.0025
TESK1	-3.1719
CFLAR	-1.0272
POLR1C	-2.2266
PCK2	-1.5436
STAP2	-2.1082
RTN2	-1.2532
RASA1	-1.3031
PLCB3	-1.238
PSMB8	-1.2521
SNCA	-1.5089
FOXO3	-1.5959
CERK	-1.404
RBM34	-1.1293
DCUN1D4	-1.3487
CAPN1	-1.5114
CAT	-1.509
EDN1	-1.4223
RALGDS	-1.0843
GNPDA1	-1.3617
ACD	-1.0587
NVL	-5.3149
GALE	-4.861
FEZ2	-1.1179
SPDEF	-1.1331
FOXO4	-1.257
TNIP1	-3.625
CD40	-4.5593
FOS	-2.0355
CCDC85B	-1.0235
DPH2	-1.2296
COASY	-1.5732
CSNK1E	-1.405
NOL3	-1.6315
PECR	-1.0526
PFKL	-1.0813
JMJD6	-4.7927
GNA11	-1.7812
NOTCH1	-1.4374
NFKBIE	-1.5134
GATA3	-1.3224
SHB	-1.0236
EPHB2	-1.0035
ITGAE	-3.1278
ADAT1	-1.0107
FAT1	-1.3279
RNPS1	-3.101
PRR7	-1.9361
ISOC1	-1.9458
KLHDC2	-1.1352
ECH1	-1.4257
PUF60	-1.045
PPP2R5E	-1.8532
GOLT1B	-1.6436
HMGCS1	-2.0928
STAT3	-1.1212
SCRN1	-1.5966
ALAS1	-1.1822
VPS28	-4.0736
PKIG	-1.315
PLOD3	-1.0248
TOP2A	-1.4263
MAT2A	-1.0568
