similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	time	signatureid	cellline
0.8916	2.397e-179	517	Fedratinib	LSM-1142	FLT3|JAK2	10uM	6h	LINCSCP_37994	MCF7
0.5861	5.0346e-49	517	LRRK2-IN-1	LSM-1086	LRRK2	20uM	6h	LINCSCP_37283	MCF7
0.5851	8.283e-49	517	Tivantinib	LSM-1131	MET	0.37uM	24h	LINCSCP_69699	A375
0.567	2.5921e-45	517	Fedratinib	LSM-1142	FLT3|JAK2	10uM	6h	LINCSCP_30758	MCF7
0.5652	5.7311e-45	517	Fedratinib	LSM-1142	FLT3|JAK2	3uM	6h	LINCSCP_37995	MCF7
0.5514	1.8463e-42	517	LRRK2-IN-1	LSM-1086	LRRK2	5uM	6h	LINCSCP_37285	MCF7
0.5363	7.8484e-40	517	GSK-1070916	LSM-1062	AURKB|AURKC	0.37uM	24h	LINCSCP_137055	MCF7
0.5305	7.2846e-39	517	GSK-1070916	LSM-1062	AURKB|AURKC	10uM	6h	LINCSCP_38824	MCF7
0.524	8.3901e-38	517	BI-2536	LSM-1041	PLK1	10uM	6h	LINCSCP_38342	MCF7
0.516	1.598e-36	517	Tivantinib	LSM-1131	MET	3.33uM	24h	LINCSCP_69697	A375
0.5075	3.4327e-35	517	Tivantinib	LSM-1131	MET	1.11uM	24h	LINCSCP_69698	A375
0.5066	4.7602e-35	517	MLS002264437	LSM-1962	NA	10uM	6h	LINCSCP_31446	MCF7
0.5007	3.7477e-34	517	MK-5108	LSM-36812	AURKA|AURKB	10uM	24h	LINCSCP_73355	A375
0.4967	1.4653e-33	517	STK219801	LSM-43281	NA	20uM	6h	LINCSCP_218564	HCT116
0.4884	2.3575e-32	517	LRRK2-IN-1	LSM-1086	LRRK2	3uM	6h	LINCSCP_37284	MCF7
0.4881	2.6155e-32	517	BRD-K42197878	LSM-39600	NA	10uM	24h	LINCSCP_3572	A375
0.4863	4.8284e-32	517	Alisertib	LSM-37184	AURKA	0.37uM	24h	LINCSCP_79347	A375
0.4844	9.0827e-32	517	Trichostatin A, Streptomyces Sp.	LSM-42814	HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8	10uM	24h	LINCSCP_252541	MCF7
0.4838	1.0927e-31	517	BI-2536	LSM-1041	PLK1	1uM	6h	LINCSCP_38343	MCF7
0.4835	1.1949e-31	517	SCHEMBL16980224	LSM-1092	AURKA	10uM	6h	LINCSCP_32758	MCF7
0.483	1.4246e-31	517	BI-2536	LSM-1041	PLK1	3uM	6h	LINCSCP_38344	MCF7
0.4816	2.2162e-31	517	BI-2536	LSM-1041	PLK1	10uM	6h	LINCSCP_30830	MCF7
0.4816	2.2612e-31	517	AC1O9ZP5	LSM-6676	NA	10uM	24h	LINCSCP_5978	A549
0.4809	2.8526e-31	517	Fedratinib	LSM-1142	FLT3|JAK2	10uM	6h	LINCSCP_21176	HCT116
0.4796	4.3111e-31	517	MLS002264436	LSM-2216	NA	10uM	6h	LINCSCP_31247	MCF7
0.4786	5.8222e-31	517	NSC95397	LSM-3521	NA	10uM	6h	LINCSCP_12974	EFO27
0.4785	6.0072e-31	517	BRD-K76418961	LSM-41447	NA	10uM	24h	LINCSCP_3621	A375
0.4768	1.0447e-30	517	GSK-1070916	LSM-1062	AURKB|AURKC	0.12uM	24h	LINCSCP_73537	A375
0.476	1.367e-30	517	Fedratinib	LSM-1142	FLT3|JAK2	3uM	24h	LINCSCP_253867	MCF7
0.4736	2.9395e-30	517	BI-2536	LSM-1041	PLK1	10uM	6h	LINCSCP_21237	HCT116
0.4732	3.2868e-30	517	MK-5108	LSM-36812	AURKA|AURKB	10uM	24h	LINCSCP_136872	MCF7
0.4732	3.3167e-30	517	KU0060648	LSM-4935	PIK3CA|PIK3CB|PIK3CD|PRKDC	10uM	6h	LINCSCP_39852	NCIH1694
0.4721	4.6781e-30	517	MLS002264438	LSM-1311	NA	10uM	6h	LINCSCP_31434	MCF7
0.471	6.6468e-30	517	BI-2536	LSM-1041	PLK1	3.33uM	3h	LINCSCP_132972	MCF7
0.4706	7.4894e-30	517	GSK-1070916	LSM-1062	AURKB|AURKC	0.12uM	24h	LINCSCP_137056	MCF7
0.4701	8.7377e-30	517	PI-103	LSM-1126	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG	10uM	6h	LINCSCP_257418	NCIH508
0.47	9.0461e-30	517	Dovitinib	LSM-1127	EGFR|FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB	10uM	3h	LINCSCP_85548	BT20
0.4688	1.3116e-29	517	Piplartine	LSM-42914	NA	3uM	6h	LINCSCP_38011	MCF7
0.4657	3.424e-29	517	ETOPOSIDE	LSM-6348	TOP2A|TOP2B	3.33uM	24h	LINCSCP_138451	MCF7
0.4622	1.0024e-28	517	Vorinostat	LSM-3828	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	0.5uM	24h	LINCSCP_35532	MCF7
0.4596	2.2095e-28	517	KU0060648	LSM-4935	PIK3CA|PIK3CB|PIK3CD|PRKDC	10uM	6h	LINCSCP_30753	MCF7
0.4554	7.6995e-28	517	SMR000030495	LSM-4137	NA	10uM	24h	LINCSCP_5035	A549
0.4554	7.9186e-28	517	GSK-1070916	LSM-1062	AURKB|AURKC	0.37uM	24h	LINCSCP_73536	A375
0.4545	1.0174e-27	517	LRRK2-IN-1	LSM-1086	LRRK2	20uM	24h	LINCSCP_37215	MCF7
0.4545	1.0304e-27	517	RVX-208	LSM-45724	NA	10uM	24h	LINCSCP_136412	MCF7
0.4539	1.2068e-27	517	DOCETAXEL	LSM-45649	NA	0.04uM	24h	LINCSCP_74733	A375
0.4533	1.4498e-27	517	Trichostatin A, Streptomyces Sp.	LSM-42814	HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8	10uM	24h	LINCSCP_67543	MCF7
0.4529	1.648e-27	517	GSK-1070916	LSM-1062	AURKB|AURKC	0.04uM	24h	LINCSCP_73538	A375
0.4523	1.968e-27	517	BRD-A28746609	LSM-1102	NR1I2|TUBB	0.04uM	24h	LINCSCP_74027	A375
0.4505	3.282e-27	517	apigenin	LSM-5206	NA	3.33uM	24h	LINCSCP_163045	SKBR3
0.4492	4.8408e-27	517	Trichostatin A, Streptomyces Sp.	LSM-42814	HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8	10uM	24h	LINCSCP_67557	MCF7
0.4482	6.4633e-27	517	PF477736	LSM-1112	CHEK1	10uM	24h	LINCSCP_69171	A375
0.4473	8.5019e-27	517	Piplartine	LSM-42914	NA	10uM	6h	LINCSCP_53323	SKMEL1
0.4473	8.5244e-27	517	Piplartine	LSM-42914	NA	10uM	24h	LINCSCP_33353	MCF7
