signatureid	compound	similarity
LINCSCP_42679	Benzonatate	-0.5141
LINCSCP_55633	GR-144053	-0.4834
LINCSCP_42296	BRD-K55612480	-0.4721
LINCSCP_259098	BRD-K84528570	-0.4717
LINCSCP_102309	KPT-330	-0.461
LINCSCP_89259	SCHEMBL15556278	-0.4576
LINCSCP_193654	MLS003130364	-0.4537
LINCSCP_293901	Diphenhydramine	-0.4473
LINCSCP_60391	BRD-K53861829	-0.4468
LINCSCP_262227	BW-723C86	-0.4463
LINCSCP_95394	sarmentogenin	-0.4462
LINCSCP_61378	BRD-K82176569	-0.4409
LINCSCP_8683	BRD-K82154894	-0.4395
LINCSCP_312304	BRD-K37268490	-0.4391
LINCSCP_70010	AT 7867	-0.4325
LINCSCP_10992	BRD-A84327315-001-01-1	-0.4318
LINCSCP_65418	BRD-K16826857	-0.4306
LINCSCP_6835	Desoxypeganine	-0.4237
LINCSCP_189578	CHEMBL105897	-0.4228
LINCSCP_109100	AMSACRINE	-0.4201
LINCSCP_41233	L-Norfenfluramine	-0.4198
LINCSCP_57152	Phenethylisothiocyanate	-0.4192
LINCSCP_58291	Rifaximin	-0.4187
LINCSCP_94047	Fidaxomicin	-0.4183
LINCSCP_14692	Fast Scarlet	-0.4173
LINCSCP_42880	Amitrole	-0.415
LINCSCP_89387	Licochalcone A	-0.4148
LINCSCP_54769	Tyrphostin 1	-0.4142
LINCSCP_42511	CHEMBL212197	-0.4138
LINCSCP_29231	SCHEMBL17497583	-0.4127
LINCSCP_97310	Flumatinib (mesylate)	-0.4117
LINCSCP_259216	BRD-K25379780	-0.4075
LINCSCP_312353	BRD-K77790153	-0.4062
LINCSCP_102252	Mianserin	-0.4061
LINCSCP_8673	BRD-K62455331	-0.4054
LINCSCP_16276	OM137	-0.3994
LINCSCP_310007	BRD-K33936059	-0.3992
LINCSCP_41428	Tretinoin	-0.3987
LINCSCP_252184	SA-1938219	-0.3986
LINCSCP_261794	PK04_096316	-0.3978
LINCSCP_180111	Fraxidin Methyl Ether	-0.3976
LINCSCP_310200	BRD-K87063901	-0.3974
LINCSCP_309992	BRD-K21994180	-0.3972
LINCSCP_65742	BRD-K97973721	-0.3968
LINCSCP_14047	IN1152	-0.3965
LINCSCP_16750	XMD-1499	-0.396
LINCSCP_42746	SYK Inhibitor	-0.3952
LINCSCP_259260	BRD-K42620042	-0.3947
LINCSCP_32766	AC1M43RN	-0.3947
LINCSCP_2369	Ttnpb	-0.3941
LINCSCP_174418	Doxofylline	-0.394
LINCSCP_47370	CVF-SUMO-11	-0.3936
LINCSCP_48438	BRD-K38024502	-0.3933
LINCSCP_259973	81-78-7	-0.3927
LINCSCP_97907	Metformin	-0.3926
LINCSCP_311914	BRD-K84724939	-0.3922
LINCSCP_48415	BRD-K65085267	-0.3919
LINCSCP_1751	SCHEMBL2554502	-0.3906
LINCSCP_6513	Lopinavir	-0.3902
LINCSCP_203342	ST074627	-0.3896
LINCSCP_307520	BRD-K43703651	-0.3888
LINCSCP_262810	BSPBIO_003237	-0.3886
LINCSCP_146645	BMS-509744	-0.3883
LINCSCP_49173	BRD-K73788182	-0.3868
LINCSCP_42739	Levomethorphan	-0.3857
LINCSCP_59003	BRD-A59808129-001-01-7	-0.3852
LINCSCP_97856	Lonidamine	-0.3836
LINCSCP_152234	CHEMBL2132289	-0.3833
LINCSCP_63444	BRD-K12382140	-0.3831
LINCSCP_262478	Desoxycorticosterone	-0.3826
LINCSCP_159912	Clofibric acid	-0.3825
LINCSCP_103087	TH-302	-0.382
LINCSCP_97571	SPECTRUM1505012	-0.3817
LINCSCP_59223	BRD-K50521229	-0.3811
LINCSCP_42747	Tyrphostin AG-494	-0.381
LINCSCP_48578	BRD-K79793579	-0.3806
LINCSCP_29244	CHEMBL2152358	-0.3804
LINCSCP_65659	MLS003129301	-0.3803
LINCSCP_14021	PD-160170	-0.38
LINCSCP_94798	Clindamycin	-0.3794
LINCSCP_14002	Guggulsterone	-0.3793
LINCSCP_174594	Atenolol	-0.3787
LINCSCP_48540	BRD-K51034923	-0.3784
LINCSCP_59064	BRD-K41668190	-0.3777
LINCSCP_64462	BRD-K99958302	-0.3776
LINCSCP_29138	BMS 641988	-0.3776
LINCSCP_42759	8-Methoxymethyl-ibmx	-0.3772
LINCSCP_309862	BRD-K20510412	-0.3769
LINCSCP_292252	AC1MCK56	-0.3758
LINCSCP_53563	STK151112	-0.3755
LINCSCP_42107	SMP2_000006	-0.3749
LINCSCP_170755	Vinburnine	-0.3748
LINCSCP_125143	K784-3187	-0.3745
LINCSCP_31584	T5715535	-0.3742
