Name_GeneSymbol	Value_LogDiffExp
ABCB6	-1.5273
ACOT9	-1.2041
ADGRE5	-1.1826
ADO	-2.5061
ALAS1	-1.919
BAMBI	-1.0186
BNIP3L	-1.3856
CCND3	-1.6078
CDC20	-1.3982
CDC42	-1.0372
CDK6	-1.4732
CDKN1B	-1.1288
CLIC4	-1.6469
CLPX	-1.1178
CRK	-3.3289
CTNNAL1	-1.3176
CXCL2	-1.3523
DDB2	-1.2975
DUSP6	-1.4299
EBNA1BP2	-1.072
EED	-1.0322
EPHA3	-1.5038
ERBB2	-1.5496
FAH	-1.3615
FAT1	-2.0156
FKBP14	-1.0559
FOSL1	-1.271
FOXJ3	-1.6348
GAPDH	-1.752
GFPT1	-1.2755
GNA11	-1.0183
GNAS	-4.753
HOXA5	-1.2285
IFRD2	-2.2858
IGF1R	-1.5621
INPP1	-1.1326
INTS3	-1.0587
ITGB1BP1	-4.7915
ITGB5	-1.2592
KDM3A	-1.46
KEAP1	-1.2079
KIAA1033	-1.4684
KIF2C	-1.6471
KLHL21	-1.2324
LRP10	-1.1872
MAP7	-1.6576
MAPK1IP1L	-1.0299
MFSD10	-1.5002
MPZL1	-2.2624
MRPL19	-1.8232
MRPS2	-3.4204
MSH6	-1.2885
MTF2	-1.3567
MTHFD2	-1.4015
MYC	-1.3728
MYCBP	-1.2226
MYLK	-1.2707
MYO10	-1.3873
NCOA3	-1.74
NOSIP	-2.4606
NR3C1	-2.0286
NRIP1	-1.0293
NT5DC2	-2.7174
OXA1L	-1.5914
PARP2	-1.3236
PCBD1	-1.0205
PCM1	-1.1323
PCMT1	-1.1806
PDHX	-1.2134
PIN1	-3.0964
PLS1	-1.2259
PPARG	-1.741
PPP2R3C	-1.0723
PPP2R5E	-4.4907
PRR7	-1.3321
PSMB10	-1.0161
PSME2	-1.5242
PUF60	-5.6218
RAI14	-1.1382
RPA1	-1.8952
RPS6KA1	-1.4685
RRP1B	-1.0443
SCCPDH	-1.4321
SERPINE1	-1.2826
SESN1	-1.1536
SKP1	-1.1207
SLC11A2	-1.011
SLC35A3	-1.0005
SNX11	-1.4517
SORBS3	-1.9523
STAT3	-1.0013
TGFBR2	-1.0354
TIMM9	-1.1221
TLE1	-1.5499
TMEM50A	-1.0078
TNIP1	-1.0332
TOMM70A	-1.6078
TSPAN3	-1.2289
TXLNA	-1.9014
TXNDC9	-1.2277
USP6NL	-1.3816
VDAC1	-1.0776
XBP1	-1.0037
