Name_GeneSymbol	Value_LogDiffExp
AARS	-1.5707
ABCB6	-1.3787
ABCF1	-1.2239
ABCF3	-0.7577
ABHD4	-0.7885
ABHD6	-1.0036
ABL1	-0.6474
ACAA1	-0.7089
ADAM10	-0.268
ADGRE5	-0.5372
ADH5	-2.0861
ADI1	-1.1929
ADRB2	-0.6106
AKAP8L	-0.2864
AKT1	-0.4444
AMDHD2	-1.7603
ANKRD10	-0.4859
APBB2	-0.6098
ARFIP2	-0.9998
ARHGEF12	-0.645
ARID4B	-0.9997
ATP11B	-0.3515
ATP1B1	-0.7217
ATP2C1	-0.8389
ATP6V1D	-1.1851
BAMBI	-0.272
BCL7B	-0.829
BDH1	-0.4642
BHLHE40	-0.332
BIRC2	-0.6686
BIRC5	-0.6911
BLCAP	-0.9638
BLVRA	-0.3232
BMP4	-0.6134
BNIP3	-0.3797
BPHL	-0.548
BTK	-0.4005
BUB1B	-0.6688
C2CD2	-0.7237
CANT1	-4.7698
CASC3	-0.7686
CBR1	-0.4047
CCDC86	-0.6946
CCDC92	-0.2924
CCNA1	-0.3186
CCNA2	-0.3406
CD40	-0.2922
CDK19	-0.5656
CDK5R1	-0.7996
CDK7	-1.2819
CDKN2A	-0.9488
CENPE	-0.6568
CFLAR	-1.1218
CHAC1	-0.7042
CHERP	-0.8472
CHIC2	-0.661
CLIC4	-1.5048
CLPX	-0.8138
CLSTN1	-0.2708
CLTC	-0.2674
CNPY3	-0.2824
COASY	-0.677
COG2	-4.5326
COG7	-0.5803
COL1A1	-0.706
COL4A1	-0.5382
COPB2	-1.096
COPS7A	-0.5471
CPSF4	-1.2496
CREG1	-1.5772
CSNK1E	-0.9727
CXCL2	-0.42
CXCR4	-0.523
CYB561	-0.4447
DAG1	-0.4346
DCK	-0.4458
DCTD	-0.3858
DCUN1D4	-0.9982
DDR1	-0.6556
DENND2D	-0.9566
DFFB	-0.5562
DHRS7	-2.4474
DNAJB2	-1.0865
DNM1	-1.9112
DNM1L	-0.309
DPH2	-0.4467
DRAP1	-1.2678
DUSP14	-1.4533
DUSP22	-0.2954
DUSP6	-0.3506
DYRK3	-0.2644
E2F2	-1.1599
EDEM1	-1.9192
EDN1	-1.5578
EED	-0.381
EGFR	-0.7046
EGR1	-0.6248
ELAVL1	-1.2059
ELOVL6	-0.3097
EML3	-0.9065
ENOSF1	-0.608
EPHB2	-0.383
EPRS	-0.3544
ERBB3	-0.4009
ETS1	-0.565
EVL	-0.7303
EZH2	-0.7239
FAIM	-0.6248
FAM20B	-0.8293
FAM63A	-0.268
FBXL12	-0.8376
FBXO7	-0.6924
FHL2	-0.7592
FIS1	-1.3859
FOSL1	-1.0854
FOXO3	-0.5229
FRS2	-0.4761
FZD7	-0.6367
GADD45A	-0.4983
GADD45B	-2.9616
GALE	-1.4579
GAPDH	-2.588
GATA3	-0.392
GFOD1	-0.5491
GLI2	-0.4827
GLRX	-0.5853
GNA11	-0.3181
GNAI1	-0.357
GNB5	-0.7088
GOLT1B	-0.6532
GPATCH8	-1.1796
GPER1	-0.599
GRB10	-0.681
GTF2A2	-1.0775
HACD3	-4.4737
HADH	-0.279
HERC6	-0.407
HIST2H2BE	-0.4482
HLA-DMA	-1.8549
HLA-DRA	-0.5047
HMG20B	-0.5152
HMGCR	-0.5827
HMGCS1	-0.2635
HSPB1	-1.2117
HYOU1	-0.4314
ICAM1	-1.2254
ICMT	-0.5238
ID2	-1.1032
IFNAR1	-0.2842
IFRD2	-2.1343
IGF2R	-1.3082
IGFBP3	-0.7391
IGHMBP2	-1.2951
IKBKAP	-1.8769
IKBKE	-0.9264
IL13RA1	-0.314
INPP4B	-0.7544
ISOC1	-0.4644
ITGAE	-0.3056
KCTD5	-0.3414
KDELR2	-0.3139
KDM3A	-2.2504
KDM5B	-0.4785
KIAA0355	-0.637
KIAA0753	-0.7949
KIAA0907	-1.0065
KIF20A	-0.8664
KIF5C	-0.5888
KIT	-1.002
KLHDC2	-0.8091
KLHL21	-0.3418
KTN1	-0.6046
LBR	-0.4268
LGALS8	-0.8374
LGMN	-0.8348
LOXL1	-0.4974
LRP10	-1.0521
LSR	-1.0812
MACF1	-0.8344
MAP2K5	-0.6809
MAP3K4	-1.1796
MAP7	-1.4912
MAPK9	-1.2102
MAPKAPK2	-1.0152
MAPKAPK3	-0.26
MAST2	-0.4835
MBOAT7	-1.676
MCM3	-0.3802
MELK	-0.4015
MEST	-0.7786
METRN	-2.3278
MICALL1	-1.8956
MKNK1	-0.2862
MLEC	-0.8012
MPC2	-0.9379
MRPL19	-0.3607
MRPS2	-0.5088
MSRA	-1.6315
MTA1	-0.758
MUC1	-0.434
MYCBP	-0.3164
MYCBP2	-0.4948
NCK1	-0.297
NCOA3	-0.2668
NFE2L2	-0.3176
NFIL3	-0.3525
NFKB2	-0.9304
NFKBIB	-0.636
NIPSNAP1	-0.7387
NISCH	-1.4943
NIT1	-0.5722
NMT1	-0.3129
NNT	-0.2791
NOS3	-0.4226
NR1H2	-0.7857
NT5DC2	-0.4232
NUCB2	-0.8564
NUDT9	-0.9376
NUP133	-0.8651
NUP88	-0.795
NUSAP1	-0.4216
OXCT1	-0.3573
P4HA2	-0.7496
PACSIN3	-0.3965
PAK1	-0.543
PAK4	-1.1531
PAN2	-0.4364
PCBD1	-1.1486
PCCB	-0.4832
PCK2	-0.4218
PCNA	-0.8741
PDHX	-1.0712
PDLIM1	-0.5824
PEX11A	-0.4334
PFKL	-1.3394
PGAM1	-0.5388
PHKB	-1.0103
PIGB	-1.1466
PIK3C3	-0.5214
PIK3R3	-0.2636
PIN1	-0.932
PKIG	-0.7654
PLA2G15	-0.4091
PLEKHJ1	-0.6033
PLOD3	-0.5916
PNKP	-1.2415
POP4	-1.2692
PPIC	-0.7655
PPOX	-0.4796
PPP2R5A	-0.7248
PRAF2	-0.6045
PRKAG2	-0.3558
PRKCD	-1.5658
PRKCH	-1.2047
PRKCQ	-0.6532
PRR15L	-0.3446
PRUNE	-0.3678
PSMB8	-0.789
PSMD10	-0.7546
PSMD2	-1.644
PSMD9	-0.586
PSRC1	-0.537
PTK2	-0.4056
PTK2B	-0.3182
PTPN6	-0.836
PTPRF	-1.2979
PWP1	-0.2777
PXN	-1.2069
PYCR1	-0.545
PYGL	-1.4311
RAB4A	-0.6092
RAE1	-0.2606
RAI14	-1.158
RALB	-0.8332
RALGDS	-0.6798
RASA1	-0.542
RBM15B	-0.398
RBM34	-0.3388
RBM6	-0.915
RELB	-1.3769
RFC2	-0.7136
RHEB	-0.9272
RHOA	-1.2892
RNF167	-0.3446
RNH1	-1.0883
RNMT	-0.4144
