signatureid	compound	similarity
LINCSCP_136821	Ritonavir	0.7631
LINCSCP_237325	KUC103670	0.7488
LINCSCP_36499	sorafenib	0.6487
LINCSCP_136642	Amineptine	0.6153
LINCSCP_36564	PF-562271	0.6144
LINCSCP_30250	NSC169534	0.5656
LINCSCP_140949	AC1NSZSY	0.5575
LINCSCP_138780	Rottlerin	0.5567
LINCSCP_238804	Glycopyrrolate	0.5493
LINCSCP_31769	138402-11-6	0.5455
LINCSCP_36455	CI-1040	0.5337
LINCSCP_32223	STK581349	0.5321
LINCSCP_138562	Anamorelin	0.5205
LINCSCP_238828	Raclopride	0.5126
LINCSCP_138828	Zardaverine	0.5115
LINCSCP_141076	Hymecromone	0.5098
LINCSCP_38191	AG490	0.5092
LINCSCP_37777	CHEMBL2138292	0.4966
LINCSCP_253640	SA-1455938	0.4949
LINCSCP_32357	Cilomilast	0.4885
LINCSCP_250615	Chaetocin	0.4884
LINCSCP_140791	Torcetrapib	0.4719
LINCSCP_134841	AMIKACIN HYDRATE	0.4681
LINCSCP_36614	CP466722	0.4674
LINCSCP_35378	BRD-K92038420	0.467
LINCSCP_31456	F1298-0937	0.4651
LINCSCP_140267	Sumatriptan	0.4594
LINCSCP_31955	AC1MQIYX	0.459
LINCSCP_136765	Diethylpropion	0.4584
LINCSCP_32032	BRD-K18964980	0.4562
LINCSCP_38393	Curcumin	0.454
LINCSCP_31721	MLS001065836	0.4485
LINCSCP_31424	SCHEMBL2557158	0.445
LINCSCP_38788	CHEMBL2333346	0.4436
LINCSCP_36289	PF-04217903	0.4432
LINCSCP_252651	BRD-K45843042	0.4423
LINCSCP_141139	Flavoxate	0.4417
LINCSCP_135484	CICLESONIDE	0.4415
LINCSCP_237256	VU0413807-2	0.4406
LINCSCP_132455	BX 912	0.4406
LINCSCP_140695	RU 58841	0.4385
LINCSCP_35575	Broad-Sai-296	0.4358
LINCSCP_31878	BAS 08302902	0.4356
LINCSCP_138663	JNJ-38877605	0.4328
LINCSCP_140337	Prazosin	0.4319
LINCSCP_31402	MLS002264419	0.4313
LINCSCP_136625	Meptazinol	0.4295
LINCSCP_138799	Lersivirine	0.4294
LINCSCP_133170	Selumetinib	0.4293
LINCSCP_244873	Alista	0.4286
LINCSCP_253743	SA-440832	0.4278
LINCSCP_141232	Dasatinib	0.4267
LINCSCP_31367	SMR000031368	0.4265
LINCSCP_132337	AZD-8330	0.4237
LINCSCP_136975	SU-11652	0.4232
LINCSCP_134561	Josamycin	0.4223
LINCSCP_32064	AC1O9B20	0.4212
LINCSCP_243936	Ibandronic acid	0.4202
LINCSCP_244595	Benztropine	0.4201
LINCSCP_31423	KUC103884	0.4194
LINCSCP_138652	Cefoperazone	0.4182
LINCSCP_138727	Lofexidine	0.4176
LINCSCP_134762	Ebselen	0.4165
LINCSCP_136966	IN1549	0.416
LINCSCP_137014	Halofantrine	0.4144
LINCSCP_139153	Pinacidil	0.4144
LINCSCP_37768	Aminopurvalanol	0.4143
LINCSCP_140737	Semaxanib	0.4127
LINCSCP_251877	SAR245409	0.4113
LINCSCP_139151	Dexniguldipine	0.4109
LINCSCP_136444	BRD-K01335708	0.4104
LINCSCP_252703	SA-1457415	0.4071
LINCSCP_36267	SMR000162699	0.4068
LINCSCP_136318	SPECTRUM_001048	0.4045
LINCSCP_238883	Mesalamine	0.4026
LINCSCP_139103	Acetazolamide	0.4013
LINCSCP_241135	1-(2,6-Dichlorobenzylideneamino)guanidine	0.4013
LINCSCP_140676	SR-2640	0.4008
LINCSCP_37186	SA-97378	0.4006
LINCSCP_253690	SA-1921599	0.3991
LINCSCP_31396	Triazolothiadiazine, 29	0.3982
LINCSCP_252443	SA-96805	0.398
LINCSCP_38565	MLS004683642	0.3975
LINCSCP_250666	Sildenafil	0.3955
LINCSCP_136467	Riluzole	0.3951
LINCSCP_240266	GW501516	0.3939
LINCSCP_138090	BMY-14802	0.3909
LINCSCP_139110	Loxoprofen	0.389
LINCSCP_136981	Zileuton	0.3885
LINCSCP_133065	BMS-387032	0.3876
LINCSCP_139126	Defactinib	0.3871
LINCSCP_35775	SCHEMBL16226502	0.3869
LINCSCP_36839	Momelotinib	0.3859
LINCSCP_138604	Naftopidil	0.3856
LINCSCP_244788	Phenylbutazone	0.3856
LINCSCP_35847	MLS000038106	0.3855
LINCSCP_31220	Triazolothiadiazine, 22	0.3855
LINCSCP_33917	Ethyl {3-[(3,5-dimethoxybenzoyl)amino]phenyl}carbamate	0.3833
LINCSCP_138493	Trovafloxacin mesylate	0.383
LINCSCP_35623	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	0.3816
LINCSCP_140651	AC1NWAPU	0.3807
LINCSCP_138794	Mepivacaine	0.3805
LINCSCP_136646	Warfarin	0.3799
LINCSCP_138791	Cobimetinib	0.379
LINCSCP_236891	Acetylsalicylanilide	0.3783
LINCSCP_136948	Sulpiride	0.3781
LINCSCP_31415	CHEMBL1476499	0.377
LINCSCP_138465	Adarotene	0.377
LINCSCP_138804	Roquinimex	0.3767
LINCSCP_141021	Tauroursodeoxy cholic acid dihydrate	0.3741
LINCSCP_144497	Deferasirox	0.3732
LINCSCP_139174	Nateglinide	0.373
LINCSCP_144452	Dihydroorotate Dehydrogenase Inhibitor, Brequinar	0.3727
LINCSCP_36535	AZD-8055	0.3723
LINCSCP_30994	MLS002264487	0.3719
LINCSCP_239294	Zafirlukast	0.3714
LINCSCP_238988	Trazodone	0.3704
LINCSCP_38477	BRD-K11533227	0.3698
LINCSCP_34714	Acetaminophen	0.3698
LINCSCP_137512	Felodipine	0.3694
LINCSCP_30370	C2-Ceramide	0.3693
LINCSCP_34894	BRD-K75368232	0.3693
LINCSCP_36189	CYTO7H11	0.369
LINCSCP_136358	Sitagliptin	0.369
LINCSCP_139518	Zaurategrast	0.3677
LINCSCP_30598	9-Cis retinol	0.3675
LINCSCP_137134	Tetradecylthioacetic acid	0.3675
LINCSCP_67389	Trichostatin A, Streptomyces Sp.	0.3671
LINCSCP_138113	Nepafenac	0.3667
LINCSCP_132826	ZSTK 474	0.3665
LINCSCP_137736	Tipiracil (hydrochloride)	0.3657
LINCSCP_135935	Balicatib	0.364
LINCSCP_136666	Ornidazole	0.3638
LINCSCP_132226	AKT Inhibitor VIII	0.3634
LINCSCP_37233	SA-1459031	0.3634
LINCSCP_38757	Crizotinib	0.3628
LINCSCP_139883	AC1NWAOC	0.3625
LINCSCP_251796	XMD15-27	0.3625
LINCSCP_138742	Roflumilast	0.3624
LINCSCP_134755	SPECTRUM_001133	0.362
LINCSCP_138082	SPECTRUM_001092	0.3608
LINCSCP_36505	Palbociclib	0.36
LINCSCP_136133	Dabrafenib	0.3593
LINCSCP_242536	BRD-K63399564	0.3587
LINCSCP_253576	BRD-K74671783	0.3582
LINCSCP_138030	Bemegride	0.3582
LINCSCP_141359	AZD1981	0.3581
LINCSCP_35638	Quinacrine	0.3572
LINCSCP_254335	CHEMBL1982510	0.3567
LINCSCP_34849	BRD-K72042177	0.3562
LINCSCP_32348	BAS 00448127	0.3557
LINCSCP_136902	Empagliflozin (BI 10773)	0.3557
LINCSCP_140630	Sarsasapogenin	0.3554
LINCSCP_132274	WZ3105	0.3548
LINCSCP_31127	MLS003448141	0.3544
LINCSCP_30401	Liothyronine	0.3543
LINCSCP_35991	Trichostatin	0.3542
LINCSCP_140590	Ursolic acid	0.3539
LINCSCP_253812	SA-1459849	0.3527
LINCSCP_137667	Tioconazole	0.3516
LINCSCP_138085	Penfluridol	0.3514
LINCSCP_30619	BML-259	0.3509
LINCSCP_31155	MLS003079543	0.3503
LINCSCP_140403	Triflupromazine	0.3501
LINCSCP_141082	Zofenopril (calcium)	0.3501
LINCSCP_237284	MLS003448168	0.35
LINCSCP_34711	2-Aminobenzene-sulfonamide	0.3497
LINCSCP_253551	BRD-K64930062	0.3496
LINCSCP_141149	1-(4-fluorobenzyl)-N-(piperidin-4-yl)-1H-benzo[d]imidazol-2-amine	0.3494
LINCSCP_35599	PG 490	0.349
LINCSCP_32623	1-[1-(3-Chloro-4-fluorophenyl)-2,5-dioxopyrrolidin-3-yl]piperidine-4-carboxamide	0.3488
LINCSCP_137721	Tezampanel	0.3486
LINCSCP_138842	Betulinic acid	0.348
LINCSCP_136536	Licarbazepine	0.3476
LINCSCP_35203	BRD-K36796217	0.3472
LINCSCP_241899	Dimethisoquin	0.347
LINCSCP_134625	VX-765	0.3467
LINCSCP_30690	STK064652	0.3458
LINCSCP_236725	Veliparib	0.3458
LINCSCP_239497	ST50998710	0.3456
LINCSCP_31376	SR-02000000367	0.3432
LINCSCP_236132	Dihomo-Gamma-Linolenic acid	0.3422
LINCSCP_34738	Ronidazole	0.3421
LINCSCP_31875	ST092379	0.3419
LINCSCP_136669	Temsirolimus (CCI-779, NSC 683864)	0.3419
LINCSCP_137729	Theobromine	0.3418
LINCSCP_238910	Artemether	0.341
LINCSCP_137179	Sepantronium	0.3402
LINCSCP_140613	PF-3084014	0.3399
LINCSCP_35443	Broad-Sai-609	0.3396
LINCSCP_34671	Methylhydantoin-5-(L)	0.3388
LINCSCP_37255	Pevonedistat	0.3383
LINCSCP_31893	BRD-K21165668	0.3382
LINCSCP_37046	MLN 2238	0.3382
LINCSCP_136921	Sulfadoxine	0.3381
LINCSCP_249803	BRD-K54051742	0.3378
LINCSCP_30508	Dalcetrapib	0.3377
LINCSCP_138756	LEVOSIMENDAN	0.3376
LINCSCP_33166	Tenoxicam	0.3371
LINCSCP_31822	Diazoxide	0.337
LINCSCP_133006	PHA-793887	0.3367
LINCSCP_141329	CTS-1027	0.3362
LINCSCP_139193	LGX818	0.3351
LINCSCP_135913	Levocetirizine	0.3345
LINCSCP_30962	Triazine Scaffold, 28	0.3345
LINCSCP_137732	Taranabant	0.3344
LINCSCP_239986	PD-173074	0.3343
LINCSCP_143972	LY2811376	0.3343
LINCSCP_34895	BRD-K75813018	0.3343
LINCSCP_144073	Cladribine	0.3342
LINCSCP_136915	Prothiaden Spofa	0.3329
LINCSCP_134844	ASC-J9	0.3327
LINCSCP_248322	BRD-K10225413	0.3324
LINCSCP_136961	10-DEBC	0.3321
LINCSCP_139847	CARGLUMIC ACID	0.3318
LINCSCP_252503	SA-96816	0.3316
LINCSCP_253598	BRD-K90163207	0.3315
LINCSCP_33138	Benzonatate	0.3313
LINCSCP_238869	MK 886	0.331
LINCSCP_30949	SMR000024485	0.3307
LINCSCP_143831	9-Epiquinine	0.3306
LINCSCP_253885	Piplartine	0.3301
LINCSCP_135075	estriol	0.3299
LINCSCP_132491	YM 201636	0.3297
LINCSCP_141058	CC-401	0.3293
LINCSCP_31023	3,6-Diphenyl-1,2,4-triazin-5-yl methyl ether	0.3291
LINCSCP_37069	SA-97110	0.3289
LINCSCP_133215	AS-605240	0.3289
LINCSCP_237417	MLS003126519	0.3288
LINCSCP_141366	FK888	0.3288
LINCSCP_136790	Toremifene	0.3285
LINCSCP_38390	Hydroxyl	0.3282
LINCSCP_236382	Corynantheine	0.3281
LINCSCP_136634	Sorafenib	0.3273
LINCSCP_136950	Propylthiouracil	0.3268
LINCSCP_37140	SA-427604	0.3267
LINCSCP_132760	BRD-K01425431	0.3265
LINCSCP_33390	YC1	0.3261
LINCSCP_132481	Alpelisib	0.3261
LINCSCP_31014	MLS000089581	0.3258
LINCSCP_136059	Otenabant	0.3247
LINCSCP_30324	Safrolglycol	0.3245
LINCSCP_242405	AMBCB17415880	0.324
LINCSCP_38058	BRD-K46666779	0.3239
LINCSCP_32668	MAYBRIDGE4_001981	0.3237
LINCSCP_32024	MLS001116189	0.3237
LINCSCP_31724	CHEMBL568614	0.3235
LINCSCP_138720	ABT-333	0.3234
LINCSCP_136419	Rufinamide	0.3234
LINCSCP_132749	Linifanib	0.3233
LINCSCP_253848	BRD-K01282863	0.323
LINCSCP_132513	Ruxolitinib	0.3229
LINCSCP_143163	Theophylline	0.3225
LINCSCP_36598	Seliciclib	0.3225
LINCSCP_132947	Tamatinib	0.3224
LINCSCP_236749	MLS002703292	0.3219
LINCSCP_30814	Phenethylisothiocyanate	0.3219
LINCSCP_136627	Inolitazone (dihydrochloride)	0.3211
LINCSCP_140026	Ozagrel	0.6767
LINCSCP_34978	BRD-K35002913	0.6447
LINCSCP_143837	Lopinavir	0.6216
