signatureid	compound	similarity
LINCSCP_37994	Fedratinib	0.9029
LINCSCP_37283	LRRK2-IN-1	0.6116
LINCSCP_137055	GSK-1070916	0.544
LINCSCP_136872	MK-5108	0.5311
LINCSCP_136412	RVX-208	0.5286
LINCSCP_31446	MLS002264437	0.503
LINCSCP_137066	AZD1152	0.5005
LINCSCP_138948	Vinburnine	0.4891
LINCSCP_142143	PF-03814735	0.4806
LINCSCP_138451	ETOPOSIDE	0.4781
LINCSCP_38011	Piplartine	0.4766
LINCSCP_137810	CX-5461	0.4762
LINCSCP_38362	PD-407824	0.468
LINCSCP_140823	PHA-793887	0.4612
LINCSCP_137750	NUTLIN 3	0.4605
LINCSCP_140088	AZD-1775	0.4598
LINCSCP_35973	O-Demethylated Adapalene	0.4487
LINCSCP_36508	Pictilisib	0.4482
LINCSCP_137222	GSK-923295	0.4473
LINCSCP_38043	MLS001207806	0.4438
LINCSCP_33206	Devazepide	0.4438
LINCSCP_136656	AT-9283	0.4406
LINCSCP_132109	apigenin	0.4341
LINCSCP_37559	CHEMBL399379	0.4334
LINCSCP_142039	AZD7762	0.4282
LINCSCP_37842	AC1NUE3V	0.4279
LINCSCP_136465	Riluzole	0.4265
LINCSCP_137021	AC1MJ3VH	0.4221
LINCSCP_32708	Ruxolitinib	0.4197
LINCSCP_136487	Mitoxantrone	0.4146
LINCSCP_38678	BRD-K42573370-001-01-1	0.414
LINCSCP_35635	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	0.4067
LINCSCP_37319	MLS000778276	0.4063
LINCSCP_139409	PF-03758309	0.4014
LINCSCP_240113	SCHEMBL1564574	0.4011
LINCSCP_142315	ENMD-2076	0.4009
LINCSCP_32694	ST-4062971	0.3973
LINCSCP_136459	TH-302	0.3958
LINCSCP_32382	N,N-Dimethyl-n'-{5-[(2-methyl-4-quinolyl)thio]-1,3,4-thiadiazol-2-yl}iminoformamide	0.3956
LINCSCP_31944	CHEMBL2139663	0.3948
LINCSCP_30762	Penfluridol	0.3945
LINCSCP_31575	MLS002473428	0.3939
LINCSCP_32338	TAE-684	0.391
LINCSCP_37420	Ingenol 3,20-dibenzoate	0.3904
LINCSCP_30219	6266-99-5	0.3889
LINCSCP_37956	179324-69-7	0.3887
LINCSCP_138311	Cabazitaxel	0.3884
LINCSCP_30902	CHEMBL1394624	0.3871
LINCSCP_37859	MLS000583951	0.3857
LINCSCP_31456	F1298-0937	0.3851
LINCSCP_238562	Cyproheptadine	0.3849
LINCSCP_32799	QL-XII-47	0.3841
LINCSCP_133455	PHA-767491	0.384
LINCSCP_35671	CHEMBL3183436	0.3816
LINCSCP_138118	Ixabepilone	0.3809
LINCSCP_141882	MLN-8054	0.3799
LINCSCP_141413	AZD3514	0.3784
LINCSCP_33521	Diphenyleneiodonium	0.3771
LINCSCP_250507	Tozasertib	0.3746
LINCSCP_142899	Alisertib	0.3746
LINCSCP_31617	CHEMBL1550983	0.3725
LINCSCP_37542	Lestaurtinib	0.3718
LINCSCP_30436	Salermide	0.3713
LINCSCP_37759	Methiazole	0.3711
LINCSCP_132051	PF477736	0.3708
LINCSCP_253361	NSC95397	0.3704
LINCSCP_140377	Tipifarnib	0.3704
LINCSCP_237256	VU0413807-2	0.3701
LINCSCP_31908	CID 75060944	0.3697
LINCSCP_141401	Pimobendan	0.3694
LINCSCP_137501	KX2-391	0.369
