signatureid	compound	similarity
LINCSCP_136821	Ritonavir	0.755
LINCSCP_237325	KUC103670	0.5682
LINCSCP_36564	PF-562271	0.5037
LINCSCP_30250	NSC169534	0.3971
LINCSCP_36455	CI-1040	0.3956
LINCSCP_136642	Amineptine	0.3831
LINCSCP_138663	JNJ-38877605	0.3802
LINCSCP_140791	Torcetrapib	0.373
LINCSCP_138780	Rottlerin	0.3447
LINCSCP_35759	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	0.3442
LINCSCP_136625	Meptazinol	0.3429
LINCSCP_138828	Zardaverine	0.3426
LINCSCP_136318	SPECTRUM_001048	0.3425
LINCSCP_31955	AC1MQIYX	0.3414
LINCSCP_140630	Sarsasapogenin	0.341
LINCSCP_132430	Apitolisib (gdc-0980, rg7422)	0.3399
LINCSCP_138562	Anamorelin	0.3398
LINCSCP_140949	AC1NSZSY	0.3389
LINCSCP_132947	Tamatinib	0.338
LINCSCP_237352	MLS002264492	0.3347
LINCSCP_34738	Ronidazole	0.3339
LINCSCP_137373	Nefazodone	0.3263
LINCSCP_253640	SA-1455938	0.3212
LINCSCP_143837	Lopinavir	0.6832
LINCSCP_140026	Ozagrel	0.5153
LINCSCP_36111	Estradiol	0.4909
LINCSCP_143904	Taltirelin	0.4844
LINCSCP_143532	SPECTRUM_001579	0.4749
LINCSCP_248133	BRD-K46255436	0.4413
LINCSCP_144222	Bexarotene	0.4197
LINCSCP_144085	Istaroxime (hydrochloride)	0.4184
LINCSCP_143703	Nortriptyline	0.4151
LINCSCP_132266	Enzastaurin	0.3954
LINCSCP_144341	Quizartinib	0.395
LINCSCP_144144	RS-127445	0.3864
LINCSCP_143555	Xaliproden	0.3863
LINCSCP_143743	BX471	0.3826
LINCSCP_143561	Pyrimethamine	0.3729
LINCSCP_38666	AT-9283	0.3639
LINCSCP_144175	SPIRONOLACTONE	0.3638
LINCSCP_143603	Tandutinib	0.3583
LINCSCP_237256	VU0413807-2	0.3547
LINCSCP_144197	EMD-1214063	0.354
LINCSCP_144120	AZD8931 (Sapitinib)	0.3497
LINCSCP_67480	Vorinostat	0.3479
LINCSCP_144557	Rosiglitazone	0.3475
LINCSCP_144395	BMN 673	0.3413
LINCSCP_143888	2-(Ethylmercuriothio)benzoic acid	0.3384
LINCSCP_35597	4-Deoxyuridine	0.3357
LINCSCP_34702	Sarafloxacin	0.3279
LINCSCP_144057	Droperidol	0.3275
LINCSCP_143619	Pirenzepine	0.3244
LINCSCP_134971	THIOCTIC ACID	0.3232
LINCSCP_143758	Doxorubicin	0.3226
LINCSCP_143856	16,16-Dimethyl prostaglandin e2	0.3216
