Name_GeneSymbol	Value_LogDiffExp
ABCC5	1.0697
ABHD4	0.6664
ABHD6	0.6744
ACLY	0.8005
ADAM10	0.8118
ADAT1	1.1689
ADRB2	0.5185
AKR7A2	0.5944
AKT1	1.8865
ALDOA	0.987
ALDOC	1.2658
AMDHD2	1.1644
ANKRD10	1.2627
APBB2	3.6592
APOE	1.0311
ARL4C	1.0332
ARNT2	0.7698
ATP11B	0.8554
ATP1B1	1.0187
ATP2C1	1.7411
AURKB	1.1102
BACE2	1.5041
BAG3	1.0666
BAX	0.569
BCL2	0.6032
BHLHE40	0.6026
BMP4	0.9507
BUB1B	1.3573
C2CD2	0.7577
C2CD2L	0.701
C5	0.926
CASC3	0.7318
CASK	0.5486
CASP10	1.0482
CASP2	0.8761
CCDC86	1.1974
CCNA2	0.7664
CCNB1	0.6662
CCNE2	0.5764
CD40	2.0183
CD58	2.231
CDC25A	0.9971
CDC25B	1.1173
CDH3	1.7662
CEBPA	0.5433
CEBPD	0.7912
CEBPZ	1.4525
CEP57	0.6554
CERK	1.0368
CFLAR	1.1228
CHIC2	0.6644
CHP1	1.5565
CLSTN1	1.0847
CLTB	0.6563
CNOT4	0.9211
COG2	0.8308
COG7	1.0381
COL1A1	0.5966
CREG1	1.7417
CRELD2	2.0768
CRTAP	0.5753
CTNND1	1.1511
CTSD	0.8033
CTTN	0.6938
CXCR4	1.0172
DCTD	1.1223
DDX10	0.8099
DENND2D	0.6972
DFFB	0.958
DHDDS	0.6883
DNAJB6	0.7006
DNAJC15	5.4931
DNMT1	0.9138
DSG2	0.9852
ECH1	1.731
EGF	1.8922
EIF4G1	1.1152
ELAC2	0.6359
ELAVL1	1.2156
ELOVL6	0.5064
ERO1L	0.6085
ETS1	1.375
EVL	1.1395
FAM20B	0.8448
FAM69A	0.8335
FBXL12	2.335
FCHO1	0.5934
FGFR2	1.1961
FGFR4	0.622
FKBP4	0.9404
FUT1	1.1287
FZD1	1.1215
G3BP1	0.9992
GABPB1	0.5012
GALE	0.655
GATA2	0.9973
GLOD4	0.5948
GNPDA1	0.6856
GPATCH8	0.5443
GRB10	1.3389
GSTZ1	0.71
GTF2A2	1.2668
H2AFV	1.1824
HDAC2	0.662
HDGFRP3	0.6881
HEBP1	1.9865
HIST1H2BK	0.5816
HIST2H2BE	1.7938
HLA-DRA	0.6898
HMGCR	0.5622
HMOX1	0.9232
HN1L	0.5618
HOMER2	0.5978
HOOK2	0.5644
HPRT1	0.6732
HS2ST1	1.0483
HSD17B10	1.1839
HSPA4	1.0849
HSPB1	2.3232
HTATSF1	0.543
HTRA1	0.8818
HYOU1	0.5472
ICMT	1.5149
IGHMBP2	0.6421
IL13RA1	0.6262
IL4R	0.7392
ITGAE	1.2672
KDM5B	0.7964
KIAA0196	0.6608
KIAA0355	2.1575
KIAA0753	1.0672
KIF5C	1.3474
LAGE3	2.7978
LAP3	1.9314
