Name_GeneSymbol	Value_LogDiffExp
ABCC5	1.0697
ABCF1	0.4304
ABCF3	0.0802
ABHD4	0.6664
ABHD6	0.6744
ABL1	0.2079
ACLY	0.8005
ADAM10	0.8118
ADAT1	1.1689
ADH5	0.3796
ADRB2	0.5185
AGL	0.4269
AKR7A2	0.5944
AKT1	1.8865
ALDH7A1	0.0214
ALDOA	0.987
ALDOC	1.2658
AMDHD2	1.1644
ANKRD10	1.2627
APBB2	3.6592
APOE	1.0311
APP	0.2936
ARFIP2	0.2871
ARHGAP1	0.3136
ARHGEF2	0.14
ARID4B	0.4125
ARID5B	0.3744
ARL4C	1.0332
ARNT2	0.7698
ASAH1	0.4262
ATF5	0.084
ATF6	0.223
ATP11B	0.8554
ATP1B1	1.0187
ATP2C1	1.7411
ATP6V1D	0.218
AURKB	1.1102
AXIN1	0.265
BACE2	1.5041
BAG3	1.0666
BAX	0.569
BCL2	0.6032
BHLHE40	0.6026
BID	0.0262
BIRC2	0.0552
BMP4	0.9507
BUB1B	1.3573
C2CD2	0.7577
C2CD2L	0.701
C2CD5	0.3464
C5	0.926
CAB39	0.3589
CALM3	0.2012
CAMSAP2	0.2214
CAPN1	0.3718
CASC3	0.7318
CASK	0.5486
CASP10	1.0482
CASP2	0.8761
CAST	0.2094
CBR1	0.4899
CCDC86	1.1974
CCDC92	0.4619
CCNA1	0.1718
CCNA2	0.7664
CCNB1	0.6662
CCNE2	0.5764
CCNF	0.3031
CCNH	0.3228
CCP110	0.0256
CD320	0.3772
CD40	2.0183
CD44	0.2918
CD58	2.231
CDC25A	0.9971
CDC25B	1.1173
CDC45	0.2919
CDH3	1.7662
CDK1	0.2432
CDK5R1	0.3092
CDKN1A	0.152
CDKN2A	0.025
CEBPA	0.5433
CEBPD	0.7912
CEBPZ	1.4525
CEP57	0.6554
CERK	1.0368
CFLAR	1.1228
CHAC1	0.4352
CHIC2	0.6644
CHP1	1.5565
CISD1	0.2065
CLSTN1	1.0847
CLTB	0.6563
CNOT4	0.9211
CNPY3	0.4234
COG2	0.8308
COG7	1.0381
COL1A1	0.5966
COPB2	0.4482
CORO1A	0.4164
CREG1	1.7417
CRELD2	2.0768
CRTAP	0.5753
CSNK1A1	0.1342
CSNK1E	0.4057
CSNK2A2	0.3791
CTNND1	1.1511
CTSD	0.8033
CTTN	0.6938
CXCR4	1.0172
CYCS	0.4008
DAG1	0.0534
DAXX	0.3087
DCTD	1.1223
DDR1	0.104
DDX10	0.8099
DENND2D	0.6972
DERA	0.3085
DFFA	0.1182
DFFB	0.958
DHDDS	0.6883
DLD	0.0221
DNAJA3	0.3922
DNAJB6	0.7006
DNAJC15	5.4931
DNM1	0.4809
DNMT1	0.9138
DNMT3A	0.324
DPH2	0.2709
DSG2	0.9852
DUSP11	0.1305
DUSP14	0.0243
DUSP4	0.3046
EBP	0.3492
ECH1	1.731
EFCAB14	0.4897
EGF	1.8922
EGR1	0.4334
EIF4G1	1.1152
ELAC2	0.6359
ELAVL1	1.2156
ELOVL6	0.5064
EPHB2	0.2892
EPN2	0.3339
ERO1L	0.6085
ETS1	1.375
ETV1	0.1451
EVL	1.1395
EXOSC4	0.4378
EXT1	0.4106
EZH2	0.2047
FAM20B	0.8448
FAM57A	0.1461
FAM69A	0.8335
FASTKD5	0.0321
FBXL12	2.335
FBXO21	0.4763
FBXO7	0
FCHO1	0.5934
FDFT1	0.3616
FEZ2	0.0529
FGFR2	1.1961
FGFR4	0.622
FKBP4	0.9404
FOS	0.4164
FOXO3	0.3331
FRS2	0.1708
FSD1	0.4082
FUT1	1.1287
FZD1	1.1215
FZD7	0.0461
G3BP1	0.9992
GABPB1	0.5012
GADD45A	0.4108
GADD45B	0.3872
GALE	0.655
GATA2	0.9973
GATA3	0.0812
GDPD5	0.4511
GFOD1	0.1698
GHR	0.4344
GLI2	0.2955
GLOD4	0.5948
GLRX	0.1619
GNA15	0.1024
GNAI2	0.0619
GNB5	0.0418
GNPDA1	0.6856
GPATCH8	0.5443
GRB10	1.3389
GRN	0.3693
GSTZ1	0.71
GTF2A2	1.2668
H2AFV	1.1824
HACD3	0.256
HAT1	0.2612
HDAC2	0.662
HDGFRP3	0.6881
HEBP1	1.9865
HERC6	0.0694
HERPUD1	0.2651
HES1	0.3814
HIF1A	0.191
HIST1H2BK	0.5816
HIST2H2BE	1.7938
HLA-DRA	0.6898
HMG20B	0.178
HMGA2	0.2861
HMGCR	0.5622
HMGCS1	0.2124
HMOX1	0.9232
HN1L	0.5618
HOMER2	0.5978
HOOK2	0.5644
HPRT1	0.6732
HS2ST1	1.0483
HSD17B10	1.1839
HSD17B11	0.2176
HSPA4	1.0849
HSPB1	2.3232
HTATSF1	0.543
HTRA1	0.8818
HYOU1	0.5472
IARS2	0.0348
ICMT	1.5149
IDE	0.4094
IER3	0.3758
IFNAR1	0.3174
IGF2R	0.2198
IGHMBP2	0.6421
IKBKE	0.0887
IKZF1	0.0115
IL13RA1	0.6262
IL1B	0.0266
IL4R	0.7392
INSIG1	0.4409
IPO13	0.3318
ITFG1	0.1764
ITGAE	1.2672
JMJD6	0.15
