Name_GeneSymbol	Value_LogDiffExp
ABCB6	0.6882
ACOT9	0.8068
ADAM10	0.6437
ADGRE5	0.7252
ADH5	1.0284
ADI1	0.9
AKAP8	1.7407
AKR7A2	0.6213
AKT1	0.9322
AMDHD2	0.8683
ANKRD10	0.6101
ARFIP2	0.8019
ARPP19	0.55
ASCC3	0.5295
ATG3	0.6509
ATP1B1	0.8175
ATP5S	0.559
ATP6V0B	0.7967
ATP6V1D	0.5411
B4GAT1	0.6363
BAD	1.2754
BAG3	0.552
BCL7B	0.7535
BIRC5	0.584
BLCAP	0.8044
BLMH	0.9016
BNIP3L	0.9899
BRCA1	0.6822
C2CD2	0.6561
C2CD5	0.8151
CALU	0.9679
CBLB	0.6723
CBR3	0.7933
CCNA2	0.8283
CCNB2	0.7051
CCND3	0.6115
CCNF	0.725
CD320	0.5871
CD58	1.4798
CDC25B	0.7593
CDCA4	1.4856
CDK1	0.965
CDK19	1.2859
CDKN1B	0.8482
CEBPZ	0.9016
CFLAR	0.5341
CGRRF1	0.7472
CHEK2	0.7015
CHERP	0.5119
CIAPIN1	0.7232
CIRBP	1.5205
CNDP2	0.6327
CNPY3	0.5387
COG4	0.5441
COL1A1	0.7948
CSK	1.0875
CSNK1A1	0.692
CTSL	0.9803
CXCR4	1.3187
CYB561	1.0862
DCK	0.7282
DCTD	0.5078
DDIT4	1.01
DDX10	1.49
DHRS7	0.5615
DUSP4	1.0249
EAPP	0.5089
EBP	0.7948
EDEM1	1.5364
EGFR	0.5415
EIF4EBP1	0.8162
EIF5	0.8121
ENOPH1	0.5812
ENOSF1	0.7709
EPRS	0.9289
ERBB2	0.6733
ETFB	0.7828
EZH2	0.6975
FAM57A	1.1098
FASTKD5	0.6946
FBXO11	1.5653
FDFT1	0.6985
FEZ2	0.5881
FIS1	1.1514
FKBP14	1.4669
FOSL1	0.5706
FPGS	1.4539
G3BP1	0.7515
GALE	0.8314
GFPT1	1.171
GLOD4	0.9013
GLRX	1.7871
GNAI2	0.6427
GNAS	1.9168
GNB5	0.7102
GNPDA1	0.8995
GRWD1	0.7624
GTF2A2	0.9667
HAT1	0.63
HDAC2	0.8543
HEATR1	1.2543
HERC6	1.5016
HK1	0.5837
HMGCS1	0.8998
HSD17B10	0.8938
HSD17B11	1.1777
HSPA8	0.5901
HSPD1	0.7654
IARS2	1.0265
ICAM3	0.5456
ID2	1.0037
IFRD2	0.6328
IGFBP3	0.5027
ITGAE	0.985
ITGB1BP1	0.8079
KAT6B	1.3877
KDELR2	1.5997
KIF14	0.8683
LBR	0.8635
LGMN	1.0496
LIG1	0.5909
LIPA	0.9617
LPGAT1	0.5471
LRP10	1.3936
LRRC16A	0.857
LSM5	0.6602
LSM6	1.1053
LYN	1.0134
MAP2K5	1.8291
MAPKAPK2	0.7954
MBNL2	1.8232
MBOAT7	0.5157
MCUR1	0.939
ME2	1.0892
MELK	0.8466
MLEC	0.6698
MNAT1	0.6511
MPC2	1.047
MRPL19	1.1593
MRPS16	1.0712
MRPS2	0.6443
MSRA	0.5113
MTA1	0.5356
MTF2	0.975
MTHFD2	0.7737
MVP	0.6826
MYCBP	0.7594
NCK1	1.7672
NCOA3	1.2138
NFKBIB	0.7985
NIPSNAP1	0.7804
NPDC1	1.1087
NT5DC2	0.8872
NUCB2	1.1092
NUDCD3	0.5487
NUDT9	0.5586
NUP62	0.6182
NUP88	0.8234
NUP93	0.7916
PAFAH1B3	1.0747
PAICS	0.9103
PAK4	1.0867
PAN2	1.6293
PCBD1	0.5897
PCCB	0.5154
PECR	2.3228
PGAM1	0.905
PGM1	1.0181
PGRMC1	1.2364
PHGDH	1.3595
PIN1	1.1751
PKIG	0.8509
PLK1	0.5733
PLS1	0.9191
POLD4	0.6382
POLE2	1.1878
POLG2	0.594
POLR2I	0.8896
POP4	0.9074
PPARG	2.3726
PPIC	0.7951
PPIE	0.5879
PRAF2	0.6106
PRKAG2	1.6674
PRR7	0.6268
PRSS23	1.0386
PSMB10	0.7713
PSMD10	1.1657
PSMD9	1.0626
PSME1	0.9891
PSME2	0.8504
PSMG1	0.8113
PTPN12	0.6419
PXMP2	0.6955
PYCR1	0.9621
RAB4A	0.625
RAE1	0.589
RAP1GAP	1.2845
RBKS	0.5306
RFC2	0.5919
RFC5	1.1348
RHEB	1.6317
RHOA	0.768
RNPS1	0.8322
RPA3	0.9476
RPIA	0.6758
RPL39L	1.5588
RPN1	0.812
RPP38	2.7814
RUVBL1	1.0767
S100A4	0.9719
SACM1L	0.6546
SATB1	0.9394
SCCPDH	1.1861
SCP2	1.4429
SDHB	1.2009
SFN	0.8395
SGCB	0.8495
SKIV2L	0.8415
SKP1	0.9204
SLC25A14	1.3072
SLC35A3	1.8499
SLC35B1	1.1396
SLC37A4	1.0624
SLC5A6	1.0407
SMARCC1	0.5762
SMARCD2	0.7973
SMC4	0.5055
SNX6	1.1308
SORBS3	1.0027
SPP1	0.9442
SPTAN1	0.5259
SQRDL	1.0187
ST3GAL5	1.3054
STAT1	0.966
STMN1	0.8044
SUZ12	0.9167
SYNGR3	0.5976
SYPL1	0.6809
TATDN2	0.5478
TBP	1.2182
TIMM9	0.9029
TLE1	0.7
TMCO1	1.4107
TMED10	2.039
TP53	0.5486
TPD52L2	1.2662
TRAPPC3	0.7405
TSPAN4	0.9109
TSTA3	0.8365
TUBB6	0.8318
TXLNA	0.8252
UBE2C	0.7345
UBE3C	0.9659
UBQLN2	0.5876
UBR7	0.7351
VAPB	0.8377
VAT1	0.5257
WDR61	1.0738
XBP1	1.2442
