signatureid	compound	similarity
LINCSCP_47262	C37H48N6O5S2	1
LINCSCP_238428	CHEMBL1593913	0.7277
LINCSCP_31968	BRD4770	0.7169
LINCSCP_39877	CHEMBL520231	0.7114
LINCSCP_12504	PX 12	0.6902
LINCSCP_10285	362-74-3	0.6864
LINCSCP_53908	3-(4-Pyridyl)indole	0.676
LINCSCP_53871	IN1541	0.6536
LINCSCP_289805	CHEMBL586058	0.6451
LINCSCP_46465	STK218951	0.6381
LINCSCP_30051	Gefitinib	0.6372
LINCSCP_40237	IMD-0354	0.6275
LINCSCP_235510	SB-216763	0.6219
LINCSCP_287321	FK 866	0.6186
LINCSCP_290707	Dihydrosamidin	0.6127
LINCSCP_53901	(S)-(-)-BAY K 8644	0.6018
LINCSCP_205606	Nimodipine	0.5938
LINCSCP_31414	SCHEMBL13736177	0.5907
LINCSCP_38854	LY-294002	0.5884
LINCSCP_257456	Veliparib	0.5883
LINCSCP_239369	F1709-0025	0.5776
LINCSCP_53620	32703-82-5	0.5746
LINCSCP_31132	BAS 07529539	0.5697
LINCSCP_31330	MLS-0437136.0001	0.5693
LINCSCP_31399	MLS000862515	0.5689
LINCSCP_30046	C28H30CIN5O4S	0.5607
LINCSCP_290681	313981-55-4	0.5603
LINCSCP_31427	MLS002264511	0.5592
LINCSCP_53919	NVP-AUY922	0.5565
LINCSCP_257259	Itrazole	0.5514
LINCSCP_53942	848193-68-0	0.5511
LINCSCP_287400	Nifedipine	0.5511
LINCSCP_38840	ChEBI91594	0.5465
LINCSCP_46506	CHEMBL2135417	0.543
LINCSCP_238421	KUC104240N	0.5406
LINCSCP_53883	CT-200783	0.5385
LINCSCP_239451	67497-51-2	0.5376
LINCSCP_31185	MLS002264452	0.5361
LINCSCP_10407	Pevonedistat	0.5314
LINCSCP_38887	Sirolimus	0.5293
LINCSCP_53894	CHEMBL3186197	0.5229
LINCSCP_206385	16,16-Dimethyl prostaglandin e2	0.5228
LINCSCP_38873	Enalapril	0.5221
LINCSCP_31310	Triazolothiadiazine, 9	0.5192
LINCSCP_58935	25-Hydroxycholecalciferol	0.5128
LINCSCP_58812	O-(OCTAHYDRO-1H-4,7-METHANOINDEN-5-YL) HYDROGEN CARBONODITHIOATE	0.5125
LINCSCP_31407	KUC104122	0.5094
LINCSCP_31408	MLS002473641	0.5085
LINCSCP_53897	Dactolisib	0.5083
LINCSCP_32601	THZ-2-98-01	0.508
LINCSCP_12676	Perhexiline	0.5057
LINCSCP_31385	SCHEMBL2559280	0.5053
LINCSCP_32934	Estrone	0.5049
LINCSCP_140321	Varlitinib	0.5042
LINCSCP_32455	H-9	0.5036
LINCSCP_296156	6Alpha-methylprednisolone acetate	0.5033
LINCSCP_53853	Clonidine	0.4996
LINCSCP_180605	SA-103123	0.4995
LINCSCP_31669	CHEMBL489621	0.4993
LINCSCP_38845	Cis-Platin	0.4993
LINCSCP_31861	BRD-K05114711	0.4983
LINCSCP_202945	Phenoxazine	0.4982
LINCSCP_58827	CHEMBL83092	0.4977
LINCSCP_56387	Rathyronine	0.4969
LINCSCP_54777	UK 356618	0.4968
LINCSCP_46467	SUGA1_010064	0.4964
LINCSCP_218371	Amifostine	0.4954
LINCSCP_240297	GSK-1070916	0.4948
LINCSCP_238317	SR-03000000931-1	0.4922
LINCSCP_218356	Acetylcysteine	0.4907
LINCSCP_58906	Diotyrosine	0.49
LINCSCP_38867	179324-69-7	0.4859
LINCSCP_31911	12K-613S	0.4856
LINCSCP_12538	PNU-74654	0.4852
LINCSCP_26565	AC1MFZU7	0.4839
LINCSCP_32555	SCHEMBL16980224	0.4825
LINCSCP_32561	13(S)-HODE	0.4814
LINCSCP_295279	SMR000151874	0.4784
LINCSCP_237981	MLS002264471	0.4763
LINCSCP_57780	KUC104248	0.4755
LINCSCP_38848	Gemcitabine	0.4753
LINCSCP_31546	AC1LB5IQ	0.4736
LINCSCP_53943	79966-13-5	0.4734
LINCSCP_239474	BRD-K52831896	0.4728
LINCSCP_46225	BRD-K21165668	0.4722
LINCSCP_57774	SR-02000000448	0.4718
LINCSCP_239475	ZINC01282667	0.47
LINCSCP_26581	F1061-0166	0.4665
LINCSCP_56543	RS-39604	0.4647
LINCSCP_13535	Phenethylisothiocyanate	0.4611
LINCSCP_10192	Curcumin	0.4607
LINCSCP_240295	Alitretinoin	0.4605
LINCSCP_290524	MRS-1334	0.4602
LINCSCP_31308	MLS002264438	0.4598
LINCSCP_39931	PJ34	0.4588
LINCSCP_163399	apigenin	0.4552
LINCSCP_34039	CHEMBL2143402	0.4542
LINCSCP_45476	MLS003429133	0.4537
LINCSCP_31904	MW-A1-14	0.4521
LINCSCP_56187	SC68376	0.4514
LINCSCP_32000	PCL2_000121	0.4514
LINCSCP_292751	MLS003337112	0.4507
LINCSCP_120879	Chlorambucil	0.4498
LINCSCP_30999	MLS001002737	0.4468
LINCSCP_290753	GW7647	0.4464
LINCSCP_255551	Flutamide	0.4453
LINCSCP_103580	Propylthiouracil	0.4433
LINCSCP_10461	Quinine	0.4428
LINCSCP_53768	BIBR-1532	0.442
LINCSCP_54715	Brefeldin A	0.441
LINCSCP_58639	(1H-Indol-3-ylsulfanyl)-acetic acid	0.4407
LINCSCP_65600	CHEMBL2358575	0.4404
LINCSCP_12685	AC1NS4S0	0.4396
LINCSCP_29308	MLS000709026	0.439
LINCSCP_13565	10-DEBC	0.4379
LINCSCP_10442	Tozasertib	0.4369
LINCSCP_59472	Erbstatin Analog	0.4363
LINCSCP_59219	CHEMBL2141330	0.435
LINCSCP_46226	MLS000860958	0.4338
LINCSCP_252801	Parthenolide	0.4333
LINCSCP_58290	Methandriol	0.433
LINCSCP_47294	Gemfibrozil	0.4327
LINCSCP_39672	NVP-AEW541	0.4322
LINCSCP_32211	CHEMBL2141850	0.4319
LINCSCP_239800	AC1NZGSN	0.4306
LINCSCP_140386	ABT-199 (GDC-0199)	0.43
LINCSCP_119756	SB 242235	0.4298
LINCSCP_58234	Albuterol	0.4281
LINCSCP_294859	Ethyl 3-[(5-mercapto-1,3,4-thiadiazol-2-yl)thio]propanoate	0.4275
LINCSCP_121082	ZIDOVUDINE [AZT]	0.4274
LINCSCP_58258	Idebenone	0.4267
LINCSCP_57397	CHEMBL567340	0.4248
LINCSCP_17033	4354-76-1	0.4242
LINCSCP_271943	AC1NR4QJ	0.4219
LINCSCP_163881	Tamatinib	0.4206
LINCSCP_239497	ST50998710	0.4198
LINCSCP_292428	SCHEMBL1675329	0.4198
LINCSCP_57813	Triazolothiadiazine, 29	0.4193
LINCSCP_293283	SMR001317716	0.4186
LINCSCP_12595	L-Sulforaphane	0.4171
LINCSCP_45907	SMR000082310	0.4162
LINCSCP_292936	CHEMBL1270505	0.4153
LINCSCP_143490	Cinaciguat	0.4147
LINCSCP_65878	BRD-K81732150	0.414
LINCSCP_218303	Fluorouracil	0.414
LINCSCP_294747	MLS-0315871.0001	0.4139
LINCSCP_288248	Vorinostat	0.4138
LINCSCP_237256	VU0413807-2	0.4133
LINCSCP_39981	(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one	0.413
LINCSCP_33578	Boldine	0.4129
LINCSCP_46371	BRD-K72429558	0.4126
LINCSCP_257338	Gossypol	0.4124
LINCSCP_56540	Indirubin-3'monoxime	0.4121
LINCSCP_267654	MLS002699341	0.4118
LINCSCP_58892	PD-0325901	0.4114
LINCSCP_31876	BRD-K11883928	0.4104
LINCSCP_32892	Trimethobenzamide	0.4102
LINCSCP_31564	VU0402604-1	0.4088
LINCSCP_56728	BSPBIO_001530	0.4085
LINCSCP_31971	SCHEMBL10028379	0.4085
LINCSCP_61026	BRD-K25525438	0.4082
LINCSCP_56357	HMS2093P09	0.4082
LINCSCP_76543	Formoterol	0.4081
LINCSCP_104397	amisulpride	0.4073
LINCSCP_290959	Dipyridamole	0.4065
LINCSCP_128087	AZ628	0.4063
LINCSCP_257316	916985-21-2	0.406
LINCSCP_59298	CHEMBL2135524	0.406
LINCSCP_58916	3,5-Diiodo-l-thyronine	0.4048
LINCSCP_251294	AKT Inhibitor VIII	0.4047
LINCSCP_40176	Rottlerin	0.4047
LINCSCP_56123	Seliciclib	0.4046
LINCSCP_296113	Zidovudine	0.4041
LINCSCP_191611	59826-53-8	0.4039
LINCSCP_46522	PK04_098276	0.4036
LINCSCP_294812	SCHEMBL6463646	0.4034
LINCSCP_141356	ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE	0.402
LINCSCP_31838	MLS003179196	0.4018
LINCSCP_59228	BRD-K53638321	0.4017
LINCSCP_141425	Dehydroepiandrosterone (DHEA)	0.4006
LINCSCP_58369	5-Benzyl-5H-[1,2,4]triazino[5,6-b]indole-3-thiol	0.4004
LINCSCP_68111	13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	0.4001
LINCSCP_58796	SCHEMBL3655059	0.4
LINCSCP_121040	Tolazamide	0.3998
LINCSCP_243191	Clozapine	0.3997
LINCSCP_58818	MLS-0435542.0001	0.3994
LINCSCP_22833	Talampicillin	0.3988
LINCSCP_59485	BRD-K52111234	0.3988
LINCSCP_145755	SCHEMBL17052537	0.3985
LINCSCP_12509	NSC23766	0.3985
LINCSCP_58809	SCHEMBL618594	0.398
LINCSCP_142184	Erlotinib	0.3978
LINCSCP_56111	Totaralolal	0.3976
LINCSCP_34171	MLS002729074	0.3975
LINCSCP_104370	CEFEPIME HYDROCHLORIDE	0.397
LINCSCP_271953	Phylloquinone	0.3968
LINCSCP_58273	Docetaxel Intermediate	0.3964
LINCSCP_86503	rifampicin	0.3963
LINCSCP_31557	MLS002700183	0.3962
LINCSCP_45976	CHEMBL1515648	0.3957
LINCSCP_31928	CHEMBL2142684	0.3952
LINCSCP_10398	CID-2858522	0.3949
LINCSCP_65039	BX 912	0.3949
LINCSCP_67883	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	0.3947
LINCSCP_31194	AC1MCK4Q	0.3945
LINCSCP_143209	Tosedostat	0.3943
LINCSCP_32190	BRD-K53327986	0.3942
LINCSCP_88991	triptolide	0.3941
LINCSCP_47722	Levothyroxine	0.3938
LINCSCP_35971	O-Demethylated Adapalene	0.3935
LINCSCP_238260	MLS-0425579.0001	0.3929
LINCSCP_46714	GSK-3 Inhibitor IX	0.3928
LINCSCP_56496	Fipronil	0.3923
LINCSCP_59484	CHEMBL2357823	0.3919
LINCSCP_56159	MDL-28170	0.3914
LINCSCP_31639	Haloperidol	0.3911
LINCSCP_55739	LFM-A12	0.3905
LINCSCP_31670	SCHEMBL1675177	0.3896
LINCSCP_171949	Azacitidine	0.3885
LINCSCP_104388	Glipizide	0.3883
LINCSCP_122050	1,3-Dipropyl-8-cyclopentylxanthine	0.388
LINCSCP_238291	MLS002554299	0.3878
LINCSCP_30074	AZD-5438	0.3869
LINCSCP_53627	MLS000038106	0.3861
LINCSCP_292066	MLS000081884	0.386
LINCSCP_140442	Mirtazapine	0.3859
LINCSCP_104628	NORGESTREL	0.3857
LINCSCP_271450	CHEMBL2136621	0.3857
LINCSCP_57775	CHEMBL1705549	0.3857
LINCSCP_104472	Cisapride	0.384
LINCSCP_59519	AC1LEPRU	0.3837
LINCSCP_269453	CHEMBL566687	0.3835
LINCSCP_53949	PF750	0.3834
LINCSCP_76550	AZD-1775	0.3833
LINCSCP_291260	Budesonide	0.3826
LINCSCP_64804	BRD-K77172154	0.3821
LINCSCP_292729	KUC103654	0.3816
LINCSCP_34203	NCGC00170405-01	0.3812
LINCSCP_53872	Salermide	0.3812
LINCSCP_31389	BRD-K55216615	0.3811
LINCSCP_57196	Sepantronium	0.3809
LINCSCP_39851	Narciclasine	0.3808
LINCSCP_59235	BRD-K57732441	0.3798
LINCSCP_257337	Gallocatechin Gallate	0.3798
LINCSCP_47113	SA-424589	0.379
LINCSCP_31887	SUGA2_000482	0.3788
LINCSCP_58304	Latrunculin B	0.3786
LINCSCP_59508	Carbamazepine	0.3786
LINCSCP_235136	TGX 221	0.3786
LINCSCP_206520	SRT-1720	0.3784
LINCSCP_47339	BRD-K81514393	0.3781
LINCSCP_32514	3-Methylcholanthrene	0.378
LINCSCP_144973	NU-7441	0.3774
LINCSCP_219128	GW-5074	0.3773
LINCSCP_58521	GSK429286A	0.377
LINCSCP_104403	Griseofulvin	0.3764
