signatureid	compound	similarity
LINCSCP_97150	Glycopyrrolate	-0.4144
LINCSCP_89260	SCHEMBL15556278	-0.4068
LINCSCP_13801	DMP-543	-0.3989
LINCSCP_96863	Gatifloxacin	-0.3942
LINCSCP_15729	MLS001065847	-0.3893
LINCSCP_16046	CHEMBL1271011	-0.3884
LINCSCP_15513	Rosiglitazone	-0.3781
LINCSCP_15396	GSK-2334470	-0.3769
LINCSCP_13819	7-OH-PIPAT	-0.3723
LINCSCP_88844	852475-26-4	-0.3692
LINCSCP_90108	MILTEFOSINE [5mM]	-0.361
LINCSCP_94404	Vemurafenib	-0.3591
LINCSCP_66845	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	-0.3584
LINCSCP_88340	CHEMBL3182395	-0.3581
LINCSCP_98150	TIBOLONE	-0.3558
LINCSCP_15457	SJ 172550	-0.3549
LINCSCP_15463	BMS 191011	-0.3544
LINCSCP_14735	Famciclovir	-0.3449
LINCSCP_14163	Dihydrorobustic acid	-0.3447
LINCSCP_90445	Mianserin	-0.3444
LINCSCP_13653	AC1L1E8W	-0.3441
LINCSCP_15622	PD-98059	-0.3433
LINCSCP_93976	CLIMBAZOLE	-0.3405
LINCSCP_16924	Propafenone	-0.3386
LINCSCP_14005	CI-218872	-0.3366
LINCSCP_208323	Mestranol	-0.335
LINCSCP_14469	Enalapril	-0.3348
LINCSCP_92294	chlormadinone-acetate	-0.3327
LINCSCP_90152	VGX-1027	-0.3324
LINCSCP_16201	Indomethacin	-0.3324
LINCSCP_15070	IN1036	-0.3308
LINCSCP_88983	GSK429286A	-0.3298
LINCSCP_16638	2-Aminopurine	-0.328
LINCSCP_88358	OSI-930	-0.3238
LINCSCP_95275	Lodoxamide	-0.3232
LINCSCP_88166	THZ-2-98-01	-0.3221
LINCSCP_14415	SEW2871	-0.3216
LINCSCP_88278	TPCA-1	-0.3214
LINCSCP_14128	Fasudil	-0.5229
LINCSCP_208276	SKF 89976-A	-0.5181
LINCSCP_14059	Felamidin	-0.5164
LINCSCP_14116	SU-4312	-0.5135
LINCSCP_14013	Nobiletin	-0.5099
LINCSCP_14083	BP-554	-0.5035
LINCSCP_14040	Riluzole	-0.4904
LINCSCP_14032	IN1054	-0.4861
LINCSCP_208266	MDL 72832	-0.4816
LINCSCP_14170	Coumestrol	-0.4814
LINCSCP_14126	Skatole	-0.4793
LINCSCP_14031	U 0126	-0.4726
LINCSCP_14131	EXO-1	-0.4682
LINCSCP_14173	Desoxycorticosterone	-0.4671
LINCSCP_14079	Flufenamic acid	-0.4631
LINCSCP_208353	Meclofenamic acid	-0.4629
LINCSCP_14061	Isoreserpine	-0.4627
LINCSCP_14077	MDL-28170	-0.4609
LINCSCP_14149	Testosterone Propionate	-0.4608
LINCSCP_93943	Dexniguldipine	-0.4608
LINCSCP_14049	Cilostamide	-0.4555
LINCSCP_15056	Icosapent	-0.4553
LINCSCP_14150	Nefazodone	-0.4485
LINCSCP_14118	CHEMBL34095	-0.4462
LINCSCP_14027	Oxymetazoline	-0.4415
LINCSCP_97937	Pimecrolimus	-0.4379
LINCSCP_14379	Ketoprofen	-0.4304
LINCSCP_14177	Formoterol	-0.4291
LINCSCP_14093	Fenofibrate	-0.427
LINCSCP_16698	BI 78D3	-0.426
LINCSCP_92703	Everolimus	-0.4259
LINCSCP_208322	Pifithrin-beta	-0.4246
LINCSCP_94592	Quinidine Gluconate	-0.4211
LINCSCP_14043	T091317	-0.4211
LINCSCP_14356	Remacemide	-0.4167
LINCSCP_95559	Raloxifene	-0.4159
LINCSCP_14841	AC1NWAPU	-0.4152
LINCSCP_88146	SCHEMBL1564574	-0.4138
LINCSCP_89407	PD153035 (Hydrochloride)	-0.4133
LINCSCP_16295	AC1O9CBL	-0.412
LINCSCP_88099	A-443654	-0.4068
LINCSCP_14097	GR 159897	-0.4026
LINCSCP_14934	Dihydrosamidin	-0.4014
LINCSCP_99059	STK009254	-0.3983
LINCSCP_212220	Pyridostigmine	-0.3981
LINCSCP_16189	Alprazolam	-0.3977
LINCSCP_208292	3-Tropanyl-3,5-dichlorobenzoate	-0.3976
LINCSCP_210927	CID-2858522	-0.3975
LINCSCP_208658	Hexylcaine	-0.3965
LINCSCP_95486	Epinephrine HCl	-0.3923
LINCSCP_13991	Siguazodan	-0.3909
LINCSCP_87866	WH-4-025	-0.3884
LINCSCP_13999	CID 24069689	-0.3884
LINCSCP_93886	SR 33805 oxalate	-0.3874
LINCSCP_14616	IN1304	-0.3857
LINCSCP_14742	GR 113808	-0.3846
LINCSCP_13980	CGP-37157	-0.3844
LINCSCP_13920	Talibegron	-0.3844
LINCSCP_87694	Withaferin A	-0.3842
LINCSCP_14498	(Z) Fluvoxamine	-0.3826
LINCSCP_93922	Defactinib	-0.3823
LINCSCP_14754	MDL 29951	-0.3813
LINCSCP_93219	Benoxinate	-0.3809
LINCSCP_93917	MLN 2480	-0.3797
LINCSCP_96463	Levetiracetam	-0.3794
LINCSCP_17534	Dienestrol	-0.3794
LINCSCP_92578	Glipizide	-0.3787
LINCSCP_99312	Netupitant	-0.3783
LINCSCP_208600	Diethyltoluamide	-0.3777
LINCSCP_14737	Bromhexine	-0.3777
LINCSCP_14470	Pentylenetetrazol	-0.3777
LINCSCP_93109	phylloquinone	-0.3765
LINCSCP_208690	Quinelorane	-0.3751
LINCSCP_208753	HE044657	-0.3742
LINCSCP_88134	TAE-684	-0.3737
LINCSCP_208338	Zardaverine	-0.3728
LINCSCP_14344	Rhizocarpic-acid	-0.3725
LINCSCP_94725	Cabozantinib	-0.3719
LINCSCP_92216	GW842166X	-0.3718
LINCSCP_92739	Vardenafil	-0.3717
LINCSCP_15411	Sepantronium	-0.3708
LINCSCP_87574	Crizotinib	-0.3705
LINCSCP_14507	SB 200646	-0.3698
LINCSCP_14405	Phenformin	-0.3696
LINCSCP_96025	sulmazole	-0.3692
LINCSCP_13983	AC1NWAOX	-0.3691
LINCSCP_208388	Terconazole	-0.3686
LINCSCP_87968	BMS-345541	-0.3684
LINCSCP_95870	Doxapram	-0.3677
LINCSCP_89610	ANISODAMINE HYDROBROMIDE	-0.3673
LINCSCP_16328	BRD-K58070753	-0.3663
LINCSCP_88229	QL47	-0.3661
LINCSCP_15971	KUC104230	-0.3642
LINCSCP_208408	Amiloride	-0.3639
LINCSCP_88104	AZD-5438	-0.3639
LINCSCP_14081	W13	-0.3635
LINCSCP_14486	Flurofamide	-0.3613
LINCSCP_15331	PIK 75	-0.3613
LINCSCP_14802	3-[(3-Hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-(propan-2-yl)-8-azoniabicyclo[3.2.1]octane	-0.3588
LINCSCP_14072	SPBIO_000926	-0.3585
LINCSCP_88140	CHEMBL585951	-0.3582
LINCSCP_16833	SMR000127896	-0.3573
LINCSCP_94122	Targinine	-0.3566
LINCSCP_208622	AC1O8PZP	-0.3559
LINCSCP_14977	Epibatidine	-0.3554
LINCSCP_87902	Trametinib	-0.3544
LINCSCP_16374	SCHEMBL10061624	-0.3538
LINCSCP_16182	Famotidine	-0.3537
LINCSCP_89469	Chloroguanide	-0.3535
LINCSCP_14091	Ketanserin	-0.3531
LINCSCP_89705	Cefdinir	-0.3523
LINCSCP_15618	SU-11652	-0.3522
LINCSCP_95528	Acipimox	-0.3522
LINCSCP_14503	Enrofloxacin	-0.3519
LINCSCP_15913	MLS000717682	-0.3514
LINCSCP_98336	Xaliproden	-0.3505
LINCSCP_95577	Torcetrapib	-0.3498
LINCSCP_93740	Lenvatinib (E7080)	-0.3497
LINCSCP_93782	Gemifloxacin	-0.3495
LINCSCP_15744	MLS000041932	-0.349
LINCSCP_95557	dexamethasone	-0.3488
LINCSCP_14490	NSC95397	-0.3488
LINCSCP_15406	BSPBIO_001592	-0.348
LINCSCP_96695	Ercalcitriol	-0.3471
LINCSCP_14135	Norethynodrel	-0.3469
LINCSCP_14378	Ranolazine	-0.3462
LINCSCP_13974	SPECTRUM_000897	-0.3452
LINCSCP_93726	Atipamezole (hydrochloride)	-0.3452
LINCSCP_95802	Valsartan	-0.3452
LINCSCP_16867	BRD-K62659735	-0.3446
LINCSCP_95807	Tauroursodeoxy cholic acid dihydrate	-0.3444
LINCSCP_16639	PU-H-71	-0.3442
LINCSCP_14901	Doxepin	-0.343
LINCSCP_14496	UNII-U7RWT9J78O	-0.3428
LINCSCP_97665	AC1NSZCT	-0.3428
