signatureid	compound	similarity
LINCSCP_310088	BRD-A35769934	-0.3755
LINCSCP_284226	Xanthoxylin	-0.3744
LINCSCP_160803	HMN-214	-0.3645
LINCSCP_36601	GW-5074	-0.3543
LINCSCP_21086	179324-69-7	-0.3533
LINCSCP_45746	MLS002264466	-0.3525
LINCSCP_35065	BRD-K02242562	-0.3521
LINCSCP_82732	GW620972X	-0.3453
LINCSCP_35328	BRD-K46232974	-0.3451
LINCSCP_133282	Tivantinib	-0.3446
LINCSCP_243310	Cladribine	-0.3391
LINCSCP_249910	Troglitazone	-0.3388
LINCSCP_29686	CI-1040	-0.3365
LINCSCP_4253	MAZ51	-0.3348
LINCSCP_45460	MLS002264453	-0.3339
LINCSCP_45879	SMR000206939	-0.3299
LINCSCP_309988	BRD-K20510412	-0.3295
LINCSCP_151238	Withaferin A	-0.3279
LINCSCP_99612	BX 912	-0.3271
LINCSCP_162781	CP-724714	-0.327
LINCSCP_3540	BRD-K18542345	-0.3269
LINCSCP_133636	GSK-461364	-0.3268
LINCSCP_34184	Fdurd	-0.326
LINCSCP_134199	CC-401	-0.3256
LINCSCP_56975	Kinetin Riboside	-0.3237
LINCSCP_111787	WYE 125132	-0.3236
LINCSCP_155704	KX2-391	-0.323
LINCSCP_166259	PD-0325901	-0.322
LINCSCP_160307	SB743921	-0.3219
LINCSCP_150969	Radicicol	-0.3216
LINCSCP_107057	RO4987655	-0.3216
LINCSCP_35289	BRD-K16934333	-0.3211
