ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
55033	FKBP14	-4.3169	0.0011
5997	RGS2	-2.4496000000000002	0.0056
9552	SPAG7	-1.9141	0.0111
23149	FCHO1	-1.5412	0.0221
873	CBR1	-1.5095	0.0236
10123	ARL4C	-1.4134	0.0255
58472	SQRDL	-1.3749	0.0286
9124	PDLIM1	-1.4304	0.033
960	CD44	-1.2852	0.0337
11188	NISCH	-1.7274	0.0353
23161	SNX13	-1.7323	0.0361
10892	MALT1	-1.2553	0.0366
9143	SYNGR3	-1.2712	0.0367
94239	H2AFV	-1.2301	0.0376
9246	UBE2L6	-1.2046	0.0401
2769	GNA15	-2.7156	0.0401
2263	FGFR2	-2.7856	0.0407
4836	NMT1	-1.1681	0.0421
4232	MEST	-1.3331	0.0442
3682	ITGAE	-1.1521	0.0451
9897	KIAA0196	-1.2335	0.0464
2195	FAT1	-1.1302	0.0485
5792	PTPRF	-1.107	0.0486
4776	NFATC4	-1.853	0.0487
6253	RTN2	-1.114	0.0491
55011	PIH1D1	-1.2435	0.0508
25839	COG4	-1.6809	0.0522
7994	KAT6A	-1.3584	0.0529
9702	CEP57	-1.0748	0.0532
56940	DUSP22	-1.087	0.0532
5986	RFNG	-1.0563	0.0536
5373	PMM2	-1.1896	0.0537
57406	ABHD6	-1.1606	0.0546
23321	TRIM2	-1.2956	0.055
9670	IPO13	-1.1805	0.0577
3206	HOXA10	-1.2426	0.0578
79947	DHDDS	-1.1241	0.0579
4998	ORC1	-1.0096	0.0597
4208	MEF2C	-1.1326	0.0604
8996	NOL3	-0.9926	0.0642
2146	EZH2	-0.9834	0.0643
7015	TERT	-1.1577	0.0697
6275	S100A4	-0.968	0.0698
9854	C2CD2L	-0.9428	0.0702
831	CAST	-0.9254	0.0731
64428	NARFL	-0.9797	0.0748
6050	RNH1	-0.9397	0.0757
25976	TIPARP	-0.921	0.0762
79187	FSD1	-1.1162	0.0764
23077	MYCBP2	-0.9308	0.0765
8835	SOCS2	-1.1303	0.0766
8720	MBTPS1	-0.9016	0.0792
2048	EPHB2	-1.1098	0.0792
11044	PAPD7	-0.9091	0.0805
55893	ZNF395	-1.0175	0.0827
1398	CRK	-0.875	0.083
8446	DUSP11	-0.8744	0.0834
1070	CETN3	-0.93	0.0837
2523	FUT1	-0.9237	0.0846
2353	FOS	-0.95	0.085
10782	ZNF274	-0.8742	0.0859
26064	RAI14	-1.2642	0.0866
2886	GRB7	-0.855	0.0875
1026	CDKN1A	-0.915	0.0891
2131	EXT1	-0.8689	0.0894
388650	FAM69A	-1.1199	0.09
6832	SUPV3L1	-2.2915	0.0915
51375	SNX7	-0.8286	0.0937
9842	PLEKHM1	-0.8276	0.0938
5796	PTPRK	-0.8294	0.0944
7020	TFAP2A	-0.8588	0.0987
81533	ITFG1	-1.0214	0.0988
7077	TIMP2	-0.9204	0.1
23271	CAMSAP2	-1.1751	0.1004
5321	PLA2G4A	-0.8128	0.1007
200734	SPRED2	-3.5128	0.1011
51026	GOLT1B	-5.7504	0.1024
1282	COL4A1	-0.9122	0.1031
6777	STAT5B	-1.0267	0.1043
79174	CRELD2	-0.7896	0.1086
55958	KLHL9	-0.8648	0.11
1861	TOR1A	-0.765	0.1108
58533	SNX6	-0.7723	0.112
9924	PAN2	-0.7624	0.1146
1786	DNMT1	-0.9959	0.1161
4931	NVL	-0.9512	0.1185
26136	TES	-4.7235	0.122
4851	NOTCH1	-0.7925	0.1224
230	ALDOC	-0.856	0.1238
5909	RAP1GAP	-0.9004	0.1247
8900	CCNA1	-0.8276	0.1255
847	CAT	-1.2708	0.1291
4780	NFE2L2	-0.9544	0.1293
7158	TP53BP1	-0.8129	0.13
23029	RBM34	-0.7165	0.1326
3486	IGFBP3	-1.82	0.1363
7165	TPD52L2	-0.6886	0.137
5607	MAP2K5	-0.7754	0.141
9641	IKBKE	-0.8866	0.1452
7016	TESK1	-1.2745	0.1453
9813	EFCAB14	-0.8488	0.146
6499	SKIV2L	-0.6644	0.1471
79094	CHAC1	-0.7086	0.1503
2946	GSTM2	-0.7311	0.1548
533	ATP6V0B	-0.6463	0.1549
8884	SLC5A6	-1.3143	0.1566
22905	EPN2	-0.6732	0.1578
949	SCARB1	-0.9538	0.1588
124583	CANT1	-0.637	0.1594
