Name_GeneSymbol	Value_LogDiffExp
TICAM1	1.2836
HN1L	1.0565
G3BP1	0.958
PLA2G15	0.8702
VDAC1	0.8733
TNIP1	0.8937
OXCT1	1.085
CNDP2	0.8715
ALDOA	0.9844
RAB4A	1.2757
CLTB	0.8819
RELB	0.8977
ADH5	1.2695
NET1	0.9669
EPHB2	0.9026
PHKG2	0.8926
ABCB6	0.9512
ADO	1.1019
TLE1	0.9764
SFN	0.9523
CDK19	1.3571
EFCAB14	0.9645
KIAA0100	1.2705
FOXO3	0.9236
SLC5A6	1.2333
PRR7	1.2828
NUDCD3	0.8832
VGLL4	2.0529
LRRC16A	1.1214
BTK	1.083
RPS5	1.0165
BLMH	1.1151
NOS3	1.0301
UBE3B	1.9835
YTHDF1	1.0955
ABHD4	0.9003
CFLAR	0.9591
PTGS2	4.1701
MSRA	0.8702
FKBP14	1.1317
ZNF586	2.9199
VAV3	2.8469
RFX5	1.4056
SATB1	2.4049
ADGRE5	2.151
LAMA3	2.7157
HES1	2.7847
RAP1GAP	1.9858
MAP4K4	1.1452
MCOLN1	1.2168
RBKS	1.765
INPP4B	2.2778
PIGB	0.966
FOXJ3	1.4804
PAK1	1.7684
WDR7	1.1798
SCYL3	1.0725
NARFL	1.5444
