similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	time	signatureid	cellline
1	0	109	Chloroquine	LSM-1901	NA	10uM	24h	LINCSCP_127150	HT29
-0.8132	6.5935e-27	109	Tazarotene	LSM-45376	RARA|RARB|RARG	10uM	24h	LINCSCP_174755	YAPC
0.8122	8.5536e-27	109	Primaquine	LSM-1649	NA	1.11uM	24h	LINCSCP_94344	HA1E
0.81	1.4893e-26	109	Mesoridazine	LSM-1329	DRD2|HTR2A	10uM	6h	LINCSCP_207758	H1299
0.8032	8.1585e-26	109	Imipramine	LSM-2852	CHRM2|SLC6A2|SLC6A4	3.33uM	24h	LINCSCP_105526	HELA
0.8012	1.3139e-25	109	LDN 193189	LSM-1115	ACVR1|BMPR1A	10uM	6h	LINCSCP_12265	BT20
0.7961	4.3779e-25	109	Alpelisib	LSM-4256	PIK3CA	10uM	24h	LINCSCP_111475	HEPG2
0.7947	6.1367e-25	109	BRD-K57200229-001-01-6	LSM-6809	NA	10uM	24h	LINCSCP_41059	NEU
0.7882	2.6752e-24	109	CHEMBL1222381	LSM-6252	NA	80uM	6h	LINCSCP_21216	HCT116
-0.7847	5.7757e-24	109	Tazarotene	LSM-45376	RARA|RARB|RARG	0.37uM	24h	LINCSCP_174758	YAPC
0.7826	9.2303e-24	109	GW-5074	LSM-42779	RAF1	0.04uM	24h	LINCSCP_152256	PC3
-0.7799	1.6544e-23	109	Palovarotene	LSM-45512	RARG	1.11uM	24h	LINCSCP_173671	YAPC
-0.7768	3.2073e-23	109	Tazarotene	LSM-45376	RARA|RARB|RARG	0.12uM	24h	LINCSCP_174759	YAPC
0.7755	4.1863e-23	109	BRD-K61764820	LSM-12172	NA	5uM	24h	LINCSCP_247626	MCF7
0.7749	4.7506e-23	109	BRD-K96543798-001-02-1	LSM-14350	NA	5uM	24h	LINCSCP_3445	A375
0.7729	7.1709e-23	109	EMD-1214063	LSM-45557	MET	3.33uM	24h	LINCSCP_98979	HA1E
0.7718	9.0451e-23	109	Mebendazole	LSM-3749	NA	10uM	6h	LINCSCP_193507	A549
0.761	7.7699e-22	109	Darifenacin	LSM-5995	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	10uM	24h	LINCSCP_80412	A375
0.7551	2.4184e-21	109	Trichostatin	LSM-43005	HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8	0.1uM	24h	LINCSCP_201164	A549
0.7521	4.2772e-21	109	BRD-K83871946	LSM-41855	NA	5uM	24h	LINCSCP_48403	PC3
0.7503	6.009e-21	109	Trimebutine	LSM-5182	OPRD1|OPRK1|OPRM1	3.33uM	24h	LINCSCP_80299	A375
-0.747	1.0864e-20	109	Tazarotene	LSM-45376	RARA|RARB|RARG	3.33uM	24h	LINCSCP_174756	YAPC
0.745	1.5769e-20	109	BRD-K30126976	LSM-38915	NA	10uM	24h	LINCSCP_258946	NEU
-0.7447	1.6672e-20	109	Tazarotene	LSM-45376	RARA|RARB|RARG	1.11uM	24h	LINCSCP_174757	YAPC
0.7445	1.7272e-20	109	BRD-K76779710	LSM-41464	NA	5uM	24h	LINCSCP_276558	PC3
