Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
S100A13	-14.14028931673235	1.8124402578290662e-12
TCERG1	-13.178531457754644	8.491959169978583e-11
PPP1R13B	-13.034410422082379	6.977653819049258e-11
SLC25A4	-12.98362723841412	8.409565899134785e-13
RNMT	-12.945352910249625	1.074225735959731e-6
TBX2	-12.840129334616568	1.1429513786395658e-4
GATA2	-12.773218228444506	8.21014638812457e-8
C2CD2	-12.742456729228905	3.980567810452847e-10
NT5DC2	-12.67046657325188	6.267462204349186e-6
ZNF451	-12.662461356254019	9.904556538871756e-8
PLEKHM1	-12.640746325585049	1.817847379108526e-6
SKIV2L	-12.473682931775855	1.2427349799081684e-9
NFATC4	-12.472481806086002	6.483488066751437e-6
CD320	-12.471582791126707	3.3932020961877714e-5
DYRK3	-12.294099053447171	1.0557907209214032e-4
FUT1	-12.265513241691295	6.144283726949295e-7
SNX11	-12.242345830697928	2.9597257101530096e-10
STUB1	-12.057890450856993	6.670586491102359e-5
PAN2	-12.04821850897803	1.0129760127347999e-9
DHX29	-12.036808468108847	4.4840447772699557e-7
STAP2	-11.914318488170835	2.3699533620776e-4
RAB4A	-11.784546859753538	3.7350987292260705e-6
DHDDS	-11.725750154901089	3.7909919783416105e-9
GSTM2	-11.711546964954882	0.0010563668608915948
DDB2	-11.651331854059428	5.3764234982282e-7
SLC35F2	-11.582525663234728	3.4010567042945083e-6
GRB7	-11.402158869771629	0.009563183141822872
ABHD6	-11.3984265871135	0.0012177276572472922
TBP	-11.361346851810223	7.655559443343135e-8
EED	-11.337023574028017	4.116648776486905e-6
CHMP6	-11.315055183726	7.202845451567776e-6
ST6GALNAC2	-11.304890332677259	1.9040917912490358e-4
PACSIN3	-11.277200946252572	2.1143885505643334e-6
LAGE3	-11.270123255412479	1.2856465395426468e-5
NPRL2	-11.264225527640066	3.3405501327114617e-6
ETV1	-11.2574783023256	7.71530016010706e-4
MAPKAPK5	-11.22191411928059	2.2848411027336122e-7
PIK3R4	-11.215563904572523	2.4379022441729227e-7
HOXA5	-11.209918925944681	2.2771855158781938e-4
PARP2	-11.201159374712608	4.369327833675592e-6
ENOSF1	-11.121807577912382	4.848137904335932e-7
ZNF318	-11.116327913014397	1.3753796269357945e-5
OXCT1	-11.05807870006919	2.0196389422095218e-6
GDPD5	-11.038415016510188	1.504574685185407e-5
TIAM1	-11.03481294427118	1.5758690039627095e-4
GNB5	-11.004858013368407	4.0392593052560486e-5
ZNF589	-10.98788980334365	5.987379801130796e-6
HOOK2	-10.983598789044786	3.727907018877647e-6
COG7	-10.975571817853185	5.385850165804256e-6
