ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
1062	CENPE	1.424739016	3.69e-68
10051	SMC4	1.106151066	5.06e-57
652	BMP4	-1.231061903	5.09e-57
9928	KIF14	1.087711951	5.97e-42
6347	CCL2	-0.820630505	1.3e-33
7153	TOP2A	0.765894283	1.79e-30
3162	HMOX1	-0.637026447	6.17e-28
1465	CSRP1	-0.488132329	8.65e-27
672	BRCA1	0.827143098	1.34e-24
11073	TOPBP1	0.528086727	8.36e-24
7466	WFS1	-0.505324893	9.05e-23
23224	SYNE2	0.801458718	8.94e-22
1891	ECH1	-0.536550231	2.22e-20
1052	CEBPD	-0.930460524	9.76e-20
5921	RASA1	0.43820247	2.48e-19
7398	USP1	0.567844426	5.87e-19
8878	SQSTM1	-0.474380937	9.23e-19
11230	PRAF2	-0.508321181	1.85e-18
10973	ASCC3	0.463129719	4.94e-18
2548	GAA	-0.491308837	1.76e-17
2113	ETS1	0.3217376	2.21e-17
226	ALDOA	-0.752755704	2.67e-17
1509	CTSD	-0.411070371	7.91e-17
983	CDK1	0.785338182	9.01e-17
1026	CDKN1A	-0.486372444	2.01e-16
2109	ETFB	-0.573036335	4.84e-16
51282	SCAND1	-0.70842821	6.01e-16
5236	PGM1	-0.410791404	1.32e-15
8870	IER3	-0.405385866	1.75e-15
63874	ABHD4	-0.487376275	3.81e-15
8508	NIPSNAP1	-0.352729922	4.67e-15
8826	IQGAP1	0.347567522	8.94e-15
23244	PDS5A	0.479959332	1.11e-14
3486	IGFBP3	-0.518373168	3.3e-14
2597	GAPDH	-0.449257636	3.65e-14
128	ADH5	-0.316929426	7.06e-14
54541	DDIT4	-0.784236572	1.2e-13
9246	UBE2L6	-0.505720011	1.66e-13
9738	CCP110	0.680165685	1.86e-13
5108	PCM1	0.60278298	2.08e-13
9491	PSMF1	-0.312553655	2.7e-13
10398	MYL9	-0.440542689	3.5e-13
329	BIRC2	0.587119274	3.54e-13
8520	HAT1	0.518036426	3.89e-13
2274	FHL2	-0.410589625	4.94e-13
2264	FGFR4	-1.182598648	4.99e-13
1277	COL1A1	-0.376201947	9.14e-13
22809	ATF5	-0.394292428	1.08e-12
2958	GTF2A2	-0.399237434	1.11e-12
54505	DHX29	0.453823809	1.34e-12
9833	MELK	0.475289381	1.87e-12
3895	KTN1	0.747159428	2e-12
1153	CIRBP	-0.289548684	2.68e-12
23161	SNX13	0.603690093	2.84e-12
3108	HLA-DMA	-0.729125795	2.88e-12
23077	MYCBP2	0.419772868	3.07e-12
6919	TCEA2	-0.548538729	3.17e-12
2534	FYN	-0.419909111	3.87e-12
50813	COPS7A	-0.311231942	4.09e-12
5831	PYCR1	-0.400894796	4.65e-12
1983	EIF5	0.329541143	6.33e-12
9126	SMC3	0.727793966	6.53e-12
2771	GNAI2	-0.320418717	8.67e-12
5096	PCCB	-0.357929675	1.09e-11
56654	NPDC1	-0.501114895	1.33e-11
230	ALDOC	-0.504209552	1.67e-11
2908	NR3C1	0.425185298	2.17e-11
23325	WASHC4	0.800309997	2.5e-11
10892	MALT1	0.411103547	2.56e-11
4043	LRPAP1	-0.3464477	2.57e-11
2896	GRN	-0.365897628	3.3e-11
1829	DSG2	0.333805156	3.96e-11
7376	NR1H2	-0.511384752	4.59e-11
5211	PFKL	-0.387131323	5.47e-11
4125	MAN2B1	-0.346330417	5.6e-11
9134	CCNE2	0.685123156	7.95e-11
51024	FIS1	-0.408682568	8.32e-11
572	BAD	-0.498125856	8.71e-11
7082	TJP1	0.295211176	9.29e-11
7358	UGDH	0.335567678	1.21e-10
58472	SQOR	-0.8736634	1.42e-10
55893	ZNF395	-0.415849689	1.62e-10
27095	TRAPPC3	-0.328556357	2.08e-10
51293	CD320	-0.349410618	2.74e-10
9261	MAPKAPK2	-0.29904617	3.12e-10
