signatureid	compound	similarity
LINCSCP_37872	Fedratinib	0.7933
LINCSCP_37264	Vorinostat	0.7117
LINCSCP_134001	SCHEMBL16980224	0.6502
LINCSCP_7302	H89	0.6376
LINCSCP_37215	LRRK2-IN-1	0.6219
LINCSCP_38221	BI-2536	0.6208
LINCSCP_133254	CHEMBL1673039	0.6094
LINCSCP_8615	BRD-K20197338	0.609
LINCSCP_32598	XMD-1185H	0.6005
LINCSCP_32591	XMD-16144	0.5988
LINCSCP_190078	Sertraline	0.5943
LINCSCP_7328	T 98475	0.5898
LINCSCP_6223	PCL2_000057	0.5832
LINCSCP_31934	NINDS_000152	0.5826
LINCSCP_205695	TW 37	0.5802
LINCSCP_5704	(R,S)-Indatraline	0.5749
LINCSCP_240297	GSK-1070916	0.5689
LINCSCP_133969	XMD 8-92	0.5644
LINCSCP_7305	Zuclomiphene	0.5614
LINCSCP_36264	Scriptaid	0.5601
LINCSCP_21250	CHEMBL179288	0.5582
LINCSCP_201107	Thioridazine	0.5564
LINCSCP_190095	Trifluoperazine	0.5546
LINCSCP_57838	SCHEMBL2557158	0.5523
LINCSCP_35827	Trichostatin	0.5513
LINCSCP_39426	Canertinib	0.5511
LINCSCP_36928	CHEMBL2136735	0.5506
LINCSCP_171238	Ketoconazole	0.5504
LINCSCP_7351	Chlorpromazine	0.5488
LINCSCP_6918	PHA-665752	0.546
LINCSCP_53638	Perhexiline	0.5458
LINCSCP_5371	5-Nonyloxytryptamine	0.5444
LINCSCP_31897	FPA1_000218	0.5443
LINCSCP_132109	apigenin	0.5388
LINCSCP_7256	Niguldipine	0.5372
LINCSCP_38126	3,6-Dimethyl-9-[6-(oxiran-2-yl)-6-oxohexyl]decahydropyrrolo[1,2-a][1,4,7,10]tetraazacyclododecine-1,4,7,10-tetrone	0.5358
LINCSCP_171662	Loperamide	0.535
LINCSCP_31915	ALD1-H_001208	0.5341
LINCSCP_7290	Fentanyl Isothiocyanate	0.5306
LINCSCP_9373	SMR000075319	0.5294
LINCSCP_7279	GR-127935	0.5287
LINCSCP_33003	WAY-170523	0.5266
LINCSCP_4916	MLS000095184	0.5247
LINCSCP_8997	BRD-K08251038	0.5247
LINCSCP_9075	BRD-K74461819	0.5231
LINCSCP_173435	Dilazep	0.522
LINCSCP_6856	CGP71683A	0.5214
LINCSCP_133873	Belinostat	0.5199
LINCSCP_8981	BRD-K96396151	0.519
LINCSCP_9028	BRD-K41335306	0.5183
LINCSCP_174384	Sertraline HCl	0.518
LINCSCP_32195	BRD-K55612480	0.5166
LINCSCP_15633	MK-2206	0.5126
LINCSCP_171453	Dabigatran Etexilate	0.5107
LINCSCP_190370	CHEMDIV1_016684	0.5078
LINCSCP_238749	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	0.5076
LINCSCP_112281	KU-55933	0.5068
LINCSCP_48439	BRD-K41700431	0.5067
LINCSCP_9148	Quinacrine	0.5064
LINCSCP_7274	Mibefradil	0.5057
LINCSCP_161708	AVL-292	0.5046
LINCSCP_6149	Obatoclax	0.5039
LINCSCP_132893	rifampicin	0.503
LINCSCP_7289	NCGC00025073-01	0.5029
LINCSCP_172121	Varlitinib	0.502
LINCSCP_30334	Methylpromazine	0.5019
LINCSCP_6517	Bosutinib	0.5016
LINCSCP_175880	Thiothixene	0.501
LINCSCP_174041	METERGOLINE	0.5009
LINCSCP_5410	Cis-N,N-Dimethyl-9-(3-(1-Piperazinyl)Propylidene)Thioxanthene-2-Sulfonamide	0.5007
LINCSCP_174815	Fluspirilene	0.5005
LINCSCP_133721	Ricolinostat	0.5
LINCSCP_6831	Perphenazine	0.4998
LINCSCP_9088	CHEMBL2358276	0.4983
LINCSCP_238374	Fluphenazine	0.4982
LINCSCP_21216	CHEMBL1222381	0.4978
LINCSCP_31914	AC1LEEJB	0.4973
LINCSCP_8976	BRD-K92543914	0.4918
LINCSCP_4885	SMR000043984	0.4914
LINCSCP_167198	Methixene	0.4911
LINCSCP_123965	Haloperidol	0.4907
LINCSCP_5774	Isoquercetin	0.4901
LINCSCP_48539	BRD-K49477330	0.4882
LINCSCP_7753	BRN 1549781	0.4866
LINCSCP_265050	Pimozide	0.4866
LINCSCP_6741	Terfenadine	0.4865
LINCSCP_32002	2002-H20	0.4863
LINCSCP_6097	AC1OAV9H	0.4851
LINCSCP_31880	MAYBRIDGE4_001964	0.4846
LINCSCP_7286	IKK Inhibitor VII	0.4832
LINCSCP_6157	BRD-K19181733	0.4831
LINCSCP_172198	Triflupromazine	0.483
LINCSCP_173993	Falnidamol	0.4813
LINCSCP_32237	CHEMBL3185054	0.4808
LINCSCP_8955	SA-1921456	0.4804
LINCSCP_44730	E6 Berbamine	0.4798
LINCSCP_32625	SCHEMBL618594	0.4795
LINCSCP_190012	Paroxetine	0.4791
LINCSCP_155516	Fingolimod (FTY720) HCl	0.4785
LINCSCP_39419	YM 201636	0.4783
LINCSCP_4224	GR-103691	0.4779
LINCSCP_4187	4-Hydroxytamoxifen	0.4769
LINCSCP_81430	Saracatinib	0.4768
LINCSCP_9065	BRD-K63423329	0.4762
LINCSCP_37935	CHEMBL2359857	0.4735
LINCSCP_56475	Trimipramine	0.4729
LINCSCP_81544	PD-173074	0.4726
LINCSCP_176329	Dihydroergocristine	0.4724
LINCSCP_1413	VU0413247-1	0.4724
LINCSCP_5038	MLS000682490	0.472
LINCSCP_32536	BRD-K75081836	0.4716
LINCSCP_6102	SCHEMBL2608041	0.4712
LINCSCP_174473	EVP-6124 (hydrochloride)	0.4711
LINCSCP_82264	BIX01294	0.4708
LINCSCP_7268	Amoxapine	0.4701
LINCSCP_6526	WZ-4-145	0.4698
LINCSCP_174545	SPECTRUM_000011	0.4676
LINCSCP_58531	CID 6167421	0.4675
LINCSCP_33126	RS504393	0.4674
LINCSCP_37656	CHEMBL2135770	0.4666
LINCSCP_175490	Nortriptyline	0.4654
LINCSCP_31881	AC1LP9YB	0.4648
LINCSCP_37867	CHEMBL2133926	0.4634
LINCSCP_18276	Iodophenpropit	0.4627
LINCSCP_33040	BRD-A10420615-001-02-8	0.4625
LINCSCP_32157	BROAD-SAI-071	0.4617
LINCSCP_9103	CHEMBL2360586	0.4615
LINCSCP_37931	CHEMBL2360506	0.4605
LINCSCP_9653	CYTO7H11	0.4601
LINCSCP_57542	CHEMBL1719929	0.4601
LINCSCP_5978	AC1O9ZP5	0.4583
LINCSCP_37495	SA-1458163	0.4578
LINCSCP_13115	Bafilomycin A1	0.4577
LINCSCP_4218	SCHEMBL2394914	0.4555
LINCSCP_159656	Cediranib	0.454
LINCSCP_58360	BRD-K32485462	0.454
LINCSCP_239013	Repaglinide	0.4537
LINCSCP_176323	Netupitant	0.4536
LINCSCP_33056	AC1L99UL	0.4531
LINCSCP_108965	Masitinib	0.4531
LINCSCP_32761	ZINC01037382	0.4519
LINCSCP_124954	Tetracaine	0.4516
LINCSCP_6023	CHEMBL2130568	0.4514
LINCSCP_14160	KN93	0.4513
LINCSCP_8994	BRD-K06816133	0.4512
LINCSCP_6193	Afatinib	0.451
LINCSCP_16928	AC1NQXBX	0.451
LINCSCP_32287	MEGXM0_000433	0.4509
LINCSCP_32655	Everolimus	0.45
LINCSCP_26118	CHEMBL607856	0.45
LINCSCP_33869	CHEMBL2134189	0.4494
LINCSCP_58346	BAS 00535043	0.4493
LINCSCP_38921	AKT Inhibitor VIII	0.4493
LINCSCP_32810	Amlodipine	0.4491
LINCSCP_188939	CID 46937231	0.4489
LINCSCP_31879	Givinostat	0.4486
