signatureid	compound	similarity
LINCSCP_97726	114798-26-4	1
LINCSCP_96615	Loratadine	0.5647
LINCSCP_95299	Cilostazol	0.5466
LINCSCP_96646	Rosuvastatin	0.4808
LINCSCP_98422	Clinofibrate	0.4757
LINCSCP_97573	SPECTRUM1505012	0.4638
LINCSCP_97557	Diazoxide	0.459
LINCSCP_97399	Rimcazole	0.4573
LINCSCP_97083	Tacalcitol	0.444
LINCSCP_97213	MK-2206	0.4289
LINCSCP_98733	Diosmin	0.4282
LINCSCP_94686	TAK-242	0.4239
LINCSCP_97289	Azelastine	0.4159
LINCSCP_94668	Gliclazide	0.4139
LINCSCP_98014	CL-976	0.4135
LINCSCP_95225	RO4987655	0.4132
LINCSCP_94662	Emtricitabine	0.408
LINCSCP_94958	Manumycin-A	0.407
LINCSCP_97769	NVP DPP 728 dihydrochloride	0.4046
LINCSCP_97687	Rizatriptan	0.4032
LINCSCP_97067	PF-04217903	0.4015
LINCSCP_211755	KU-55933	0.3909
LINCSCP_96789	Sulbactam	0.3868
LINCSCP_97746	Tazarotene	0.3841
LINCSCP_96581	MEK162 (ARRY-162, ARRY-438162)	0.3812
LINCSCP_94086	Chlorprothixene	0.3677
LINCSCP_97003	181144-66-1	0.3663
LINCSCP_96975	Trazodone	0.3554
LINCSCP_95410	AVN-944	0.3536
LINCSCP_97662	AC1NSZCT	0.3502
LINCSCP_94562	ICI 192,605	0.3496
LINCSCP_15207	Blebbistatin	0.3491
LINCSCP_94411	MK-2461	0.3478
LINCSCP_97157	Semagacestat (LY450139)	0.3473
LINCSCP_95317	CI-966	0.3453
LINCSCP_94431	Selumetinib	0.3437
LINCSCP_90499	KPT-330	0.3389
LINCSCP_97143	SGI-1776	0.3386
LINCSCP_97598	Doramapimod	0.3381
LINCSCP_94483	Enalapril	0.3379
LINCSCP_88932	AZ20	0.3378
LINCSCP_97019	GDC-0068	0.3358
LINCSCP_98071	AZD2014	0.3325
LINCSCP_98148	TIBOLONE	0.3312
LINCSCP_90631	TIC10	0.3274
LINCSCP_211909	BRD-K25608435	0.3261
LINCSCP_94184	Cariprazine	0.3228
LINCSCP_97009	Birinapant	0.3226
LINCSCP_97310	Flumatinib (mesylate)	0.3214
LINCSCP_97726	114798-26-4	1
LINCSCP_14532	Nefopam	0.4861
LINCSCP_95343	MOXIDECTIN	0.4401
LINCSCP_211307	Lamotrigine	0.4361
LINCSCP_89214	CHIR-265	0.4169
LINCSCP_89118	BAY 61-3606	0.4099
LINCSCP_88419	PCI-32765	0.4074
LINCSCP_88599	AT 7867	0.4009
LINCSCP_98787	PH-797804	0.3975
LINCSCP_89191	GSK 1059615	0.3899
LINCSCP_94344	Primaquine	0.3716
LINCSCP_97538	SPECTRUM_000011	0.3702
LINCSCP_94858	K-115	0.3682
LINCSCP_88305	SB-216763	0.3673
LINCSCP_96318	Vicriviroc	0.3657
LINCSCP_95331	paroxetine	0.362
LINCSCP_88356	OSI-930	0.3605
LINCSCP_97751	STK-674938	0.3567
LINCSCP_88590	Idelalisib	0.356
LINCSCP_16082	BRD-K95561591	0.3524
LINCSCP_97217	Avasimibe	0.3502
LINCSCP_94941	Azacitidine	0.3486
LINCSCP_97343	Ibrutinib (PCI-32765)	0.3481
LINCSCP_98842	Melatonin	0.3473
LINCSCP_93090	UK 383367	0.3455
LINCSCP_98821	Amiloride	0.3453
LINCSCP_211122	Valdecoxib	0.3356
LINCSCP_87890	Momelotinib	0.3325
LINCSCP_97199	Nafronyl	0.3305
LINCSCP_97845	Leflunomide	0.3252
LINCSCP_88329	Cabozantinib	0.3246
LINCSCP_14534	Ketoprofen	0.3244
LINCSCP_15202	AC1MSUFC	0.3233
LINCSCP_98091	Pazopanib	0.3231
LINCSCP_89271	GW620972X	0.3223
LINCSCP_95517	Orlistat	0.3218
