Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
ADH5	0.5000141491821509	0.18571625666470548
SQSTM1	0.5013033190396888	0.09840708983537991
S100A13	0.5028735549968063	0.40640540148943494
HAT1	0.5065153179774919	0.22906467241350387
FAM20B	0.5076459561907785	0.1851916161389839
MRPS2	0.5107017774857919	0.14362837411143867
CHMP6	0.514272096999747	0.18060244692253966
PTPRF	0.51678389559827	0.271311723779887
IFNAR1	0.5195904652023787	0.16012126238468571
PAK1	0.520590585434983	0.17316119408358296
PECR	0.5302173300395819	0.19107085162585635
PTPN6	0.5307136804389398	0.15849828207534603
CDK4	0.531079769010203	0.24194974456391374
POLE2	0.5314403067168876	0.3676810938067815
DNM1L	0.5336413523311522	0.27655430821688626
TXNDC9	0.5361452982051997	0.09109638042663355
LRRC41	0.5373257243623601	0.09999423493017634
DLD	0.5449912590328101	0.14957099287525197
COASY	0.5452003902371149	0.043869948317401826
HSPA4	0.5458548655659454	0.10772322846802665
GET1	0.5501098190914385	0.2178667294251326
CNPY3	0.5516540973979627	0.09015814977852235
CCL2	0.5524645388571324	0.49449171427358873
TNFRSF21	0.5553700986659266	0.5907429483018076
ERO1A	0.5575787811764379	0.09078316140983884
STXBP2	0.557913890759307	0.16873402667652343
RSU1	0.5613175140110247	0.1436530755511992
CDKN2A	0.5645683702107219	0.34198364866495323
MAT2A	0.5669135551378011	0.04810036953988604
RALA	0.5678112451399495	0.28748465916588317
ZW10	0.56955115885947	0.16687540231704753
PSMG1	0.5773745960067266	0.0444774212280429
TICAM1	0.5778916482687122	0.052014430778460546
TPM1	0.5822385930297714	0.3760776113481218
CD58	0.5836750302711061	0.1738808560134966
IKBKE	0.5859954933019895	0.10318330755199058
PLSCR3	0.5928041185159977	0.2430070735169733
NCOA3	0.5929891463191388	0.18723956160415187
PXMP2	0.599077325389845	0.24924680536957683
VAV3	0.6062424748959178	0.1378368417807155
CAST	0.6063314736474658	0.029761239908800696
ATG3	0.6068442469299515	0.044513409890655574
ABHD4	0.6125499928194998	0.24295064860088422
TRAK2	0.6150886855388179	0.10051419491856714
PRPF4	0.6162149995750218	0.13449730539104102
MYCBP	0.6201457640761638	0.15446509751800724
GNAI1	0.621379512516491	0.2250138922447857
