similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	time	signatureid	cellline
1	0	174	Ruxolitinib	LSM-1139	JAK1|JAK2|TYK2	10uM	6h	LINCSCP_16666	HA1E
0.5522	2.8104e-15	174	AC1MD3YP	LSM-1801	EIF2S1	10uM	24h	LINCSCP_25245	HT29
0.5204	1.8419e-13	174	BRD-K07907451	LSM-37697	NA	5uM	6h	LINCSCP_59951	VCAP
0.5196	2.0347e-13	174	Crizotinib	LSM-1027	ALK|MET	10uM	6h	LINCSCP_16707	HA1E
0.5084	7.9473e-13	174	CHEMBL57427	LSM-2840	NA	10uM	6h	LINCSCP_214578	HCC515
0.491	6.0253e-12	174	AF 1312TS	LSM-3503	NA	10uM	6h	LINCSCP_210688	HA1E
0.4864	1.0139e-11	174	Tazarotene	LSM-45376	RARA|RARB|RARG	0.37uM	24h	LINCSCP_79412	A375
0.4809	1.8676e-11	174	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	LSM-42815	HSP90AA1	10uM	24h	LINCSCP_68854	VCAP
0.4807	1.9095e-11	174	Ruxolitinib	LSM-1139	JAK1|JAK2|TYK2	10uM	6h	LINCSCP_16665	HA1E
0.4745	3.7218e-11	174	Ruxolitinib	LSM-1139	JAK1|JAK2|TYK2	10uM	6h	LINCSCP_26669	HT29
0.4688	6.8257e-11	174	CHEMBL1552755	LSM-1942	NA	10uM	24h	LINCSCP_268065	PC3
0.4687	6.9338e-11	174	MLS002473918	LSM-6112	NA	10uM	24h	LINCSCP_47315	PC3
0.4661	9.1271e-11	174	GSK-1904529A	LSM-1134	IGF1R|INSR	10uM	6h	LINCSCP_46549	PC3
0.4653	9.8787e-11	174	PF-562271	LSM-1072	PTK2|PTK2B	1.11uM	24h	LINCSCP_81480	A549
0.4617	1.4346e-10	174	BRD-K36716113	LSM-39279	NA	5uM	24h	LINCSCP_3340	A375
0.4592	1.8496e-10	174	Olopatadine	LSM-43199	HRH1	10uM	6h	LINCSCP_20020	HCC515
0.4566	2.4084e-10	174	AC55649	LSM-6290	RARA|RARB	10uM	6h	LINCSCP_21786	HEPG2
0.4531	3.4411e-10	174	Idelalisib	LSM-1205	PIK3CD|PIK3CG	0.04uM	24h	LINCSCP_105980	HELA
0.4524	3.6988e-10	174	Evodiamine	LSM-6483	TRPV1	10uM	6h	LINCSCP_222964	HT115
0.4521	3.8047e-10	174	SB-216763	LSM-1161	GSK3B	10uM	6h	LINCSCP_223076	HT115
0.4496	4.8884e-10	174	3,5-Bis(4-methylbenzylidene)piperidin-4-one	LSM-42949	SENP2|USP1|USP2|USP7	10uM	6h	LINCSCP_53497	SKMEL28
0.448	5.6965e-10	174	AP26113	LSM-45408	NA	0.12uM	24h	LINCSCP_105829	HELA
0.4459	7.0114e-10	174	GP 1A	LSM-3458	CNR2	10uM	6h	LINCSCP_18718	HCC515
0.4454	7.3243e-10	174	Omeprazole	LSM-1651	ATP4A|ATP4B	10uM	6h	LINCSCP_240812	MCF7
0.4428	9.4719e-10	174	GSK 1059615	LSM-42799	PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.37uM	24h	LINCSCP_99441	HCC515
0.4416	1.0584e-9	174	NUTLIN 3	LSM-4288	MDM2	40uM	6h	LINCSCP_39836	NCIH1694
0.4411	1.1129e-9	174	Indigo Red	LSM-42899	CDK1|CDK5|GSK3A	1.11uM	24h	LINCSCP_118553	HT29
0.4406	1.1756e-9	174	Vemurafenib	LSM-1068	BRAF	10uM	6h	LINCSCP_53811	SNUC4
0.4394	1.3156e-9	174	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	LSM-42815	HSP90AA1	0.1uM	24h	LINCSCP_310727	VCAP
0.4376	1.5583e-9	174	Bisacodyl	LSM-2883	NA	10uM	6h	LINCSCP_33006	MCF7
0.4374	1.5831e-9	174	Tolbutamide	LSM-3907	ABCC8|KCNJ11	10uM	6h	LINCSCP_214650	HCC515
0.4374	1.5842e-9	174	IN1092	LSM-1739	NA	10uM	24h	LINCSCP_11243	ASC
0.4362	1.7869e-9	174	PF477736	LSM-1112	CHEK1	1.11uM	24h	LINCSCP_132050	MCF7
0.4353	1.9456e-9	174	Lestaurtinib	LSM-1231	FLT3|JAK2|NTRK1|NTRK2|NTRK3|RET	3uM	6h	LINCSCP_37543	MCF7
0.4333	2.3546e-9	174	Betaxolol	LSM-1255	ADRB1|ADRB2	10uM	6h	LINCSCP_214410	HCC515
0.4332	2.3606e-9	174	NVP-AUY922	LSM-1162	HSP90AA1|HSP90AB1	0.1uM	24h	LINCSCP_251762	MCF7
0.4331	2.3889e-9	174	Duloxetine	LSM-3591	SLC6A2|SLC6A3|SLC6A4	0.37uM	24h	LINCSCP_160871	PC3
