signatureid	compound	similarity
LINCSCP_34352	Clofilium	-0.8424
LINCSCP_254418	SA-1920080	-0.8379
LINCSCP_34564	GNF-PF-2808	-0.8271
LINCSCP_38211	SA-102042	-0.8266
LINCSCP_30167	Proscillaridin A	-0.8224
LINCSCP_33526	GSK 3BETA Inhibitor VIII	-0.8216
LINCSCP_235944	SCHEMBL3363896	-0.818
LINCSCP_30340	PRESTWICK3_000646	-0.8101
LINCSCP_252072	331771-20-1	-0.8097
LINCSCP_135920	SPARFLOXACIN	-0.802
LINCSCP_244052	Vidarabine	-0.7974
LINCSCP_240677	Prazosin	-0.7948
LINCSCP_252274	SA-96835	-0.7943
LINCSCP_35559	CHEMBL2381524	-0.7885
LINCSCP_34330	Alfuzosin	-0.7841
LINCSCP_38222	BRD-K65465954	-0.7746
LINCSCP_34340	Proglumide	-0.7732
LINCSCP_235901	Dephostatin	-0.7673
LINCSCP_252391	BRN 1087718	-0.764
LINCSCP_254358	SA-1925996	-0.7594
LINCSCP_31490	CHEMBL1436973	-0.7577
LINCSCP_244375	Cilnidipine	-0.7567
LINCSCP_243815	Dequalinium	-0.7547
LINCSCP_135927	BMS-794833	-0.7535
LINCSCP_235860	CGP 57380	-0.749
LINCSCP_252521	BRD-K85102293	-0.7459
LINCSCP_30349	NSC23766	-0.7424
LINCSCP_34397	Zoxazolamine	-0.7408
LINCSCP_38204	SA-1922796	-0.7403
LINCSCP_37434	SA-427543	-0.7368
LINCSCP_34682	Aripiprazole	-0.7362
LINCSCP_38809	BRD-K72490684	-0.7349
LINCSCP_252630	SA-85377	-0.7334
LINCSCP_38159	SA-102607	-0.7324
LINCSCP_38138	SA-1919918	-0.73
LINCSCP_244856	Protriptyline	-0.7299
LINCSCP_34584	DSSTOX_CID_25343	-0.7245
LINCSCP_250416	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	-0.7234
LINCSCP_31071	MLS001065912	-0.7234
LINCSCP_243942	Propidium	-0.721
LINCSCP_35808	Piplartine	-0.7187
LINCSCP_33942	BRD-K89696951	-0.7185
LINCSCP_33923	CHEMBL1979419	-0.7161
LINCSCP_252953	BRD-K84976438	-0.7152
LINCSCP_30308	SPECTRUM_001060	-0.7092
LINCSCP_30230	Salsolinol	-0.7076
LINCSCP_252787	BRD-K95545045	-0.7075
LINCSCP_242444	CHEMBL1966597	-0.7038
LINCSCP_244276	Methimazole	-0.7034
LINCSCP_30157	HMS2093P09	-0.7028
LINCSCP_30360	Pepstatin	-0.7026
LINCSCP_36077	CHEMBL416418	-0.6994
LINCSCP_33883	BRD-K57200229-001-01-6	-0.6956
LINCSCP_34622	Loratadine	-0.69
LINCSCP_34405	Thioguanosine	-0.6877
LINCSCP_30326	SPECTRUM_001088	-0.6875
LINCSCP_34648	Sertaconazole	-0.6874
LINCSCP_38317	SA-101841	-0.6874
LINCSCP_134506	BAY 57-1293	-0.6868
LINCSCP_31392	KUC104219	-0.6855
LINCSCP_38150	SA-424534	-0.6835
LINCSCP_36520	PHA-793887	-0.6792
LINCSCP_252924	SA-1458610	-0.679
LINCSCP_244059	Phenazopyridine	-0.6777
LINCSCP_30226	Desacetoxymatricarin	-0.6765
LINCSCP_37148	CHEMBL2357852	-0.6751
LINCSCP_37321	SA-90471	-0.673
LINCSCP_38303	SA-1457458	-0.6717
LINCSCP_33080	Linolenic acid	-0.6709
LINCSCP_254602	SCHEMBL17497612	-0.6705
LINCSCP_253052	SA-1459167	-0.6676
LINCSCP_30347	SPECTRUM_000819	-0.667
LINCSCP_37479	BRD-K68765796-001-01-8	-0.6669
LINCSCP_241184	Ricinine	-0.6664
LINCSCP_252503	SA-96816	-0.6663
LINCSCP_36557	OSI-027	-0.6656
LINCSCP_134082	Aurora A Inhibitor I	-0.6647
LINCSCP_238261	BDBM43201	-0.6622
LINCSCP_37140	SA-427604	-0.6607
LINCSCP_35442	Broad-Sai-609	-0.6594
LINCSCP_34613	BRD-K71451869-001-01-2	-0.6592
LINCSCP_34660	BRD-K30618791-001-01-9	-0.6589
LINCSCP_31131	CHEMBL1531854	-0.6571
LINCSCP_33915	BRD-K74271701	-0.656
LINCSCP_38048	BRD-K38760240	-0.6548
LINCSCP_38420	Curcumin	-0.6543
LINCSCP_32893	Glimepiride	-0.6534
LINCSCP_31367	SMR000031368	-0.6521
LINCSCP_254398	ZINC02419385	-0.6515
LINCSCP_37645	Nocodazole	-0.6505
LINCSCP_253146	BRD-K68749296	-0.6497
LINCSCP_30357	FGIN1-27	-0.6459
LINCSCP_32980	SPECTRUM2_001084	-0.6456
LINCSCP_36442	AS601245	-0.6453
LINCSCP_250930	Tretinoin	-0.6449
LINCSCP_37441	Lestaurtinib	-0.643
LINCSCP_134879	BRD-K00544996	-0.6417
LINCSCP_31482	CHEMBL2057941	-0.6416
LINCSCP_135578	TAZOBACTAM	-0.6407
LINCSCP_33832	1-{1-[4-(Morpholine-4-sulfonyl)-phenyl]-piperidin-4-ylmethyl}-3-o-tolyl-urea	-0.6398
LINCSCP_31348	TAN-67	-0.6397
LINCSCP_34494	ZINC03977976	-0.6377
LINCSCP_244476	Clioquinol	-0.6356
LINCSCP_252380	SA-97110	-0.635
LINCSCP_37278	SCHEMBL10583556	-0.6348
LINCSCP_33201	Riluzole	-0.6342
LINCSCP_238562	Cyproheptadine	-0.6336
LINCSCP_37841	AC1NUE3V	-0.6308
LINCSCP_38828	BRD-K39597586	-0.6303
LINCSCP_134529	Aminoglutethimide	-0.628
LINCSCP_32762	Elliptecine	-0.6277
LINCSCP_238589	MLS002703076	-0.6273
LINCSCP_134522	1-(1,3-Benzodioxol-5-ylcarbonyl)piperidine	-0.6269
LINCSCP_251201	NU1025	-0.6266
