signatureid	compound	similarity
LINCSCP_30610	STK219801	-0.4908
LINCSCP_32891	Naproxol	-0.447
LINCSCP_249855	BRD-K76418961	-0.4233
LINCSCP_34293	Hycanthone	-0.4198
LINCSCP_33920	CHEMDIV3_005068	-0.4089
LINCSCP_32178	PCL2_000154	-0.4007
LINCSCP_131940	Dovitinib	-0.3983
LINCSCP_34656	Fluorouracil	-0.3973
LINCSCP_30236	etoposide	-0.393
LINCSCP_33182	CHEMBL277800	-0.3928
LINCSCP_133963	NCGC00346967-01	-0.3889
LINCSCP_32128	GANT-61	-0.3878
LINCSCP_33079	Devazepide	-0.3868
LINCSCP_33650	6266-99-5	-0.3827
LINCSCP_140827	AMG 232	-0.3788
LINCSCP_31344	CHEMBL2057940	-0.3779
LINCSCP_35234	CHEMBL3186554	-0.3702
LINCSCP_34676	89778-26-7	-0.3676
LINCSCP_30782	O-Demethylated Adapalene	-0.3661
LINCSCP_133651	GSK-1070916	-0.3648
LINCSCP_32823	Homosalate	-0.3634
LINCSCP_250798	NVP-AUY922	-0.3629
LINCSCP_140660	RG7388	-0.3602
LINCSCP_33151	Emodic acid	-0.3582
LINCSCP_31793	Irinotecan	-0.3573
LINCSCP_31548	Tremulacin	-0.3562
LINCSCP_35358	BRD-K74316684	-0.3562
LINCSCP_67395	Radicicol	-0.3538
LINCSCP_33069	Aminopurvalanol	-0.3533
LINCSCP_32588	XMD-1499	-0.3526
LINCSCP_139789	Tozasertib	-0.3505
LINCSCP_30422	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	-0.3504
LINCSCP_239271	Methotrexate	-0.348
LINCSCP_137749	NUTLIN 3	-0.3472
LINCSCP_135164	Bosutinib	-0.3465
LINCSCP_143651	Bazedoxifene HCl	-0.346
LINCSCP_142485	AMSACRINE	-0.3448
LINCSCP_139377	Milciclib (PHA-848125)	-0.3448
LINCSCP_30296	Ethacrynic acid	-0.3417
LINCSCP_32534	WZ 3146	-0.3411
LINCSCP_139631	Epirubicin HCl	-0.3406
LINCSCP_31804	Etoposide	-0.3398
LINCSCP_139585	Amonafide	-0.3398
LINCSCP_144217	Mycophenolate Mofetil	-0.3389
LINCSCP_31142	CHEMBL1706858	-0.3384
LINCSCP_32846	SPECTRUM_001645	-0.3378
LINCSCP_37275	pyrvinium-pamoate	-0.3374
LINCSCP_137021	AC1MJ3VH	-0.3351
LINCSCP_142741	Valrubicin	-0.3344
LINCSCP_36047	Teniposide	-0.3344
LINCSCP_38706	Raloxifene	-0.3341
LINCSCP_139907	Palbociclib	-0.3336
LINCSCP_138885	Camptothecin	-0.3328
LINCSCP_143345	Thioguanosine	-0.3321
LINCSCP_137448	VRT752271	-0.3314
LINCSCP_31618	Toremifene	-0.331
LINCSCP_33037	N-[4-(Acridin-9-ylmethyl)-3-methoxyphenyl]methanesulfonamide	-0.3306
LINCSCP_38453	ICI182, 780	-0.3299
LINCSCP_135950	GSK 525762A	-0.3297
LINCSCP_143224	Genz-644282	-0.3297
LINCSCP_37504	AC1NSOND	-0.3295
LINCSCP_31327	CHEMBL1698064	-0.3295
LINCSCP_35617	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	-0.3273
LINCSCP_33398	Scoulerine	-0.3268
LINCSCP_36523	PHA-793887	-0.3266
LINCSCP_35478	Tubastatin A	-0.3265
LINCSCP_136084	TAS-103 (dihydrochloride)	-0.3264
LINCSCP_143757	Doxorubicin	-0.3259
LINCSCP_35214	BRD-K42197878	-0.3259
LINCSCP_132079	Fedratinib	-0.3258
LINCSCP_135675	KPT-330	-0.3254
LINCSCP_137343	SN-38	-0.3252
LINCSCP_36332	AC1Q6JJ5	-0.3248
LINCSCP_35954	Mitoxantrone	-0.3242
LINCSCP_67467	Wortmannin	-0.3239
LINCSCP_249752	BRD-K29251608	-0.3236
LINCSCP_142314	ENMD-2076	-0.3232
LINCSCP_32449	TENOVIN-1	-0.3231
LINCSCP_31196	CHEMBL2141722	-0.3229
LINCSCP_245112	Resveratrol	-0.3224
LINCSCP_143937	Ingenol Mebutate	-0.3224
LINCSCP_67502	13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	-0.322
LINCSCP_250878	Gemcitabine	-0.322
LINCSCP_138312	Deferiprone	-0.5409
LINCSCP_136348	Buflomedil	-0.4694
LINCSCP_31785	Donepezil	-0.4687
LINCSCP_137735	Taranabant	-0.4612
LINCSCP_137993	Berberine	-0.4561
LINCSCP_244754	Mephenytoin	-0.4414
LINCSCP_137585	PF-04620110	-0.4399
LINCSCP_37991	BRD-K04856990	-0.4392
LINCSCP_140251	Apocynin	-0.4363
LINCSCP_136587	Diphenylpyraline	-0.4355
LINCSCP_140408	Lidoflazine	-0.4255
LINCSCP_137622	MBX-2982	-0.4245
LINCSCP_32955	Cpccoet	-0.417
LINCSCP_32538	Isotretinoin	-0.4163
LINCSCP_142882	AC1NSZCT	-0.4147
LINCSCP_137823	Dapivirine (TMC120)	-0.4117
LINCSCP_141149	1-(4-fluorobenzyl)-N-(piperidin-4-yl)-1H-benzo[d]imidazol-2-amine	-0.4106
LINCSCP_136554	FAMPRIDINE	-0.41
LINCSCP_139553	Primaquine	-0.4058
LINCSCP_138257	AZ628	-0.4026
LINCSCP_138127	6-fluoro-3-hydroxypyrazine-2-carboxamide	-0.3896
LINCSCP_137776	Griseofulvin	-0.3881
LINCSCP_136547	Benfluorex	-0.3862
LINCSCP_33396	Fluticasone Propionate	-0.3848
LINCSCP_136336	SB 242235	-0.3842
LINCSCP_244721	Iopanoic acid	-0.3822
LINCSCP_34738	Ronidazole	-0.3817
LINCSCP_137674	Adapalene	-0.3792
