signatureid	compound	similarity
LINCSCP_35118	BRD-K54335715	-0.9841
LINCSCP_33751	GP 2A	-0.9819
LINCSCP_251680	C24H25CLFN5O3	-0.9818
LINCSCP_133937	NU-7026	-0.9752
LINCSCP_30421	Necrostatin	-0.9724
LINCSCP_32373	CHEMBL3185054	-0.9723
LINCSCP_34007	AC1OA39F	-0.972
LINCSCP_34990	BRD-K88180879	-0.9693
LINCSCP_31132	BAS 07529539	-0.9682
LINCSCP_32909	Temefos	-0.966
LINCSCP_33075	CHEMBL168972	-0.9659
LINCSCP_31407	KUC104122	-0.9655
LINCSCP_33971	BRD-K03651937	-0.9653
LINCSCP_33983	BRD-K14636731	-0.9639
LINCSCP_34677	Raloxifene	-0.9637
LINCSCP_141695	Nemonapride	-0.9604
LINCSCP_237870	MLS003337114	-0.9596
LINCSCP_249757	BRD-K31975688	-0.9585
LINCSCP_37222	BRD-K07569193	-0.9581
LINCSCP_243715	Ketotifen	-0.9559
LINCSCP_32033	T5715534	-0.955
LINCSCP_139842	CARGLUMIC ACID	-0.9543
LINCSCP_31783	Ketorolac	-0.9536
LINCSCP_36351	Chloroquine	-0.9535
LINCSCP_250947	CYTO7H11	-0.9516
LINCSCP_35123	BRD-K59722298	-0.951
LINCSCP_33285	83002-04-4	-0.9504
LINCSCP_34817	BRD-K61606206	-0.9497
LINCSCP_30944	CHEMBL567340	-0.9493
LINCSCP_34012	BRD-K35024477	-0.9493
LINCSCP_132562	SCHEMBL3958507	-0.9474
LINCSCP_134109	301836-43-1	-0.9472
LINCSCP_31378	MLS002264444	-0.9467
LINCSCP_140539	Gabapentin	-0.9463
LINCSCP_255164	BRD-K39597586	-0.9457
LINCSCP_33765	6,2'-Dimethoxyflavone	-0.9449
LINCSCP_242474	BRD-K33619512	-0.9448
LINCSCP_31555	MLS002703290	-0.9445
LINCSCP_32630	BDBM50377913	-0.9435
LINCSCP_33085	MRS 1220	-0.9416
LINCSCP_35523	Broad-Sai-296	-0.9412
LINCSCP_33408	ZK-93426	-0.9397
LINCSCP_243792	Picotamide	-0.9386
LINCSCP_31143	MLS002276503	-0.9379
LINCSCP_31514	MLS002264454	-0.9376
LINCSCP_132802	Sirolimus	-0.9369
LINCSCP_31006	MLS000062185	-0.9369
LINCSCP_244595	Benztropine	-0.9362
LINCSCP_134566	Licochalcone A	-0.9355
LINCSCP_134222	C-Fms Inhibitor	-0.935
LINCSCP_32515	24(S),25-epoxycholesterol	-0.9347
LINCSCP_34416	Clomifene	-0.9346
LINCSCP_33102	SB-366791	-0.9334
LINCSCP_32416	SCHEMBL3655059	-0.933
LINCSCP_133171	Selumetinib	-0.933
LINCSCP_31222	MLS002264477	-0.9328
LINCSCP_133347	OSI-930	-0.9312
LINCSCP_139120	MLN 2480	-0.9307
LINCSCP_140460	Aminocaproic acid	-0.9294
LINCSCP_31990	ALD1-H_000967	-0.9292
LINCSCP_35237	BRD-K70711508	-0.9289
LINCSCP_30497	(S)-(-)-BAY K 8644	-0.9277
LINCSCP_33640	Fenofibrate	-0.9274
LINCSCP_250233	Broad-Sai-424	-0.9268
LINCSCP_34347	Thioridazine	-0.9266
LINCSCP_33964	BRN 1549781	-0.9263
LINCSCP_33810	AC1O9ZTN	-0.9255
LINCSCP_142126	Etizolam	-0.9244
LINCSCP_37750	ML162	-0.9239
LINCSCP_134844	ASC-J9	-0.9237
LINCSCP_134255	SCHEMBL15556278	-0.9235
LINCSCP_141692	Rivaroxaban	-0.9234
LINCSCP_141401	Pimobendan	-0.9216
LINCSCP_34032	CHEMBL2141330	-0.9214
LINCSCP_142673	TOFA	-0.9208
LINCSCP_243260	MLS003271340	-0.9207
LINCSCP_34599	Methylbenzethonium	-0.9202
LINCSCP_134119	BAY 61-3606	-0.9197
LINCSCP_140584	Milrinone	-0.9194
LINCSCP_32862	Indole-3-carbinol	-0.9189
LINCSCP_34819	BRD-K66866904	-0.9181
LINCSCP_243553	ZINC9212372	-0.9179
LINCSCP_37037	9-Cis retinol	-0.9176
LINCSCP_32939	Tadalafil	-0.9167
LINCSCP_142787	SPECTRUM1505012	-0.9167
LINCSCP_31391	SMR000047763	-0.9166
LINCSCP_31672	SR-02000000241	-0.9164
LINCSCP_33576	LE 300	-0.9163
LINCSCP_38087	CHEMBL3187421	-0.9162
LINCSCP_34588	Cytarabine	-0.9162
LINCSCP_139177	CLIMBAZOLE	-0.9159
LINCSCP_31580	AC1MK2WO	-0.9154
LINCSCP_132716	GSK-1904529A	-0.9153
LINCSCP_31157	MLS002473639	-0.915
LINCSCP_242837	AC1NQXBX	-0.9145
LINCSCP_138655	ascorbic-acid	-0.9144
LINCSCP_252653	BRD-K45843042	-0.9142
LINCSCP_37175	BRD-K73408523	-0.9141
LINCSCP_34607	Rel-Cisapride	-0.914
LINCSCP_32679	ZINC101150009	-0.9129
LINCSCP_136615	Ifenprodil	-0.9122
LINCSCP_31542	MLS001065843	-0.9119
LINCSCP_38428	KUC111774N	-0.9115
LINCSCP_134699	Benzydamine	-0.9109
LINCSCP_34297	Metergoline	-0.9109
LINCSCP_37809	ST-4062971	-0.9105
LINCSCP_135494	Lintitript	-0.9105
LINCSCP_31509	MLS003337121	-0.91
LINCSCP_34587	ZINC9212416	-0.9098
LINCSCP_32827	Remacemide	-0.9096
LINCSCP_37200	SA-1462678	-0.9084
LINCSCP_249229	MLS005000137	-0.9084
LINCSCP_255157	CHEMBL3183436	-0.9082
LINCSCP_36468	Saracatinib	-0.907
LINCSCP_34576	1,4-Chrysenequinone	-0.9068
LINCSCP_239944	SPOX1_002953	-0.9063
LINCSCP_133439	Pazopanib	-0.9061
LINCSCP_252818	LRRK2-IN-1	-0.9052
LINCSCP_30644	Batimastat	-0.9052
LINCSCP_34617	Bromperidol	-0.9047
LINCSCP_133543	Quizartinib	-0.9044
LINCSCP_34485	Levomepromazine	-0.9043
LINCSCP_137218	Gaboxadol	-0.9042
LINCSCP_32934	Estrone	-0.9039
LINCSCP_243738	Acetazolamide	-0.9034
LINCSCP_139655	Dabigatran Etexilate	-0.9015
LINCSCP_243275	Thiabendazole	-0.9015
LINCSCP_30928	SMR000002300	-0.9014
LINCSCP_34778	BRD-K16625384	-0.9014
LINCSCP_134125	Dabrafenib	-0.901
LINCSCP_34710	Meglumine	-0.9008
LINCSCP_35060	BRD-K97873029	-0.9004
LINCSCP_33252	Olomoucine	-0.9001
LINCSCP_33146	KN93	-0.8999
LINCSCP_32566	Fenretinide	-0.8998
LINCSCP_34292	Ketanserin	-0.8992
LINCSCP_31163	CHEMBL1374544	-0.8985
LINCSCP_253446	SA-243929	-0.8984
LINCSCP_239451	67497-51-2	-0.8983
LINCSCP_32172	CHEMDIV3_001232	-0.898
LINCSCP_132328	SCHEMBL570779	-0.8978
LINCSCP_30272	Eugenol	-0.8974
LINCSCP_137835	Pomalidomide	-0.8974
LINCSCP_36980	SAR245409	-0.8964
LINCSCP_139821	Niacin	-0.8963
LINCSCP_35773	Ingenol 3,20-dibenzoate	-0.8961
LINCSCP_32342	N2-Methyl-5-nitro-n4-phenylpyrimidine-2,4,6-triamine	-0.8961
