Name_GeneSymbol	Value_LogDiffExp
ADGRE5	2.151
ADH5	1.2695
ADO	1.1019
BLMH	1.1151
BTK	1.083
CDK19	1.3571
FKBP14	1.1317
FOXJ3	1.4804
HES1	2.7847
HN1L	1.0565
INPP4B	2.2778
KIAA0100	1.2705
LAMA3	2.7157
LRRC16A	1.1214
MAP4K4	1.1452
MCOLN1	1.2168
NARFL	1.5444
NOS3	1.0301
OXCT1	1.085
PAK1	1.7684
PRR7	1.2828
PTGS2	4.1701
RAB4A	1.2757
RAP1GAP	1.9858
RBKS	1.765
RFX5	1.4056
RPS5	1.0165
SATB1	2.4049
SCYL3	1.0725
SLC5A6	1.2333
TICAM1	1.2836
UBE3B	1.9835
VAV3	2.8469
VGLL4	2.0529
WDR7	1.1798
YTHDF1	1.0955
ZNF586	2.9199
