Name_GeneSymbol	Value_LogDiffExp
ABCB6	0.9512
ABHD4	0.9003
ABL1	0.4198
ACAA1	0.4379
ACAT2	0.3143
ACBD3	0.4203
ACLY	0.6257
ACOT9	0.5094
ADGRE5	2.151
ADGRG1	0.4521
ADH5	1.2695
ADI1	0.6133
ADO	1.1019
AKAP8	0.2844
ALDH7A1	0.564
ALDOA	0.9844
ALDOC	0.4743
ANO10	0.3717
APBB2	0.4711
ARHGAP1	0.5099
ARHGEF12	0.2648
ARID4B	0.3928
ASCC3	0.7096
ATF6	0.4857
ATP6V1D	0.4822
AURKB	0.3424
B4GAT1	0.7138
BACE2	0.617
BAMBI	0.3507
BDH1	0.4184
BIRC2	0.4065
BLMH	1.1151
BTK	1.083
C2CD2	0.6916
C2CD5	0.5775
CALU	0.4582
CANT1	0.2656
CAPN1	0.3708
CASP2	0.7637
CASP3	0.3897
CBR1	0.628
CBR3	0.5038
CCL2	0.3369
CCNB1	0.4608
CCND1	0.2816
CCNE2	0.7451
CCNF	0.3675
CD320	0.8093
CD40	0.6215
CD58	0.3623
CDC25A	0.2746
CDC45	0.5203
CDCA4	0.6264
CDH3	0.7593
CDK1	0.3871
CDK19	1.3571
CDKN2A	0.288
CENPE	0.3801
CFLAR	0.9591
CGRRF1	0.2773
CHEK2	0.6873
CHERP	0.4207
CIAPIN1	0.5044
CLSTN1	0.4488
CLTB	0.8819
CNDP2	0.8715
CNOT4	0.6909
COL1A1	0.7065
COL4A1	0.353
COPS7A	0.4499
CRK	0.4955
CRYZ	0.7414
CTNNAL1	0.4055
CYTH1	0.7316
DDX10	0.4972
DDX42	0.6198
DLD	0.5092
DNAJC15	0.4809
DPH2	0.4726
DUSP3	0.3042
DYNLT3	0.6012
E2F2	0.2851
EBNA1BP2	0.2607
EBP	0.6843
EDN1	0.5734
EFCAB14	0.9645
EGF	0.376
EIF4EBP1	0.8052
EPHA3	0.5448
EPHB2	0.9026
ERBB2	0.5197
FAS	0.3265
FAT1	0.5316
FBXO7	0.7036
FDFT1	0.4064
FHL2	0.3982
FKBP14	1.1317
FOXJ3	1.4804
FOXO3	0.9236
FSD1	0.4097
FYN	0.4012
G3BP1	0.958
GADD45B	0.613
GATA3	0.4067
GDPD5	0.3723
GNAI2	0.5705
GNAS	0.2834
GPC1	0.6057
GRB10	0.4814
GRWD1	0.8302
GTF2A2	0.3951
HADH	0.5476
HAT1	0.7552
HEATR1	0.3755
HERPUD1	0.5917
HES1	2.7847
HK1	0.8326
HLA-DMA	0.6962
HMGCS1	0.5045
HN1L	1.0565
HOMER2	0.7043
HOOK2	0.5594
HOXA10	0.3239
HOXA5	0.4751
HPRT1	0.6088
HS2ST1	0.4256
HSD17B10	0.453
HSPA8	0.4942
HSPB1	0.47
ICAM1	0.3646
IER3	0.3928
IFRD2	0.3002
IGFBP3	0.5977
IL13RA1	0.4447
ILK	0.4165
INPP4B	2.2778
INSIG1	0.6228
INTS3	0.3336
ITGB5	0.3061
KIAA0100	1.2705
KIAA0753	0.2935
KIF1BP	0.3785
KIF2C	0.3791
LAGE3	0.3518
LAMA3	2.7157
LBR	0.7546
LGMN	0.5681
LIPA	0.6015
LOXL1	0.7254
LPAR2	0.6177
LPGAT1	0.3853
LRRC16A	1.1214
MALT1	0.4295
MAP2K5	0.2777
MAP4K4	1.1452
MAPK1IP1L	0.4223
MAPKAPK3	0.6188
MAPKAPK5	0.8335
MAST2	0.849
MBNL2	0.8039
MCOLN1	1.2168
MFSD10	0.7558
MICALL1	0.2812
MNAT1	0.8066
MPC2	0.3446
MPZL1	0.7224
MRPS16	0.2654
MSH6	0.6606
MSRA	0.8702
MYBL2	0.8208
MYL9	0.5945
MYLK	0.4153
MYO10	0.4525
NARFL	1.5444
NCK1	0.7402
NET1	0.9669
NGRN	0.3602
NOS3	1.0301
NOSIP	0.5319
NPDC1	0.3458
NRIP1	0.6892
NT5DC2	0.6392
NUDCD3	0.8832
NUDT9	0.5267
OXCT1	1.085
P4HA2	0.3325
PAF1	0.6559
PAFAH1B3	0.476
PAICS	0.4821
PAK1	1.7684
PAN2	0.6027
PARP1	0.6495
PAX8	0.6843
PCCB	0.621
PCMT1	0.4115
PDLIM1	0.7261
PFKL	0.8243
PGM1	0.5345
PHKG2	0.8926
PIGB	0.966
PIK3C2B	0.3351
PIK3C3	0.5272
PKIG	0.3946
PLA2G15	0.8702
PLEKHJ1	0.752
PLK1	0.6661
PLOD3	0.6742
PLSCR3	0.5483
PPIC	0.3964
PPP2R3C	0.6524
PRKCD	0.467
PRKCH	0.411
PRPF4	0.67490000000000006
PRR7	1.2828
PRSS23	0.5044
PSIP1	0.6831
PSMD4	0.5347
PSME2	0.8305
PSMG1	0.5613
PTGS2	4.1701
PTK2	0.3862
PTPN6	0.4616
PWP1	0.7076
PXMP2	0.5086
PYCR1	0.3862
RAB4A	1.2757
RAP1GAP	1.9858
RASA1	0.2766
RBKS	1.765
RBM34	0.6318
RELB	0.8977
RFX5	1.4056
RNH1	0.6275
RPN1	0.463
RPP38	0.5648
RPS5	1.0165
RRP1B	0.4416
RRS1	0.4887
RSU1	0.4975
SATB1	2.4049
SCARB1	0.7921
SCP2	0.5417
SCRN1	0.5341
SCYL3	1.0725
SERPINE1	0.5741
SFN	0.9523
SHC1	0.4637
SLC1A4	0.3511
SLC25A14	0.6009
SLC2A6	0.7126
SLC35F2	0.6451
SLC5A6	1.2333
SMARCA4	0.2745
SMARCC1	0.5584
SMC4	0.318
SNCA	0.6131
SNX11	0.3469
SOX4	0.2644
SPEN	0.577
SPR	0.2898
SPTLC2	0.7752
SRC	0.7479
ST7	0.8367
STAMBP	0.6965
STAT5B	0.3236
STUB1	0.2611
STXBP2	0.4171
SUV39H1	0.2668
SYNE2	0.7397
TATDN2	0.7048
TBP	0.4382
TBPL1	0.5353
TEX10	0.6552
TGFBR2	0.5825
TICAM1	1.2836
TIMELESS	0.3215
TLE1	0.9764
TMEM109	0.6635
TMEM2	0.7073
TMEM97	0.359
TNIP1	0.8937
TP53	0.3579
TP53BP2	0.6017
TPM1	0.3226
TRAK2	0.3366
TRAM2	0.7104
TSC22D3	0.378
TSKU	0.3364
TSPAN3	0.305
TSPAN4	0.3492
TSTA3	0.4797
TUBB6	0.6208
TXNL4B	0.7386
UBE3B	1.9835
USP1	0.3666
USP6NL	0.6363
VAPB	0.4482
VAT1	0.6842
VAV3	2.8469
VDAC1	0.8733
VGLL4	2.0529
WDR61	0.5266
WDR7	1.1798
WDTC1	0.4646
WFS1	0.7514
XBP1	0.3967
XPNPEP1	0.7121
XPO7	0.7287
YTHDF1	1.0955
ZDHHC6	0.6466
ZMIZ1	0.8478
ZMYM2	0.2985
ZNF131	0.4512
ZNF586	2.9199
ZW10	0.6001
