Name_GeneSymbol	Value_LogDiffExp
AARS	0.4205
ABCB6	3.6782
ABCC5	1.6167
ABCF1	0.1975
ABCF3	3.2708
ABHD4	6.2412
ABHD6	0.5548
ACOT9	0.2096
ADAT1	0.583
ADGRE5	0.6378
ADI1	1.7958
ADRB2	2.2017
AGL	2.9403
AKAP8	0.4306
AKAP8L	2.649
ALAS1	3.5705
AMDHD2	1.0564
ANO10	3.6946
ANXA7	5.8143
APBB2	3.6548
APOE	0.6949
APP	0.8418
ARHGEF2	1.7483
ARL4C	1.1601
ARNT2	0.7145
ARPP19	2.5342
ASAH1	0.9639
ATF5	1.5924
ATF6	1.4658
ATMIN	0.0152
ATP1B1	1.2782
ATP2C1	1.7002
ATP6V0B	2.4332
ATP6V1D	2.3909
AXIN1	0.8234
BAG3	3.8026
BCL2	0.5028
BDH1	2.7474
BECN1	0.9756
BID	1.2162
BIRC2	0.1649
BLCAP	1.4775
BLMH	2.2723
BLVRA	2.0371
BMP4	1.0526
BTK	0.3034
BUB1B	0.6715
C2CD2L	0.6502
CALU	0.4558
CAMSAP2	0.7895
CANT1	0.2037
CASP10	1.4268
CASP3	0.8176
CAT	0.1705
CBR1	4.4523
CBR3	2.2912
CCDC86	1.6855
CCNA1	0.3987
CCNB1	0.255
CCND3	4.189
CCNH	1.4392
CCP110	0.8733
CD40	1.1318
CD44	2.0498
CDC25A	0.4938
CDH3	1.2297
CDK5R1	0.4626
CDK7	1.8857
CEBPD	0.4152
CEBPZ	0.2868
CENPE	0.6917
CEP57	0.1459
CGRRF1	1.2895
CHERP	0.113
CHIC2	1.1656
CHN1	1.4539
CHP1	0.5781
CIAPIN1	0.404
CISD1	4.0205
CLPX	0.1154
CLTB	2.5587
CLTC	2.8869
CNOT4	1.9654
COASY	0.3276
COG7	0.1035
COPB2	0.8514
CORO1A	0.6198
CPNE3	0.1333
CREG1	1.0059
CRELD2	0.0321
CRK	0.477
CRTAP	0.1201
CRYZ	0.4949
CSNK1A1	1.3516
CSRP1	0.8683
