Name_GeneSymbol	Value_LogDiffExp
ABHD4	0.8626
ABHD6	1.1103
ACAA1	0.9504
ADAM10	1.908
AKAP8	1.2639
ANO10	2.2765
ARHGAP1	1.037
CALM3	2.391
CAPN1	0.8832
CASP3	1.829
CASP7	1.2121
CCP110	4.624
CDH3	1.5612
CFLAR	1.4395
CIRBP	1.4097
CLSTN1	1.279
COG4	1.1299
CRELD2	0.9703
DCUN1D4	0.9748
DDR1	1.0961
DNM1	1.8971
EDEM1	1.2188
EGR1	1.0726
ENOSF1	2.5823
EVL	3.5907
FBXO11	3.876
GAA	0.8574
GNB5	1.3374
HEBP1	1.4579
HERC6	2.3782
HMGCS1	1.3372
HOXA10	0.9254
IGHMBP2	4.1079
KDM3A	1.2258
KIAA1033	1.5559
KIF20A	1.1949
KIF2C	0.8759
LIG1	1.2769
LOXL1	1.2355
LPAR2	3.9197
LPGAT1	0.8914
LYN	0.8773
MAP2K5	0.8862
MCM3	1.0822
MEF2C	3.683
MFSD10	4.1585
MLEC	0.8695
MMP2	3.1083
NISCH	1.4541
NPRL2	3.3825
NT5DC2	1.0356
NUSAP1	0.8639
PACSIN3	1.1688
PECR	1.4721
PFKL	2.3048
PGM1	1.0763
PIGB	0.8801
PLEKHJ1	1.3433
PLK1	1.3263
PLSCR1	2.6351
PLSCR3	1.7096
POLG2	1.7806
PRAF2	0.9074
PRKACA	0.8592
PSMB8	0.9716
PSMD10	1.6758
PSME2	1.6478
PXMP2	2.0591
RAB11FIP2	1.148
RAB27A	0.9604
RALGDS	1.546
RBM34	1.7755
RBM6	1.5924
RFC2	1.2932
RFC5	1.343
RNF167	1.5573
RNH1	1.6517
RPA2	1.2193
RPS6KA1	1.1269
SH3BP5	1.6243
SLC37A4	3.8131
SLC5A6	2.0081
SMARCA4	1.1473
SMARCD2	0.8569
SPAG4	1.1445
SPEN	1.106
SRC	1.4657
STAT1	2.6957
STXBP2	1.4634
SUZ12	0.9143
SYNE2	5.0336
TIAM1	0.8574
TIMELESS	1.4838
TLK2	0.9442
TP53BP1	1.0465
TWF2	1.0191
UBE2L6	1.1018
VPS28	1.3806
WDR61	1.032
WDTC1	1.1326
ZNF318	1.6154
