signatureid	compound	similarity
LINCSCP_237325	KUC103670	0.8383
LINCSCP_238804	Glycopyrrolate	0.7669
LINCSCP_35775	SCHEMBL16226502	0.7532
LINCSCP_136821	Ritonavir	0.7448
LINCSCP_35843	Withaferin A	0.7341
LINCSCP_36499	sorafenib	0.7317
LINCSCP_36455	CI-1040	0.7256
LINCSCP_253743	SA-440832	0.7038
LINCSCP_253640	SA-1455938	0.6912
LINCSCP_238828	Raclopride	0.691
LINCSCP_253690	SA-1921599	0.6852
LINCSCP_135484	CICLESONIDE	0.6812
LINCSCP_253812	SA-1459849	0.6718
LINCSCP_37777	CHEMBL2138292	0.6628
LINCSCP_38393	Curcumin	0.6608
LINCSCP_251229	PF-04217903	0.6566
LINCSCP_30250	NSC169534	0.6479
LINCSCP_136858	Pregnenolone	0.6464
LINCSCP_136642	Amineptine	0.6394
LINCSCP_35749	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	0.6387
LINCSCP_37046	MLN 2238	0.633
LINCSCP_36564	PF-562271	0.6248
LINCSCP_238717	Cladribine	0.615
LINCSCP_32064	AC1O9B20	0.6146
LINCSCP_134841	AMIKACIN HYDRATE	0.6082
LINCSCP_135935	Balicatib	0.6058
LINCSCP_138780	Rottlerin	0.5978
LINCSCP_141714	Aminosalicylic acid	0.5963
LINCSCP_36614	CP466722	0.5929
LINCSCP_36267	SMR000162699	0.5923
LINCSCP_141076	Hymecromone	0.5832
LINCSCP_38058	BRD-K46666779	0.578
LINCSCP_38191	AG490	0.5774
LINCSCP_33713	Minoxidil	0.5697
LINCSCP_142908	Chlorophenylpiperazine	0.5675
LINCSCP_37124	SA-96805	0.567
LINCSCP_135614	Prochlorperazine	0.5658
LINCSCP_31955	AC1MQIYX	0.5648
LINCSCP_32357	Cilomilast	0.5568
LINCSCP_133049	CHEMBL2136735	0.5564
LINCSCP_143855	16,16-Dimethyl prostaglandin e2	0.5544
LINCSCP_37186	SA-97378	0.553
LINCSCP_251877	SAR245409	0.5523
LINCSCP_251221	IWR-1-ENDO	0.5471
LINCSCP_136966	IN1549	0.5468
LINCSCP_140949	AC1NSZSY	0.5423
LINCSCP_134561	Josamycin	0.5401
LINCSCP_138090	BMY-14802	0.5398
LINCSCP_38567	MLS004683642	0.5398
LINCSCP_32280	2-(4-Chlorophenyl)-6-(methylthio)-4-oxo-3,4-dihydro-2H-1,3-thiazine-5-carbonitrile	0.5379
LINCSCP_250666	Sildenafil	0.5351
LINCSCP_253885	Piplartine	0.535
LINCSCP_140651	AC1NWAPU	0.5345
LINCSCP_31367	SMR000031368	0.5342
LINCSCP_139956	Ilomastat	0.5327
LINCSCP_142836	Naftifine	0.5299
LINCSCP_136271	Aspirin	0.529
LINCSCP_136358	Sitagliptin	0.5263
LINCSCP_136765	Diethylpropion	0.5222
LINCSCP_253151	SA-103123	0.5182
LINCSCP_254431	SA-243423	0.5172
LINCSCP_250615	Chaetocin	0.5165
LINCSCP_38340	T-0156	0.514
LINCSCP_31376	SR-02000000367	0.5138
LINCSCP_141446	Refametinib	0.5135
LINCSCP_32223	STK581349	0.5134
LINCSCP_236891	Acetylsalicylanilide	0.5116
LINCSCP_134762	Ebselen	0.5108
LINCSCP_31423	KUC103884	0.5096
LINCSCP_253771	BRD-K64930062	0.5074
LINCSCP_133215	AS-605240	0.5056
