signatureid	compound	similarity
LINCSCP_67543	Trichostatin A, Streptomyces Sp.	0.7718
LINCSCP_37262	Vorinostat	0.7656
LINCSCP_38686	MK-5108	0.722
LINCSCP_34978	BRD-K35002913	0.7176
LINCSCP_137551	Apafant	0.7134
LINCSCP_34098	BRD-K90700939	0.7075
LINCSCP_35876	AC1MJ3VH	0.6897
LINCSCP_32539	WYE 354	0.6758
LINCSCP_31613	MLS002276494	0.6739
LINCSCP_30267	Mitoxantrone	0.6703
LINCSCP_238910	Artemether	0.6684
LINCSCP_132282	PF431396	0.6681
LINCSCP_140382	ABT-199 (GDC-0199)	0.6656
LINCSCP_34669	BRD-K55113501-001-01-2	0.6656
LINCSCP_243940	BRD-K13688115-001-01-2	0.6645
LINCSCP_32277	JW-7-24-1	0.6625
LINCSCP_35638	Quinacrine	0.6599
LINCSCP_252548	Amethopterin	0.6596
LINCSCP_30465	QS-11	0.6576
LINCSCP_30503	3,7-Bis(dimethylamino)phenothiazin-5-ium	0.6508
LINCSCP_37449	D-64131	0.6497
LINCSCP_32546	Crizotinib	0.6459
LINCSCP_37515	Ingenol 3,20-dibenzoate	0.6443
LINCSCP_143933	Ingenol Mebutate	0.6428
LINCSCP_37990	BRD-K04021425	0.6426
LINCSCP_67379	Wortmannin	0.6403
LINCSCP_67608	CGS-15943	0.6398
LINCSCP_138134	376348-65-1, Uk-427857, uk427857	0.6397
LINCSCP_132749	Linifanib	0.6396
LINCSCP_240361	Fenretinide	0.6388
LINCSCP_132272	WZ3105	0.6383
LINCSCP_31169	Triazolothiadiazine, 23	0.6349
LINCSCP_143086	CEFOTETAN	0.6336
LINCSCP_132654	MK-2206	0.6299
LINCSCP_36704	AZD-8055	0.6293
LINCSCP_30507	COT-10B	0.628
LINCSCP_136358	Sitagliptin	0.6272
LINCSCP_37441	Lestaurtinib	0.6263
LINCSCP_143054	Dolastatin 10	0.6262
LINCSCP_132802	Sirolimus	0.6239
LINCSCP_238749	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	0.6218
LINCSCP_33719	Apigenin Triacetate	0.6209
LINCSCP_37274	pyrvinium-pamoate	0.6198
LINCSCP_30346	NSC169534	0.6196
LINCSCP_132834	EX-8678	0.6196
LINCSCP_251057	IWR-1-ENDO	0.6172
LINCSCP_31811	Topotecan	0.6165
LINCSCP_31763	Triptolide	0.6163
LINCSCP_38588	Broad-Sai-686	0.6156
LINCSCP_33337	Cyclosporine	0.6155
LINCSCP_30409	Phorbol 12-myristate-13-acetate	0.6137
LINCSCP_32258	PK04_098276	0.6114
LINCSCP_143656	Bazedoxifene HCl	0.6104
LINCSCP_143755	Doxorubicin	0.6098
LINCSCP_31774	Cerivastatin	0.6097
LINCSCP_240344	331771-20-1	0.6093
LINCSCP_34874	CHEMBL3188197	0.6091
LINCSCP_35996	Trichostatin	0.609
