Name_GeneSymbol	Value_LogDiffExp
ABCF1	-0.4576
ABHD6	-1.2739
ACOT9	-0.2978
ADAT1	-0.6898
ADO	-0.4741
ALAS1	-0.878
ANKRD10	-0.432
APBB2	-1.1723
APP	-0.2736
ARL4C	-0.6288
ARNT2	-0.9364
ATMIN	-0.8699
AXIN1	-0.4292
BAD	-0.3578
BAMBI	-0.8143
BAX	-0.6115
BLVRA	-0.4183
BNIP3	-1.0361
BPHL	-0.5434
BUB1B	-0.3109
C2CD2	-0.5843
CAB39	-1.7602
CAMSAP2	-1.0407
CASP10	-0.5536
CAST	-0.8685
CBLB	-0.5779
CCL2	-0.7035
CCNA1	-0.3695
CCNB2	-3.3487
CCND3	-1.404
CCNE2	-0.3537
CD44	-0.4757
CDC45	-0.345
CDK19	-0.359
CDK7	-0.3984
CDKN1B	-0.954
CHMP4A	-0.3449
CHN1	-0.4854
CIRBP	-0.4455
COL1A1	-0.7869
COL4A1	-0.5821
CORO1A	-0.5433
CRELD2	-0.5959
CRKL	-0.7016
CRTAP	-0.6626
CSNK1E	-0.4784
CSRP1	-2.5746000000000002
CTNND1	-0.6262
CTSD	-0.8961
CTTN	-0.8686
CXCL2	-0.7005
CXCR4	-0.5526
DAXX	-0.7843
DECR1	-0.4062
DFFA	-0.5862
DHRS7	-2.5983
DMTF1	-1.0132
DNAJA3	-0.641
DNAJB2	-0.2791
DNAJB6	-0.8495
DNM1L	-0.2661
DNMT1	-0.7756
DNMT3A	-2.4394
DUSP11	-0.6713
DUSP4	-0.3584
DUSP6	-0.8153
DYNLT3	-0.8384
DYRK3	-0.6056
E2F2	-0.3336
EDEM1	-1.2242
EDN1	-0.6377
EGF	-0.2871
EGFR	-0.2698
EIF4G1	-0.7105
ELAC2	-0.8262
EML3	-0.2976
EPB41L2	-0.4288
EPHA3	-0.5998
EPHB2	-1.0649
EPN2	-0.2699
ETV1	-0.3541
EXOSC4	-1.0861
EXT1	-0.6875
FAIM	-1.0971
FAM69A	-0.2999
FAT1	-0.2916
FBXO21	-0.5657
FCHO1	-0.7532
FGFR2	-0.7638
FHL2	-0.8893
FIS1	-1.1009
FKBP4	-0.6161
FOXJ3	-0.6278
FSD1	-0.5504
FUT1	-1.3184
G3BP1	-6.4073
GADD45A	-1.187
GDPD5	-0.637
GFOD1	-0.2724
GLI2	-1.3582
GLRX	-0.3029
GNA15	-0.5787
GNAI2	-0.2992
GOLT1B	-0.3719
GPC1	-1.0108
GRB10	-0.5452
GRB7	-0.7245
GTPBP8	-0.3595
H2AFV	-0.9083
HERC6	-0.7063
HERPUD1	-0.3158
HIST2H2BE	-0.2878
HLA-DRA	-0.4269
HMG20B	-0.2903
HMGCR	-0.4058
HMGCS1	-0.4398
HOMER2	-0.5368
HOXA10	-0.5144
HS2ST1	-0.7048
HSD17B11	-0.3234
HSPA1A	-0.3137
HSPA4	-2.4164
HTRA1	-0.933
IFNAR1	-1.35
IFRD2	-2.7061
IGF1R	-0.4045
IGF2BP2	-0.3941
IGF2R	-0.5353
IGFBP3	-0.9424
IL13RA1	-0.5444
IL1B	-1.1846
IPO13	-0.9965
IQGAP1	-0.6621
JUN	-0.5529
KIAA0753	-0.6657
KIAA1033	-3.2446
KIF14	-0.9246
KLHDC2	-0.466
KLHL9	-0.5793
LRPAP1	-0.622
LSM5	-3.4196
LSM6	-0.5221
MAPK9	-0.8739
MAPKAPK2	-0.6242
MAT2A	-0.2801
MBOAT7	-2.6596
MEST	-0.4476
MFSD10	-0.6992
MLLT11	-0.4099
MMP1	-0.6079
MMP2	-0.8997
MOK	-1.1304
MRPL19	-1.0135
MRPS2	-0.3636
MTFR1	-1.6415
MVP	-0.3072
MYCBP2	-0.3019
MYL9	-1.6247
NARFL	-0.9787
NCK2	-0.4522
NCOA3	-0.4401
NFATC3	-0.6471
NFATC4	-0.9171
NFKB2	-0.5015
NFKBIA	-0.7068
NISCH	-0.8658
NIT1	-0.9475
NOTCH1	-0.7569
NPEPL1	-0.9437
NSDHL	-0.2681
NT5DC2	-0.9666
NUCB2	-0.3119
NUP88	-0.4162
ORC1	-0.8791
OXCT1	-0.4939
PACSIN3	-0.414
PAK6	-0.7038
PAN2	-0.2949
PAPD7	-0.3517
PARP2	-3.1817
PAX8	-0.4134
PCK2	-0.6345
PCNA	-3.4446
PDGFA	-0.6544
PDHX	-0.5405
PDLIM1	-0.3017
PHKA1	-0.2909
PHKG2	-1.0673
PIGB	-1.1957
PIK3CA	-1.1001
PKIG	-0.723
PLA2G4A	-0.9231
PLCB3	-0.6891
PLEKHM1	-0.9569
PLP2	-0.8788
PLS1	-0.8162
PLSCR1	-0.96
PLSCR3	-0.6661
PMAIP1	-0.6315
PMM2	-0.3118
PNKP	-0.3435
POLR1C	-1.1832
POLR2K	-0.2642
PPARD	-0.5829
PPIC	-0.8391
PPIE	-1.3756
PPOX	-0.8581
PPP1R13B	-0.3282
PPP2R5E	-0.2774
PRAF2	-0.3141
PRKACA	-0.7304
PRKCQ	-0.4831
PRKX	-0.5679
PRR15L	-0.8603
PSMB10	-0.3672
PSMF1	-0.7894
PTK2B	-0.8017
PTPRF	-0.7136
PTPRK	-0.8476
PXN	-0.6964
RAB21	-0.6076
RAB31	-0.3149
RAI14	-0.563
RALA	-0.5514
RALGDS	-0.4639
RAP1GAP	-0.6408
RBM6	-0.8121
RELB	-0.3606
RFNG	-0.8112
RPA2	-0.7313
RPN1	-0.3156
RPS6KA1	-0.2604
RRS1	-1.4427
SACM1L	-0.3125
SERPINE1	-0.8602
SH3BP5	-0.9196
SHB	-1.0495
SHC1	-0.7704
SKIV2L	-0.4677
SLC25A13	-2.7687
SLC25A4	-0.3292
SLC27A3	-0.6245
SLC2A6	-0.4009
SLC35A3	-0.2787
SMAD3	-0.686
SNCA	-0.6091
SNX13	-0.3281
SNX7	-0.3274
SOCS2	-0.92490000000000006
SORBS3	-0.7217
SOX2	-0.3764
SOX4	-2.9471
SPAG7	-0.4411
SPRED2	-0.6531
SQRDL	-0.4814
SSBP2	-0.6858
ST3GAL5	-0.3419
ST6GALNAC2	-0.6052
STAP2	-0.4445
STAT3	-0.4892
STK10	-1.0594
STK25	-0.4789
STX4	-0.9162
STXBP1	-0.3843
SYNE2	-0.7347
TBC1D31	-0.7858
TBX2	-0.9973
TBXA2R	-1.4419
TCEA2	-1.4344
TCTA	-0.3598
TCTN1	-0.4362
TERF2IP	-0.5237
TES	-0.7869
TESK1	-1.0817
TGFB3	-1.1949
TIMP2	-0.9844
TJP1	-0.4811
TMEM110	-0.6465
TNIP1	-0.911
TOPBP1	-1.0805
TRAK2	-0.278
TRAM2	-0.5352
TXNL4B	-0.8612
UBE2J1	-0.4635
UBE2L6	-1.0028
UBE3B	-0.7401
UGDH	-0.451
VPS28	-0.977
WASF3	-0.6381
WDR7	-0.689
WDTC1	-0.3625
ZFP36	-0.5534
ZMIZ1	-0.4548
ZNF274	-0.5961
ZNF395	-0.9633
ZNF586	-0.6544
