compound,azt,los,nib,quine,vir,similarity,meansim,nas
Azithromycin,1,0.4563,0.5665,0.4594,0.7492,-0.3823,0.64628,0
GSK-461364,0.7194,0.661,0.5108,0.6029,0.6964,-0.3244,0.6381,0
AZD-1775,0.6871,0.6042,0.6053,0.5588,0.9131,-0.354,0.6737,0
Vorinostat,0.6502,0.6251,0.6283,0.662,0.8552,-0.3584,0.68416,0
Falnidamol,0.6464,0.5218,0.6519,0.499,0.6417,-0.3284,0.59216,0
"9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.6276,0.4589,NA,0.7898,0.6602,-0.3485,0.634125,1
amcinonide,0.6178,0.5424,0.4749,0.7041,0.6619,-0.3532,0.60022,0
Trametinib,0.6172,0.572,0.4675,0.4709,0.6934,-0.3235,0.5642,0
"ICI-199,441",0.6167,0.5136,0.4714,NA,0.7125,-0.326,0.57855,1
SB590885,0.6016,0.6351,0.4788,0.3911,0.7178,-0.3234,0.56488,0
Canertinib,0.5977,0.4332,0.6678,0.4945,0.8058,-0.3755,0.5998,0
C30H33N3O5S,0.5971,0.62,0.4684,0.4019,0.7663,-0.34,0.57074,0
BRD32048,0.5962,0.5101,NA,0.4639,0.5473,-0.3379,0.5293749999999999,1
AC1Q6JJ5,0.5897,0.6138,0.4083,0.4423,0.8413,-0.3312,0.57908,0
Nortriptyline,0.5878,0.5437,0.5243,0.4111,0.7956,-0.3213,0.5725,0
Gallocatechin Gallate,0.5868,0.4994,0.3463,0.4774,0.7328,-0.3917,0.52854,0
Amitriptyline,0.5858,0.5579,0.5458,0.3884,0.7626,-0.3711,0.5680999999999999,0
Thioridazine,0.5789,0.7868,0.6693,0.5523,0.7958,-0.3437,0.67662,0
Quinacrine,0.5768,0.4692,0.653,0.4852,0.7279,-0.323,0.58242,0
Lapatinib,0.5701,0.7533,0.4659,0.4633,0.7034,-0.323,0.5912,0
Tyrphostin AG-1478,0.5569,0.5754,0.4049,0.6788,0.6661,-0.3291,0.5764199999999999,0
Gefitinib,0.5528,0.7008,0.4841,0.5664,0.8267,-0.3795,0.6261599999999999,0
AMSACRINE,0.5475,0.3801,NA,0.3562,0.5678,-0.3228,0.4629,1
Thalidomide,0.5453,0.4811,0.3422,0.7799,0.6771,-0.3641,0.5651200000000001,0
MLS003672589,0.5419,0.5853,NA,0.4,0.7143,-0.3286,0.5603750000000001,1
UNC 669,0.5293,0.4602,0.3357,NA,0.7439,-0.321,0.517275,1
SCHEMBL17378613,0.5283,0.5566,0.4156,0.416,0.6423,-0.3534,0.51176,0
KW-2449,0.5272,0.6378,0.3742,0.56,0.6838,-0.3648,0.5566,0
PF-04217903,0.5142,0.5086,0.4266,0.5101,0.7368,-0.3384,0.53926,0
Vemurafenib,0.5074,0.8367,0.4764,0.6527,0.7087,-0.3581,0.63638,0
AS601245,0.4928,0.4709,0.4454,0.5251,0.7222,-0.3349,0.53128,0
Glyburide,0.4919,0.5634,0.4402,0.4723,0.7722,-0.3577,0.548,0
Promazine,0.4901,0.5575,0.4828,0.6776,0.5971,-0.3754,0.56102,0
Maprotiline,0.4889,0.6392,0.4867,0.4172,0.62,-0.356,0.5304,0
Enzastaurin,0.4829,0.6373,0.478,0.5077,0.6799,-0.424,0.55716,0
FK888,0.4824,0.5904,0.3367,0.5855,0.7399,-0.3504,0.54698,0
HMS1476K01,0.4802,0.5341,0.4271,NA,0.3836,-0.3968,0.45625,1
SCHEMBL15556278,0.4742,0.5909,0.3523,0.3992,0.6755,-0.3261,0.49842,0
PG 490,0.474,0.6309,0.5234,0.4404,0.6735,-0.3306,0.54844,0
Bimatoprost,0.4682,NA,0.407,NA,0.5923,-0.3631,0.4891666666666667,2
CHEMBL2358136,0.4679,0.4123,0.3319,NA,NA,-0.3448,0.4040333333333333,2
Mocetinostat,0.4665,0.3852,0.6367,0.6282,0.7274,-0.3384,0.5688,0
MLS003179190,0.4603,0.3736,0.3569,NA,0.6034,-0.4098,0.44855,1
Nefazodone,0.4573,0.6003,0.365,0.4227,0.7294,-0.3267,0.51494,0
Osimertinib,0.4553,0.5551,0.508,0.7443,0.6245,-0.395,0.57744,0
Dilazep,0.4529,0.5524,0.542,0.3401,0.7722,-0.341,0.5319200000000001,0
Simvastatin,0.4486,0.6176,0.5095,0.7002,0.7962,-0.3343,0.61442,0
BRD-K53359044,0.4339,NA,0.4069,NA,NA,-0.3617,0.4204,3
Ibrutinib (PCI-32765),0.4186,0.4762,0.44,NA,0.7742,-0.3307,0.52725,1
PF 3845,0.4135,0.4501,0.4767,NA,0.7103,-0.3306,0.51265,1
BRD-K45843042,0.4036,0.3458,NA,0.3302,0.5931,-0.3586,0.41817499999999996,1
BRD-K01497355,0.4014,0.4936,0.5386,NA,NA,-0.3663,0.47786666666666666,2
Inolitazone (dihydrochloride),0.3993,0.4356,0.4572,0.5405,0.4488,-0.3258,0.45627999999999996,0
Regorafenib,0.3993,0.4854,0.3438,0.6069,0.7741,-0.3334,0.5219,0
SPECTRUM1505012,0.3958,0.6149,0.5332,0.3552,0.5205,-0.3292,0.48392,0
4-(Pyridin-3-yloxy)-phthalonitrile,0.3889,NA,NA,0.3385,0.5162,-0.3699,0.41453333333333336,2
Procainamide,0.3876,0.4801,0.4466,NA,0.5226,-0.3516,0.459225,1
Ticlopidine,0.3763,0.6131,NA,0.4031,0.6821,-0.34,0.51865000000000006,1
"SIN-1, Hydrochloride",0.3759,NA,0.3256,0.3649,0.5575,-0.335,0.405975,1
Y-26763,0.3727,0.4081,0.5248,0.4311,0.7042,-0.3285,0.48818,0
Refametinib,0.3722,0.6585,0.3218,0.4147,0.6146,-0.3521,0.47636,0
SC-514,0.3668,NA,0.4055,NA,0.6973,-0.4081,0.4898666666666667,2
CHEMBL2355399,0.3615,0.4996,0.3216,0.3322,0.7918,-0.4516,0.46134,0
BRD-K75514176,0.3497,NA,NA,NA,0.7554,-0.3361,0.55255,3
BRD-K18059480,0.3466,0.3528,NA,NA,NA,-0.3563,0.3497,3
CHEMBL2358849,0.344,NA,NA,NA,0.6115,-0.4322,0.47775,3
Lenalidomide,0.3424,0.3853,NA,0.6174,0.7142,-0.3356,0.514825,1
Rivaroxaban,0.3395,0.5304,NA,0.4487,0.8392,-0.3557,0.53945,1
BRD-A99911370,0.3367,NA,NA,NA,0.641,-0.3309,0.48885,3
848193-68-0,0.3297,0.4883,0.3483,0.5001,0.8298,-0.3472,0.49924,0
XL-147,0.3285,0.344,NA,NA,0.3505,-0.3488,0.34099999999999997,2
HLI-373,0.3222,0.3299,NA,0.3708,0.643,-0.3312,0.41647500000000004,1
Azithromycin,1,0.4563,0.5665,0.4594,0.7492,-0.3823,0.64628,0
SCHEMBL1564574,0.7087,0.5386,0.4271,0.579,0.7782,-0.3543,0.60632,0
Sorafenib,0.6821,0.5661,0.498,0.6403,0.5945,-0.3516,0.5962000000000001,0
TPCA-1,0.6818,0.6557,0.4942,0.6192,0.7426,-0.3432,0.6386999999999999,0
Levetiracetam,0.6781,0.4508,NA,0.4206,NA,-0.3863,0.5165,2
Oxetane,0.6626,NA,NA,0.6982,0.7734,-0.3302,0.7114,2
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.658,0.5611,0.4971,0.6298,0.6995,-0.3269,0.6091,0
PD-0325901,0.6457,0.598,0.5072,0.6023,0.8655,-0.4324,0.64374,0
BRD-A24396574-001-01-5,0.6428,0.5252,0.4414,0.5564,0.751,-0.4825,0.58336,0
AGK 2,0.6315,0.467,0.4051,0.6853,0.6096,-0.3282,0.5597,0
"3,7-Bis(dimethylamino)phenothiazin-5-ium",0.6312,0.489,0.4014,0.6078,0.7174,-0.3879,0.56936,0
Dasatinib,0.6201,0.7025,0.4368,0.5011,0.8941,-0.3795,0.63092,0
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.6198,0.6,0.4986,0.6806,0.8309,-0.3213,0.64598,0
Fenretinide,0.6198,0.3864,0.5273,0.392,0.7535,-0.3942,0.5358,0
CHEMBL2356537,0.619,0.4037,NA,0.5037,0.3507,-0.3493,0.469275,1
TL_HRAS26,0.6159,0.5197,0.5882,0.6722,0.8586,-0.3448,0.65092,0
Curcumin,0.6149,0.4689,0.3766,0.6627,0.7166,-0.3254,0.56794,0
ML162,0.6104,0.6254,0.3376,0.5565,0.718,-0.329,0.56958,0
Withaferin A,0.6095,0.5093,0.427,0.5185,0.7766,-0.3319,0.56818,0
Wortmannin,0.6071,0.6724,0.5815,0.6541,0.8754,-0.3228,0.6781,0
Avicin-D,0.6056,0.3241,0.4001,0.6386,0.8404,-0.3342,0.56176,0
AKT Inhibitor IV,0.6047,0.774,0.3678,0.6217,0.7748,-0.3242,0.6286,0
Phenytoin,0.6043,NA,0.3746,0.3474,0.5999,-0.4222,0.48155,1
WZ 4002,0.6028,0.6332,0.448,0.86,0.7713,-0.596,0.66306,0
Sirolimus,0.6015,0.5747,0.3838,0.788,0.8171,-0.3317,0.63302,0
Avicin-G,0.6001,0.4226,0.3635,0.6498,0.7427,-0.3672,0.55574,0
Linifanib,0.5989,0.454,0.7551,0.6594,0.8398,-0.3517,0.66144,0
Parthenolide,0.5964,0.5065,0.5502,0.5074,0.7189,-0.3252,0.57588,0
Radicicol,0.5946,0.5167,0.4441,0.5208,0.5938,-0.3261,0.534,0
LDN 193189,0.5944,0.6246,0.4839,0.6442,0.9013,-0.3289,0.64968,0
CHEMBL585951,0.5916,0.4845,0.366,0.4913,0.8189,-0.3624,0.55046,0
Aminopurvalanol,0.5842,0.4003,0.3819,0.655,0.7623,-0.3407,0.55674,0
Mitoxantrone,0.5826,0.828,0.5082,0.6088,0.7017,-0.3323,0.64586,0
Erlotinib,0.5821,0.5256,0.4266,0.5511,0.6609,-0.3484,0.54926,0
MLS-0437135.0001,0.5821,NA,0.3288,NA,NA,-0.3246,0.45544999999999997,3
BX-795,0.5755,0.687,0.5117,0.638,0.8009,-0.3296,0.64262,0
JNJ-7706621,0.5739,NA,NA,NA,0.7437,-0.3621,0.6588,3
E319,0.5679,0.4035,NA,NA,0.7944,-0.3469,0.5886,2
BMS-345541,0.5647,0.5096,0.5776,0.4887,0.6473,-0.3717,0.55758,0
BRD-K28431278,0.5634,0.4425,0.4255,0.4864,NA,-0.4769,0.47945,1
Vandetanib,0.5522,0.6408,0.6485,0.458,0.7469,-0.3331,0.60928,0
CGP 60474,0.5507,0.5075,0.4666,0.4743,0.7504,-0.3228,0.54989999999999994,0
"Pfmrk inhibitor, wr 216174",0.545,0.4573,0.338,0.3933,0.8291,-0.3325,0.51254,0
VX-745,0.5447,0.4778,NA,0.4314,0.6817,-0.3423,0.5339,1
Macitentan,0.5443,0.4585,NA,0.3468,0.6201,-0.3845,0.492425,1
Chelerythrine,0.5397,0.3809,NA,0.5253,0.7527,-0.3347,0.54965,1
Phenylbutazone,0.5383,0.4451,NA,NA,0.6709,-0.3959,0.5514333333333333,2
Lestaurtinib,0.5363,NA,0.3534,0.6651,0.5119,-0.3383,0.516675,1
NEFIRACETAM,0.536,0.4096,0.3378,0.3563,0.6461,-0.3469,0.45716,0
CT-200783,0.5347,0.3541,0.3737,0.4009,0.6745,-0.3893,0.46758,0
Auranofin,0.5305,0.5341,0.359,0.4153,0.827,-0.3333,0.53318,0
Piplartine,0.5303,0.4942,0.5585,0.407,0.8797,-0.3277,0.57394,0
C29H35NO2,0.5264,0.4229,NA,0.4304,NA,-0.3406,0.4599,2
Quizartinib,0.5263,0.6417,0.4011,0.3801,0.7682,-0.3296,0.54348,0
AZD-5438,0.5207,0.4933,0.5164,0.6439,0.613,-0.3269,0.5574600000000001,0
Tigecycline,0.5202,0.5637,0.3763,0.7331,0.68,-0.3577,0.57466,0
Selumetinib,0.5159,0.7089,0.4473,0.5377,0.7311,-0.3322,0.5881799999999999,0
L 168049,0.5155,0.3291,0.4196,NA,0.6596,-0.3285,0.48095,1
Telatinib,0.5148,0.3657,NA,NA,0.3844,-0.3273,0.42163333333333336,2
SB-216763,0.5147,0.5795,0.4786,0.3592,0.6563,-0.4296,0.51766,0
Alvocidib,0.5137,0.4695,0.5229,0.4835,0.6495,-0.3217,0.52782,0
BRD-U86222656,0.5126,NA,0.3451,0.5596,0.5164,-0.3457,0.483425,1
Dabrafenib,0.5068,0.6548,0.4179,0.8563,0.6865,-0.4026,0.62446,0
A-443654,0.5049,0.5108,0.3461,0.511,0.7095,-0.3231,0.51646,0
GSK-3 Inhibitor IX,0.5047,0.5128,0.4555,0.3417,0.7043,-0.3305,0.5038,0
Mesoridazine,0.5046,0.4102,NA,0.5826,0.5227,-0.403,0.5050250000000001,1
Staurosporine,0.5038,0.3793,0.3216,0.5889,0.6288,-0.3321,0.48448,0
Stavudine,0.5011,NA,NA,NA,0.615,-0.3229,0.5580499999999999,3
Pyrazolanthrone,0.5009,0.5341,NA,0.8146,0.7155,-0.3365,0.641275,1
MLS001173269,0.4996,0.3724,0.3756,0.4594,0.744,-0.3244,0.49019999999999997,0
Nelarabine,0.4992,0.6616,0.3457,0.3537,NA,-0.4076,0.46504999999999996,1
SU-11652,0.4989,0.5056,0.3291,0.6208,0.8031,-0.3509,0.5515,0
Lonafarnib,0.4984,0.3555,NA,0.4816,0.7094,-0.3411,0.511225,1
Ricolinostat,0.4976,0.6653,0.6067,0.39,0.7111,-0.4198,0.57414,0
Decitabine,0.497,0.6126,0.4421,0.5583,0.7755,-0.376,0.5771,0
Chaetocin,0.4964,0.4682,0.462,0.5064,0.5838,-0.3462,0.50336,0
Hydroxyprogesterone Caproate,0.49370000000000003,0.6269,0.3798,0.379,0.6029,-0.3766,0.49646,0
Amuvatinib,0.4882,0.6354,0.4463,0.5791,0.7144,-0.324,0.57268,0
Patupilone,0.486,0.5162,NA,NA,0.5196,-0.329,0.5072666666666666,2
CHEMBL3347630,0.4859,0.5148,0.4133,0.4689,0.7879,-0.321,0.53416,0
AS-605240,0.4836,0.8528,0.3881,0.5361,0.8742,-0.3338,0.62696,0
869288-64-2,0.4833,0.7023,0.5991,0.527,0.926,-0.35,0.64754,0
F1304-0056,0.4821,0.3776,NA,0.5475,0.5793,-0.3345,0.496625,1
C24H25CLFN5O3,0.4796,0.4804,0.4766,0.5716,0.7299,-0.3992,0.54762,0
Rebastinib,0.4795,0.7559,0.4519,0.448,0.8174,-0.3924,0.5905400000000001,0
Ellagic acid,0.4791,NA,NA,0.446,0.6015,-0.3493,0.5088666666666667,2
STK222600,0.479,0.3844,NA,NA,0.6887,-0.3365,0.5173666666666666,2
CHEMBL1410859,0.4746,0.3969,NA,NA,NA,-0.3234,0.43574999999999997,3
AZ628,0.4731,0.6279,0.3926,0.497,0.7253,-0.3412,0.54318,0
NCGC00011767,0.4725,NA,0.4352,NA,NA,-0.3646,0.45385,3
CHEMBL2355513,0.4705,0.587,0.3843,0.5794,0.7298,-0.3331,0.5502,0
Elliptecine,0.4703,0.3293,0.4528,0.5331,0.8641,-0.4025,0.52992,0
BRD-K42573370-001-01-1,0.4696,0.5608,NA,0.4095,0.6187,-0.3443,0.51465,1
Hydroxyl,0.4665,0.3552,NA,0.5078,0.7514,-0.3543,0.520225,1
CI-1040,0.4662,0.6254,0.5422,0.4969,0.7891,-0.323,0.58396,0
Cabozantinib,0.4662,0.546,0.4222,0.445,0.6905,-0.3231,0.51398,0
MLS000089581,0.4621,0.3672,0.647,0.5442,0.5373,-0.352,0.51156,0
PIK 75,0.462,0.4421,0.4431,0.4013,0.6327,-0.3575,0.47624,0
Emapunil,0.4612,NA,NA,NA,0.6219,-0.3713,0.54155,3
SMP2_000081,0.4601,0.4568,0.5383,0.5584,0.6546,-0.3889,0.53364,0
SCHEMBL17497626,0.4597,0.5331,0.4133,0.4546,0.7337,-0.3213,0.51888,0
Pimobendan,0.4585,0.4575,0.3557,NA,0.5674,-0.3876,0.45977500000000004,1
Y-39983,0.4579,0.4877,0.5009,0.5071,0.7651,-0.4017,0.54374,0
AC1MJ3VH,0.4572,0.5854,0.526,0.4278,0.6291,-0.3504,0.5251,0
501919-59-1,0.4555,0.4705,0.3228,NA,0.7272,-0.3896,0.494,1
AC1O52XK,0.4526,NA,NA,NA,0.5795,-0.428,0.51605,3
MLN-8054,0.4481,0.5521,0.463,0.5069,0.7707,-0.4248,0.54816,0
BAY 61-3606,0.4476,0.568,0.3219,0.6369,0.6608,-0.3213,0.52704,0
3-(4-Pyridyl)indole,0.4462,0.5214,0.3823,0.6292,0.7058,-0.3236,0.53698,0
GSK-3 Inhibitor II,0.4451,0.519,0.4145,0.6066,0.7063,-0.3424,0.5383,0
TAK-285,0.4433,0.4486,0.4126,0.4288,0.554,-0.3356,0.45746000000000003,0
Daunorubicin,0.4418,0.42,NA,0.426,0.5361,-0.3385,0.455975,1
Cyclosporine,0.44,0.5654,0.6716,0.6467,0.8079,-0.4502,0.62632,0
Foretinib,0.4388,0.6627,0.52,0.6249,0.6435,-0.3319,0.5779799999999999,0
WZ3105,0.438,0.4197,0.3748,0.4546,0.5067,-0.327,0.43876000000000004,0
Nordihydroguaiaretic acid,0.4365,NA,NA,0.3414,0.4854,-0.3615,0.4211,2
Tauroursodeoxy cholic acid dihydrate,0.4359,0.4253,NA,0.4167,0.6289,-0.3211,0.4767,1
BMS-387032,0.4337,0.5722,0.3885,0.6245,0.6121,-0.3254,0.5262,0
SR-2640,0.4331,0.5269,0.4876,0.3477,0.5283,-0.3958,0.46472,0
MLS002222336,0.431,0.3613,0.3239,0.5097,0.6541,-0.4799,0.456,0
Etya,0.4304,0.3861,NA,NA,0.6473,-0.431,0.48793333333333333,2
Pinacidil,0.4299,0.5024,0.456,0.4476,0.5457,-0.4666,0.47631999999999997,0
AZD 1480,0.4296,0.4138,0.3748,0.4516,0.7209,-0.4406,0.47814,0
Narciclasine,0.4289,0.3522,0.5043,0.4419,0.6434,-0.3352,0.47414,0
Naringenin,0.4284,0.3469,NA,0.3959,0.7468,-0.3673,0.4795,1
MLS003329222,0.4283,0.3545,0.6482,NA,NA,-0.3226,0.477,2
AC1OCDAW,0.4283,0.4401,NA,0.4829,0.6737,-0.334,0.50625,1
Gly-Gly-Palo,0.428,0.4065,NA,NA,NA,-0.3358,0.41725,3
(3-Isopropoxyphenyl)(1-((5-methyl-1-propyl-1H-pyrazol-4-yl)methyl)piperidin-3-yl)methanone,0.4223,0.3845,0.3551,0.3262,NA,-0.3849,0.372025,1
Flufenamic acid,0.4195,NA,NA,0.5617,0.7078,-0.3973,0.563,2
BRD-K68319707,0.4188,0.4341,0.3577,0.5312,0.3522,-0.3216,0.4188,0
BRD-K55077180,0.4152,0.3899,NA,0.3603,NA,-0.3621,0.3884666666666667,2
362-74-3,0.4141,0.6361,0.3664,0.3302,0.4373,-0.4216,0.43682,0
ZSTK 474,0.4134,0.5365,0.4203,0.5096,0.756,-0.3333,0.52716,0
Androstanol,0.4124,NA,0.5429,0.4393,0.5217,-0.3271,0.47907500000000003,1
LGX818,0.4119,0.6194,0.3409,0.4256,0.3462,-0.3383,0.42879999999999996,0
Indomethacin,0.4117,0.401,0.3384,0.4009,0.4599,-0.3307,0.40238,0
HG-9-91-01,0.4109,0.6701,NA,0.4118,0.7213,-0.3266,0.553525,1
ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,0.4103,0.4759,0.4544,0.4448,0.8659,-0.3267,0.53026,0
Glipizide,0.4094,0.6114,0.4427,0.4292,0.6705,-0.3557,0.51264,0
8-Epi-15-d2c-isop,0.4079,0.7829,0.3481,NA,NA,-0.4361,0.5129666666666667,2
SCHEMBL16226068,0.4039,0.3957,NA,0.4934,0.5813,-0.3257,0.468575,1
CHEMBL3188661,0.394,0.4479,0.3706,0.5099,0.6018,-0.4149,0.46484000000000003,0
NU-7026,0.3917,0.4274,0.3805,0.6458,0.586,-0.3426,0.48628,0
SA-1921617,0.3867,0.5237,0.3241,0.6697,NA,-0.3218,0.47605,1
Aliskiren,0.3865,0.6001,NA,NA,0.6071,-0.3653,0.5312333333333333,2
STK249718,0.3842,0.3655,NA,0.4326,0.7253,-0.3361,0.4769,1
CHEMBL475341,0.3839,NA,NA,NA,0.5846,-0.4974,0.48425,3
AT-7519,0.3834,0.6011,0.5223,0.5433,0.6663,-0.3311,0.54328,0
BRD-K62242359,0.3808,0.475,NA,0.3741,0.8506,-0.4061,0.520125,1
CHEMBL3400874,0.3793,0.4839,NA,0.392,NA,-0.3348,0.4184,2
Isorotenone,0.3722,0.3359,0.4726,0.5661,0.5368,-0.3307,0.45672,0
CHEMBL1270312,0.3697,NA,NA,0.3828,0.4138,-0.3215,0.38876666666666665,2
Broad-Sai-370,0.3688,NA,NA,0.3738,0.5896,-0.3557,0.44406666666666667,2
BRD-K44410738,0.3678,0.3942,NA,NA,0.5559,-0.3418,0.43929999999999997,2
N6022,0.3651,0.4192,0.3511,0.3246,0.778,-0.4051,0.4476,0
Alprostadil,NA,0.8298,NA,NA,0.7029,-0.3432,0.76635,3
Meptazinol,NA,0.7242,NA,0.4748,0.7626,-0.3401,0.6538666666666666,2
SCHEMBL10583556,NA,0.5813,0.3544,0.4266,0.6904,-0.3363,0.513175,1
ST014366,NA,0.558,0.3378,0.7114,0.5189,-0.3515,0.531525,1
EDOXUDINE,NA,0.5442,0.3802,NA,0.5675,-0.4223,0.4973,2
Diflunisal,NA,0.5304,0.3866,0.45,0.5553,-0.326,0.480575,1
XAV 939,NA,0.5006,0.3378,0.4383,0.7676,-0.3548,0.511075,1
Phentolamine,NA,0.4736,NA,0.3545,0.5552,-0.4844,0.4611,2
U-0126,NA,0.4696,NA,0.3909,0.6085,-0.3417,0.4896666666666667,2
BRD-K70875408,NA,0.4604,NA,0.3488,NA,-0.3535,0.40459999999999996,3
BRD-K99017327,NA,0.451,NA,0.3459,NA,-0.4538,0.39844999999999997,3
BAS 08196786,NA,0.4484,NA,NA,0.5212,-0.333,0.4848,3
Bisoprolol,NA,0.4409,0.418,0.3943,0.6306,-0.3459,0.47095,1
Norfloxacin,NA,0.4393,NA,NA,0.711,-0.4594,0.57515,3
MLS002607718,NA,0.4344,NA,0.365,0.6362,-0.3633,0.4785333333333333,2
Iobenguane,NA,0.4338,NA,0.3288,0.357,-0.3385,0.3732,2
LCQ-908,NA,0.4103,NA,NA,0.604,-0.3284,0.50715,3
BRD-K33936059,NA,0.3949,0.3743,0.3619,0.3647,-0.4404,0.37395,1
BRD-K85694079,NA,0.3855,NA,NA,0.5921,-0.5174,0.4888,3
IN1451,NA,0.3793,0.3769,0.3637,0.5295,-0.3332,0.41235,1
BRD-K25298364,NA,0.3619,NA,NA,0.6232,-0.3729,0.49255,3
Apigenin,NA,0.3568,0.3271,0.3546,0.7214,-0.3515,0.439975,1
