compound,avg,sdev,slog10,slog2
(+)-Camptothecin,0.46469958333333333,0.06120432198110414,1.213217908797745,4.030222656455723
10-DEBC,0.5306095833333333,0.04501764409606879,1.3466172366311255,4.473365631424519
1166227-08-2,0.5170060416666666,0.10126119776580894,0.9945569398762474,3.3038466405401077
1268524-70-4,0.5086760416666667,0.04888918846899329,1.310787171702482,4.35434073209642
"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.6214239583333334,0.03630293877143365,1.4400582168218203,4.783769848733802
"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0.48654270833333335,0.06074244116497588,1.2165077582989787,4.041151299941822
"16,16-Dimethyl prostaglandin e2",0.517195625,0.06782840070364252,1.1685884228549446,3.8819667132419537
16Beta-bromoandrosterone,0.46582104166666666,0.06451721043882432,1.1903244186732815,3.9541721284212414
3-(4-Pyridyl)indole,0.5266466666666667,0.0758844870327409,1.1198469972885747,3.720051202268168
3-Aminobenzamide,0.5090547916666667,0.057630743500140344,1.2393457775047907,4.1170175575731855
3-Chloro-l-alanine,0.5138429166666667,0.05666517161718265,1.2466837915820903,4.1413939126972465
331771-20-1,0.5117097916666666,0.04798585426843032,1.318886769261526,4.3812470127850895
"4-(3-Ethyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)aniline",0.45744666666666667,0.044396976445027395,1.3526466055149435,4.493394761314113
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.5112285416666666,0.05566534459106904,1.2544150981281579,4.167076757122815
4LY1,0.43293,0.0471370321425347,1.3266377651442414,4.406995263771238
5-(6-Aminopurin-9-yl)-2-methyltetrahydrofuran-3-ol,0.5048385416666666,0.04484219994140918,1.348313089230994,4.47899913182081
5-Nitroso-8-cinnolinol,0.4921466666666667,0.057681109648804935,1.2389663934044846,4.115757270871626
"6,10,10B-Trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyldodecahydro-1H-benzo[f]chromen-5-yl acetate",0.42165625,0.04961468271662563,1.3043897815907677,4.3330890621503615
6266-99-5,0.47245,0.07429107743536861,1.129063343080271,3.7506672402858015
7-Nitroindazole,0.48289479166666666,0.07448306281018065,1.1279424730818766,3.746943790747418
761437-28-9,0.501205,0.0325547569976279,1.4873855420613071,4.940987820102725
Abexinostat,0.46524916666666666,0.05646562785067946,1.2482158385042115,4.146483262410527
ABT-751,0.46209770833333336,0.06594968745450751,1.1807872582996382,3.922490367430589
AC1L1JM9,0.4672791666666667,0.0786632787809625,1.104227955627736,3.668165868959812
AC1L2X6Z,0.485153125,0.05879096662495376,1.230689399201421,4.088261691287249
AC1MJ3VH,0.48724270833333333,0.049337177182438685,1.3068257022147551,4.341181015308101
AC1NSOND,0.455754375,0.06175715756305383,1.2093127010643048,4.017249837169636
AC1NSZCT,0.45314437500000004,0.06697244323693888,1.1741038571790143,3.9002885894785866
AC1NWALC,0.46576249999999997,0.04533253916496248,1.343589954569201,4.463309218091863
AC1NWALF,0.503576875,0.054532004163839444,1.2633485408002196,4.196753011319203
AC1NWAOX,0.45765520833333334,0.06050565465137673,1.2182040357751038,4.046786211746487
AC1O7M2R,0.42153541666666666,0.05019197387104264,1.2993657247314623,4.316399506519123
AC1O9EM7,0.5048312500000001,0.0634890919499325,1.1973008843597912,3.977347445788275
AC1OAV9H,0.49666020833333335,0.07267153937593354,1.1386356402004,3.7824657230217675
AC1OCDAW,0.467659375,0.03993489553881953,1.3986474472518824,4.646206249868519
AC1Q6JJ5,0.542104375,0.03899654466721564,1.408973872420732,4.680509891756672
Adapalene,0.45820833333333333,0.05041632309997064,1.2974288309249804,4.309965284566558
Afuresertib,0.4734247916666667,0.04212105301972019,1.3755007800568908,4.569314685810468
AGK 2,0.4837929166666667,0.052835322253009534,1.2770756393851561,4.242353445769792
