signatureid	compound	similarity
LINCSCP_126358	114798-26-4	1
LINCSCP_123841	SDZ-201106	0.8046
LINCSCP_124794	Telatinib	0.7559
LINCSCP_41811	5-(6-Aminopurin-9-yl)-2-methyltetrahydrofuran-3-ol	0.7403
LINCSCP_95296	Cilostazol	0.7323
LINCSCP_142791	SPECTRUM1505012	0.7322
LINCSCP_92787	STOCK1N-09285	0.731
LINCSCP_202856	Zileuton	0.72
LINCSCP_160408	BAY 87-2243	0.7181
LINCSCP_202848	Nicardipine	0.7157
LINCSCP_104990	Trimethoprim	0.7154
LINCSCP_126426	testosterone	0.7102
LINCSCP_87488	MGCD-265	0.7093
LINCSCP_202965	Tipifarnib	0.6984
LINCSCP_117096	BRD-A25736793	0.6931
LINCSCP_79421	Nimesulide	0.6919
LINCSCP_116834	Y-39983	0.6914
LINCSCP_108870	Zafirlukast	0.6845
LINCSCP_78872	Lisinopril	0.6838
LINCSCP_76664	AS-605240	0.6829
LINCSCP_123980	Andrographolide	0.6785
LINCSCP_160078	Palovarotene	0.676
LINCSCP_109744	Sirolimus	0.6732
LINCSCP_126211	Etofenamate	0.6728
LINCSCP_116402	SB590885	0.6726
LINCSCP_125545	Phorbol Myristate Acetate	0.6692
LINCSCP_109854	Phentolamine	0.6679
LINCSCP_171318	Deoxycholic acid	0.6619
LINCSCP_120585	Andarine	0.6595
LINCSCP_122765	Paricalcitol	0.6584
LINCSCP_100863	GW-5074	0.6493
LINCSCP_125565	alizapride	0.6491
LINCSCP_309797	BRD-K72462994	0.6486
LINCSCP_140338	Prazosin	0.6473
LINCSCP_143198	Isradipine	0.6472
LINCSCP_122758	Ubenimex	0.6463
LINCSCP_141697	Nemonapride	0.6455
LINCSCP_122788	Enzalutamide	0.6453
LINCSCP_122891	[Met5]-ENKEPHALIN	0.6422
LINCSCP_125197	SCHEMBL6851809	0.6405
LINCSCP_28404	Avicin-D	0.639
LINCSCP_123881	Trilostane	0.6365
LINCSCP_66119	BRD-K53923090	0.6357
LINCSCP_123548	Fluphenazine	0.6346
LINCSCP_79134	EVP-6124 (hydrochloride)	0.6333
LINCSCP_116793	Gefitinib	0.6332
LINCSCP_123917	Sorbitol	0.6325
LINCSCP_76530	K-115	0.6318
LINCSCP_109867	Bisoprolol	0.6301
LINCSCP_26082	AC1OKTU0	0.6282
LINCSCP_124026	PF-3084014	0.6276
LINCSCP_124655	sulmazole	0.6257
LINCSCP_110094	Nesbuvir	0.6249
LINCSCP_125506	CGS 20625	0.6233
LINCSCP_109541	Clenbuterol	0.6213
LINCSCP_10560	LY 2183240	0.6203
LINCSCP_174424	VX-222 (VCH-222, Lomibuvir)	0.62
LINCSCP_161262	Leflunomide	0.6179
LINCSCP_123684	Sumatriptan	0.6155
LINCSCP_28216	BRD-K17890048	0.6149
LINCSCP_124864	Refametinib	0.6146
LINCSCP_118987	Dolutegravir (GSK1349572)	0.614
LINCSCP_142860	Bosentan	0.613
LINCSCP_79565	Cyclizine	0.6114
LINCSCP_117955	Oxaprozin	0.6112
LINCSCP_226857	MLS001173561	0.6098
LINCSCP_129491	AZD4547	0.6097
LINCSCP_169062	clobetasol	0.6089
LINCSCP_125177	Tacrine	0.6079
LINCSCP_63932	BRD-K24748809	0.6072
LINCSCP_143463	Bendroflumethiazide	0.6045
LINCSCP_109847	CL-976	0.6025
LINCSCP_142398	Tolvaptan	0.6019
LINCSCP_123678	Binospirone	0.6011
LINCSCP_28503	Cilostamide	0.6005
LINCSCP_125143	K784-3187	0.6001
LINCSCP_227389	Pimozide	0.5981
LINCSCP_109793	Mesulergine	0.598
LINCSCP_79123	TOFA	0.5941
LINCSCP_126074	Pinaverium bromide	0.5935
LINCSCP_78188	Dantrolene-13C3	0.5934
LINCSCP_107011	Erythromycin	0.5926
LINCSCP_78838	SKF-83959	0.5911
LINCSCP_61343	BRD-K40603797	0.5911
LINCSCP_126850	Nefopam	0.5909
LINCSCP_109525	Chlorophenylpiperazine	0.587
LINCSCP_106894	Canertinib	0.5853
LINCSCP_122817	L-Sulforaphane	0.5841
LINCSCP_142122	Etizolam	0.5839
LINCSCP_125190	Triclabendazole	0.5833
LINCSCP_125558	PF-03814735	0.5832
LINCSCP_29985	OSI-930	0.5831
LINCSCP_25447	RS-23597-190	0.5827
LINCSCP_66057	BRD-K88925856	0.5821
LINCSCP_79143	Probucol	0.5816
LINCSCP_175282	Cinaciguat	0.5808
LINCSCP_119985	Chrysin	0.5806
LINCSCP_175215	LY2157299	0.5805
LINCSCP_126217	Atenolol	0.58
LINCSCP_38183	SA-1460008	0.5799
LINCSCP_126552	Pindolol	0.5794
LINCSCP_122514	Cholic acid	0.5791
LINCSCP_304266	BRD-K51186655	0.5789
LINCSCP_125305	Candesartan	0.5787
LINCSCP_90549	RO4929097	0.5785
LINCSCP_103617	Cobicistat (GS-9350)	0.5782
LINCSCP_141716	Aminosalicylic acid	0.578
LINCSCP_106374	Oxybenzone	0.5756
LINCSCP_160254	Cabergoline	0.5745
LINCSCP_124219	Dipraglurant	0.5741
LINCSCP_92911	BMY-14802	0.574
LINCSCP_125236	TCB2	0.5735
LINCSCP_104148	TAK-733	0.572
LINCSCP_125398	Novobiocin	0.5716
LINCSCP_116579	Pictilisib	0.5704
LINCSCP_231739	BRD-K30282337	0.57
LINCSCP_17633	LE-135	0.5699
LINCSCP_127998	Amuvatinib	0.569
LINCSCP_171236	BRD-A96746500	0.5683
LINCSCP_134583	Propafenone	0.5682
LINCSCP_125262	BRD-A68202111	0.5679
LINCSCP_130629	Seliciclib	0.5668
LINCSCP_125028	Balapiravir	0.5659
LINCSCP_86585	CHEMBL3182395	0.5652
LINCSCP_65986	BRD-K47396627	0.5652
LINCSCP_62086	BRD-K24890551	0.5647
LINCSCP_122914	Vidofludimus	0.5634
LINCSCP_223773	CA-074 METHYL ESTER	0.5629
LINCSCP_123830	Ethacrynic acid	0.5623
