Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
PSME2	0.0012095117710983231	0.9961146746873281
DNAJB2	0.001854398763148403	0.9903924701487077
TBP	0.0022207843954627875	0.9865689889191194
RPP38	0.0044728999338635245	0.9752774901965547
DCK	0.004582185904446824	0.9827844212408781
PPIE	0.005926944468839237	0.9636673895301802
STXBP2	0.0077818431622387815	0.9604710161448926
RSU1	0.008132224171240323	0.9709900273988517
USP6NL	0.010723808415144562	0.9557802641863469
MNAT1	0.014046306064140016	0.9288350548591945
CHEK2	0.017850918010911376	0.9381981884961207
CASP10	0.01925758064754226	0.9183170724921791
LPAR2	0.022004850421108432	0.9283139514765841
VPS28	0.022058518639794526	0.8990418258344832
ENOPH1	0.02240964082975327	0.9109883456514646
PXN	0.02953557742013049	0.8208038209655785
EFCAB14	0.029864388556317886	0.8731913486072506
AXIN1	0.03264421812466688	0.8083837700112845
CYCS	0.03361312448960955	0.8787749544433234
GTF2E2	0.03501757105470764	0.7896428560661687
RALGDS	0.03523573331745709	0.8455386885479169
TBPL1	0.035805807621806456	0.8612839225978008
MRPL19	0.037064429839125335	0.8100209916748804
MSRA	0.03773389781604559	0.8796686362374426
BLVRA	0.040637642635318785	0.7957771334959692
KCNK1	0.04357131340313852	0.8044733688927896
SNX7	0.04516523036819013	0.7783092316435025
LGMN	0.04530626973497938	0.8381979556465782
SPEN	0.04565338817310818	0.7301032368194438
TNFRSF21	0.046430915616346546	0.8067959671805838
LSM5	0.04768842255661493	0.801421934191701
KDELR2	0.04881041573982687	0.7135517855555206
XPNPEP1	0.05047300659297302	0.781916074519073
MBTPS1	0.050766353360132445	0.6364808655594048
DUSP4	0.05157571354893563	0.7162165762421342
FAM69A	0.05365286441238101	0.7625190472755656
GLOD4	0.0541523881522812	0.6426063666979263
SMC3	0.0563556589052979	0.7582734120349068
CLSTN1	0.05816881350962461	0.6947752113914636
IKBKB	0.058744306599481405	0.6872541255315427
DLD	0.05925221546368557	0.7380619894235187
ADH5	0.05972872086965891	0.7435924314225062
DHDDS	0.062360807230292775	0.6286420571110574
GSTZ1	0.06239197309534385	0.7929187281239117
ANXA7	0.06315052086008512	0.5714648846746573
WIPF2	0.06838922760690307	0.5569572944458814
PEX11A	0.06847966313724906	0.7366174748223657
UBE2A	0.06938875716727246	0.7125104293477128
GTF2A2	0.0699139332390244	0.7217581542587017
ME2	0.07067334293221358	0.7143296203507551
SH3BP5	0.07127122717907447	0.6455399351205986
MAT2A	0.07212018766122129	0.6437014455087382
CSRP1	0.07513733907111558	0.7328777082492266
EPB41L2	0.07841491357904788	0.6329883922236985
CENPE	0.07846053766329948	0.7676916896853748
ACBD3	0.0787923601367771	0.6554133909874633
IARS2	0.08111772863630227	0.5066868558914871
MRPS16	0.08112991128921283	0.5263284751642241
ARHGEF12	0.08165967132722098	0.6898495677316527
HIF1A	0.08203407655903773	0.7950772611732081
SACM1L	0.08251662166996913	0.6383853273808682
TSPAN6	0.08564125923475759	0.7082619900240676
ZNF586	0.0942971473291739	0.6665207180339371
NFKBIE	0.09473027630911073	0.7736182907259116
RHOA	0.09609875516901203	0.4496875611407557
