Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
FHL2	0.8518813807857112	1.9836396604063548e-7
RAC2	0.8826076352706164	5.968611639481199e-4
TRIM13	0.8859617569774394	0.0010973458909290573
RASA1	0.8871412961412295	1.996168040945414e-6
DMTF1	0.8873238592845359	1.11757695875492e-4
CBLB	0.8931567367831506	6.995504246105778e-6
SMNDC1	0.8933583021385904	2.358874722554613e-4
PAX8	0.8998128121289238	4.436770009575508e-5
GRB10	0.9098964539160465	5.123081505010859e-6
KDM5B	0.9162369330852017	0.001238680800264226
CASP10	0.9187401250147416	2.1635583108164468e-5
RAI14	0.9551541423734452	1.1409666291908588e-5
XBP1	0.9616712304202137	6.776803569071696e-5
STK10	0.9679813287436159	1.6594273752279326e-5
SPEN	0.9766918345936761	5.284792687684253e-8
MBNL2	0.9783383641875644	8.438072576201648e-4
CNOT4	0.9835199261176585	7.483026586328144e-5
CASP7	1.011361534548904	6.678785723112476e-9
NCK1	1.0182563787805263	1.7816472178298935e-6
TLR4	1.0263928483382347	0.26699316981282734
MUC1	1.028548793663342	1.0309706305802216e-4
NFE2L2	1.0302471236030288	1.1734185860498803e-8
TJP1	1.039768398978527	2.3569077665662134e-6
NRIP1	1.0935183243291828	0.001518890832192339
NFKBIE	1.1028292592924307	0.0015425889261418465
ZNF274	1.1071549356788724	8.802099699622486e-5
TP53BP2	1.1183941924317404	2.7319082583761436e-4
PSMB8	1.1196871760348575	2.6143829268194666e-8
CAB39	1.1197141583501384	5.49705250552424e-9
NOS3	1.1198730557398804	0.0661815330851589
TFAP2A	1.1209762054861707	2.508961870242982e-7
FAS	1.1240442236540948	3.908971389954795e-4
HES1	1.1381542784338545	1.1281025727072868e-7
NR3C1	1.1510411086837506	2.612427706506368e-5
SOX4	1.1521153351741908	9.973879739931119e-9
FOS	1.1694541314946298	4.5535878415233296e-4
CLIC4	1.1765895653951703	5.044944643582126e-5
TLK2	1.1871960744746546	5.381297430196379e-10
SMAD3	1.1975915235422387	1.4495861041236196e-5
TNIP1	1.2217388514571308	9.49728830004788e-5
TRIB1	1.2222192632404105	6.601639591923141e-10
GFOD1	1.2381120650599526	2.7315700691239947e-4
PTPN12	1.2450545577452403	7.872114928429437e-7
LYN	1.2485222759536858	5.353669579637276e-6
PLSCR1	1.2499672083719542	9.013788786735817e-9
SYNGR3	1.2542086512446424	8.725762356646282e-6
FOXO3	1.3198588108339164	1.055612966642587e-10
NFKB2	1.3248506931137598	2.8246342213571937e-5
ARID4B	1.3324016564341314	7.802962607299247e-7
SOX2	1.3388724611988485	0.06507777460298755
PDGFA	1.3772380608708807	4.916151707142852e-7
SOCS2	1.406978712976368	3.108377157966949e-5
ARID5B	1.4448758686078544	1.995151615604673e-6
FOSL1	1.450515616541406	7.07507653919232e-5
TICAM1	1.4574135238200034	2.497644829540522e-8
SLC1A4	1.4575247940315224	5.74196585756123e-10
EGFR	1.4582330531386727	1.3811841584833088e-5
CFLAR	1.5360519079903139	5.744928730046706e-11
BHLHE40	1.5435900594514138	4.2485394162924024e-11
LAP3	1.5831978117415637	4.9649538473478046e-08
HMOX1	1.6019948717752184	5.039720277407913e-5
RELB	1.6113134567878797	2.158738172190916e-8
IER3	1.6239675161011171	5.587848087934138e-5
PTK2B	1.6855481147124785	2.215720558023644e-12
ETS1	1.7537146205482632	3.4212198119952193e-7
CDKN1A	1.7663774710763622	9.620942744822249e-11
FRS2	1.8133875242788906	3.7249132319971228e-9
GADD45B	1.8335404143018983	4.847853396195979e-10
GATA3	1.870616575824213	2.6349484319640103e-10
GLI2	1.87762232554023	7.057973778665836e-8
MTHFD2	1.9180055524056858	6.484867572803635e-13
EDN1	1.9579739492514185	2.896342000800778e-13
BTK	1.9659381722383	0.23241007212517428
HERC6	1.9690254430592342	3.420930811723252e-9
PCK2	2.201693349663648	1.869901836744174e-13
MMP2	2.2139591591413694	0.12325690396479484
GADD45A	2.2290135028788214	5.541063114690815e-9
IKZF1	2.338120752012346	0.010990315489451634
JUN	2.422942138381327	5.341734992069595e-14
ADRB2	2.4381783310594156	8.247016892500147e-11
EGR1	2.4404181812038614	2.348422365873457e-12
STAT1	2.4912538226510472	7.045972858119958e-10
UBE2L6	2.4935396032054244	2.022900007800419e-16
CCL2	2.526853057933302	6.090284062467739e-8
PMAIP1	2.570486854319921	1.527093050956015e-6
FUT1	2.7169339204686214	4.30113502378031e-10
ZFP36	2.918563623544224	1.1987511921501378e-12
CHAC1	2.9940238241244015	8.693319233644764e-8
TIPARP	3.063873345453879	1.003540863619324e-12
PTGS2	3.226289230965147	7.135174129933726e-7
CXCL2	3.344520100893817	7.266164644097641e-9
KIT	3.4707937998556795	0.004066257431094733
ICAM1	3.6271573127378542	2.6127150152520865e-16
NFKBIA	4.052339880992544	4.2462441713410755e-12
IL1B	4.172980267618414	8.505776617568131e-8
SERPINE1	4.760002083354513	2.6037418925234676e-8
COL4A1	7.25337799053452	2.4751218977131167e-9
