signatureid	compound	similarity
LINCSCP_58276	BRD-K66198023-237-01-9	1
LINCSCP_58011	MLS000583957	0.6451
LINCSCP_58006	SMR000206936	0.6367
LINCSCP_64813	BRD-K87967738	0.6088
LINCSCP_58698	CHEMBL3184547	0.597
LINCSCP_59554	EMF-SUMO1-39	0.59
LINCSCP_58737	BIIB 021	0.5888
LINCSCP_58614	AC1O9EM7	0.5879
LINCSCP_58016	BRN 1087718	0.5871
LINCSCP_56805	TL_HRAS26	0.5861
LINCSCP_58767	BRN 1088757	0.5777
LINCSCP_58755	CHEMBL3188326	0.5733
LINCSCP_58862	Rifabutin	0.5717
LINCSCP_58449	MLS000583951	0.5715
LINCSCP_31186	MLS002264467	0.5643
LINCSCP_57490	MLS001065911	0.5639
LINCSCP_58055	BRD-U86222656	0.5618
LINCSCP_62405	BRD-K74287511	0.5609
LINCSCP_39887	MLN 2238	0.5605
LINCSCP_64738	BRD-K05051664	0.5592
LINCSCP_68337	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	0.5576
LINCSCP_290378	Flavokawain B	0.5564
LINCSCP_58005	ML162	0.555
LINCSCP_59463	Gemfibrozil	0.5537
LINCSCP_57817	FR-180204	0.5513
LINCSCP_292845	KUC103882	0.551
LINCSCP_58770	N,N-Dimethyl-n'-{5-[(2-methyl-4-quinolyl)thio]-1,3,4-thiadiazol-2-yl}iminoformamide	0.5505
LINCSCP_57841	SR-02000000477	0.54990000000000006
LINCSCP_57370	CID755673	0.5468
LINCSCP_292130	MLS001065910	0.5463
LINCSCP_57446	MLS002276498	0.5461
LINCSCP_55014	Menadione	0.5458
LINCSCP_12950	Glyburide	0.5398
LINCSCP_57421	CHEMBL1405981	0.5392
LINCSCP_296055	Edaravone	0.5381
LINCSCP_57701	MLS002264448	0.537
LINCSCP_59507	Pyridostigmine	0.5366
LINCSCP_10776	AC1O9BJ3	0.5362
LINCSCP_295843	BRD-K48036219	0.5351
LINCSCP_58772	BRN 1088760	0.5339
LINCSCP_56101	Puromycin Hydrochloride	0.5337
LINCSCP_17088	Cadmium Dichloride	0.5328
LINCSCP_64824	CHEMBL2135279	0.5293
LINCSCP_59430	Erythromycin Ethyl Succinate	0.5277
LINCSCP_293342	Ketotifen	0.5274
LINCSCP_57992	CHEMBL1938917	0.5263
LINCSCP_58009	SMR000206939	0.5243
LINCSCP_43415	Estradiol	0.5232
LINCSCP_58250	Levocetirizine	0.523
LINCSCP_292144	4-Methoxy-2-(4-propoxyphenyl)quinazoline	0.5214
LINCSCP_58124	Mesalamine	0.5196
LINCSCP_57201	79966-13-5	0.5194
LINCSCP_56479	AC1NWAPO	0.5186
LINCSCP_59433	Chloromycetny	0.518
LINCSCP_296061	Dexamethasone	0.518
LINCSCP_56563	AMG-9810	0.5176
LINCSCP_293961	Ipriflavone	0.5171
LINCSCP_55573	Cilnidipine	0.5167
LINCSCP_292026	SR-02000000246	0.516
LINCSCP_10813	SPOX1_002925	0.5148
LINCSCP_65362	BRD-K89419248	0.514
LINCSCP_292754	KUC105999N	0.5138
LINCSCP_57360	STK111867	0.5134
LINCSCP_68771	Sirolimus	0.5128
LINCSCP_292701	MLS003179196	0.5118
