signatureid	compound	similarity
LINCSCP_133544	GSK-3 Inhibitor II	0.9064
LINCSCP_20438	Deoxy Cholate	0.8914
LINCSCP_133458	PHA-767491	0.8751
LINCSCP_17907	CHEMBL300780	0.8535
LINCSCP_6901	Falnidamol	0.833
LINCSCP_133595	AT 7867	0.8329
LINCSCP_14581	Norcyclobenzaprine	0.8227
LINCSCP_19254	Thioridazine	0.8176
LINCSCP_99879	GSK-1904529A	0.8163
LINCSCP_18910	Protriptyline	0.8152
LINCSCP_88574	BMS-509744	0.8121
LINCSCP_22635	vinorelbine	0.8071
LINCSCP_22527	KU-55933	0.8063
LINCSCP_221326	BRD-K10143126	0.7992
LINCSCP_208815	MR-16728	0.7934
LINCSCP_19429	BAS 00631343	0.7886
LINCSCP_209019	TRAP-101	0.7874
LINCSCP_18149	BW-723C86	0.7869
LINCSCP_18804	Mirtazapine	0.7797
LINCSCP_70417	SCHEMBL16980224	0.7782
LINCSCP_133316	SGI-1776	0.7774
LINCSCP_169213	AZD4547	0.7715
LINCSCP_18884	Clemastine	0.7708
LINCSCP_19213	Perhexiline	0.7706
LINCSCP_133509	HG-14-10-04	0.7686
LINCSCP_169488	Fenticonazole Nitrate	0.7665
LINCSCP_19258	Rosiglitazone	0.7649
LINCSCP_18930	Toremifene	0.7645
LINCSCP_12551	SU-11652	0.7532
LINCSCP_310019	BRD-K46284961	0.7449
LINCSCP_133257	CHEMBL1673039	0.7444
LINCSCP_56428	Suloctidil	0.7443
LINCSCP_19426	Trifluoperazine	0.7422
LINCSCP_88802	BIX01294	0.7412
LINCSCP_290633	Amiodarone	0.7342
LINCSCP_57654	KUC104545N	0.7299
LINCSCP_18278	Clomipramine	0.7293
LINCSCP_112287	C30H33N3O5S	0.7275
LINCSCP_12552	SCHEMBL14379041	0.7266
LINCSCP_70013	Vandetanib	0.7248
LINCSCP_88966	NCGC00346967-01	0.7232
LINCSCP_18904	Erythromycin Estolate	0.7229
LINCSCP_33148	Mevastatin	0.7214
LINCSCP_6821	Enclomiphene	0.7198
LINCSCP_129930	BRD-K01425431	0.7184
LINCSCP_6309	ITK Inhibitor	0.718
LINCSCP_20634	BRD-K58191509	0.7155
LINCSCP_29378	CAY10603	0.7141
LINCSCP_99781	BI-2536	0.7139
LINCSCP_14320	GBR12783	0.7107
LINCSCP_13503	GF-109203	0.7075
LINCSCP_18263	GR-55562	0.7069
LINCSCP_22504	Dexrazoxane	0.7039
LINCSCP_9700	KU0060648	0.7034
LINCSCP_15855	MLS000095184	0.703
LINCSCP_131479	rifampicin	0.702
LINCSCP_18074	AC1L1KV5	0.7001
LINCSCP_80138	Nortriptyline	0.6972
LINCSCP_89316	Olaparib	0.6957
LINCSCP_14589	Alpha-Solanine	0.6952
LINCSCP_17975	Cyclopamine	0.692
LINCSCP_112276	GSK-461364	0.6915
