signatureid	compound	similarity
LINCSCP_95609	PHA-793887	-0.3706
LINCSCP_91308	Mitoxantrone	-0.3636
LINCSCP_98743	Trapidil	-0.3503
LINCSCP_14200	Dobutamine	-0.3443
LINCSCP_92854	Gemcitabine	-0.3352
LINCSCP_15469	pyrvinium-pamoate	-0.3251
LINCSCP_89746	Fentiazac	-0.6929
LINCSCP_15659	DASA-58	-0.6416
LINCSCP_13823	Norketamine	-0.6305
LINCSCP_87656	CHEMBL1083527	-0.6122
LINCSCP_14242	ZK-93423	-0.5925
LINCSCP_90956	Verapamil	-0.5914
LINCSCP_15210	NSC23766	-0.5877
LINCSCP_15054	Metyrapone	-0.587
LINCSCP_14915	Clofibrate	-0.5819
LINCSCP_16635	AC1LPBDT	-0.5667
LINCSCP_97898	Enzastaurin	-0.5638
LINCSCP_13865	Jatamansin	-0.5549
LINCSCP_90339	Gimeracil	-0.5511
LINCSCP_95911	(+)-SK&F 10047 hydrochloride	-0.54
LINCSCP_13903	Arachidonamide	-0.5363
LINCSCP_91022	Imiloxan	-0.536
LINCSCP_17475	BRD-K57064803	-0.5322
LINCSCP_15305	Etomoxir	-0.5281
LINCSCP_14259	Flufenamic acid	-0.5255
LINCSCP_91212	BRD-A19795905	-0.5243
LINCSCP_94636	CARGLUMIC ACID	-0.5236
LINCSCP_14245	CHEMBL586058	-0.5224
LINCSCP_15423	Resveratrol	-0.5192
LINCSCP_212126	BRD-K04238564	-0.5188
LINCSCP_211973	CHEMBL2002074	-0.5171
LINCSCP_98094	Pazopanib	-0.517
LINCSCP_16970	YL-53	-0.5148
LINCSCP_88191	Lapatinib	-0.5098
LINCSCP_90866	Naringenin	-0.5072
LINCSCP_15880	MLS000048987	-0.5
LINCSCP_14532	Nefopam	-0.4991
LINCSCP_91467	Warfarin	-0.4983
LINCSCP_13966	SU-6656	-0.4959
LINCSCP_14590	UNII-U7RWT9J78O	-0.4951
LINCSCP_15900	175203-39-1	-0.4918
LINCSCP_95331	paroxetine	-0.4914
LINCSCP_15311	Darinaparsin	-0.4904
LINCSCP_16081	5-Phenethylquinoline-8-ol	-0.4861
LINCSCP_87664	Dovitinib	-0.486
LINCSCP_90778	BRD-A00474148	-0.4849
LINCSCP_88416	SCHEMBL17378613	-0.4843
LINCSCP_87903	Trametinib	-0.4821
LINCSCP_97940	Pimecrolimus	-0.4809
LINCSCP_95216	NCGC00166323-01	-0.4792
LINCSCP_16496	ZINC01181459	-0.4757
LINCSCP_95889	Talnetant	-0.475
LINCSCP_89610	ANISODAMINE HYDROBROMIDE	-0.4739
LINCSCP_15278	Erismodegib	-0.4738
LINCSCP_209941	SMR000390896	-0.4731
LINCSCP_88809	CHEMBL3347630	-0.4726
LINCSCP_89630	MK-2866 (GTx-024)	-0.4716
LINCSCP_17490	BRD-K64106162	-0.4709
LINCSCP_93197	Bopindolol  malonate	-0.4695
LINCSCP_14699	Prochlorperazine	-0.4695
LINCSCP_98991	Alvimopan (monohydrate)	-0.469
LINCSCP_93804	PK-11195	-0.4689
LINCSCP_96524	CX-4945 (Silmitasertib)	-0.4687
LINCSCP_96720	Agomelatine	-0.4679
LINCSCP_91144	LY2801653	-0.4678
LINCSCP_93180	Trimethoprim	-0.4664
LINCSCP_16085	SR-02000000477	-0.4639
LINCSCP_208280	CHEBI:48565	-0.463
LINCSCP_15330	BMS 641988	-0.4626
LINCSCP_99171	Ataluren	-0.4624
LINCSCP_96565	SCHEMBL6851809	-0.4618
LINCSCP_90739	Ergothioneine	-0.4616
LINCSCP_88532	FR-180204	-0.4616
LINCSCP_88643	KU-55933	-0.4614
LINCSCP_15006	Mepireserpate	-0.4614
LINCSCP_14522	Zaldaride	-0.4608
LINCSCP_95171	ABT-199 (GDC-0199)	-0.4604
LINCSCP_90505	Benzthiazide	-0.46
LINCSCP_14258	JTE 013	-0.4596
LINCSCP_17257	SCHEMBL17497315	-0.4581
LINCSCP_14289	NAN-190	-0.4578
LINCSCP_90974	Tipranavir	-0.4574
LINCSCP_93727	Atipamezole (hydrochloride)	-0.4571
LINCSCP_13874	Cdc	-0.4569
LINCSCP_96860	Gatifloxacin	-0.4556
LINCSCP_95804	Tauroursodeoxy cholic acid dihydrate	-0.4535
LINCSCP_93616	Clozapine	-0.4529
LINCSCP_90393	Setiptiline	-0.4527
LINCSCP_15007	BH3I-1&PRIME;	-0.4522
LINCSCP_17251	Robotnikinin	-0.4517
LINCSCP_87874	Ruxolitinib	-0.4505
LINCSCP_92170	Pimasertib	-0.45
LINCSCP_96834	Cabergoline	-0.4494
LINCSCP_99349	Vitamin B12	-0.4493
LINCSCP_89759	Atrasentan (hydrochloride)	-0.449
LINCSCP_90671	GSK962040	-0.4479
LINCSCP_14230	T091317	-0.4477
LINCSCP_209530	FGIN1-27	-0.4476
LINCSCP_91421	AV-412 (free base)	-0.4473
LINCSCP_14920	GR 113808	-0.4459
LINCSCP_16072	KUC104133	-0.4431
LINCSCP_208223	Herniarin	-0.4429
LINCSCP_13920	Talibegron	-0.4429
LINCSCP_89142	CHEMBL1950303	-0.4419
LINCSCP_15666	SCHEMBL13991002	-0.4413
LINCSCP_91094	Iniparib	-0.4411
LINCSCP_15193	Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-	-0.4405
LINCSCP_17379	Tamoxifen	-0.4403
LINCSCP_98258	Nesbuvir	-0.4399
LINCSCP_211124	Dichloroacetic acid	-0.4395
LINCSCP_90472	Perhexiline	-0.4394
LINCSCP_89332	BAY 57-1293	-0.4385
LINCSCP_90150	VGX-1027	-0.4383
LINCSCP_90500	KPT-330	-0.4374
LINCSCP_13637	AC1NQ6YI	-0.4364
LINCSCP_90597	Homochlorcyclizine	-0.4351
LINCSCP_91826	(-)-Tramadol	-0.4347
LINCSCP_89943	Tranilast	-0.4329
LINCSCP_14674	RU-24969	-0.4328
LINCSCP_93506	Caffeine	-0.4326
LINCSCP_97618	Naftifine	-0.4322
LINCSCP_93605	Roquinimex	-0.4315
LINCSCP_89557	Edoxaban	-0.4313
LINCSCP_15890	CHEMBL567331	-0.4304
LINCSCP_15725	CHEMBL1410859	-0.4301
LINCSCP_91048	Latanoprost	-0.4287
LINCSCP_88879	Belinostat	-0.4283
LINCSCP_14205	Ciglitazone	-0.4278
LINCSCP_93557	Lamivudine	-0.4266
LINCSCP_90183	Oxfendazole	-0.4263
LINCSCP_16947	BRD-K15916856	-0.4262
LINCSCP_90998	Propranolol	-0.4257
LINCSCP_15741	SMR000074300	-0.4245
LINCSCP_97235	LACOSAMIDE	-0.4245
LINCSCP_210375	CHEMBL1271323	-0.4224
LINCSCP_13851	Bucladesine	-0.4221
LINCSCP_15410	114798-26-4	-0.4218
LINCSCP_16221	CHEMBL41721	-0.4217
