signatureid	compound	similarity
LINCSCP_93984	LGX818	-0.4962
LINCSCP_94433	Selumetinib	-0.4619
LINCSCP_88052	C24H25CLFN5O3	-0.4559
LINCSCP_95061	Canertinib	-0.4415
LINCSCP_98152	Vandetanib	-0.4407
LINCSCP_89017	CHEMBL3188661	-0.4349
LINCSCP_96163	Telatinib	-0.4245
LINCSCP_16316	BAS 06982646	-0.4171
LINCSCP_13938	CHEMBL453376	-0.4124
LINCSCP_88459	Rebastinib	-0.4093
LINCSCP_97077	Pevonedistat	-0.4074
LINCSCP_87807	SB590885	-0.3925
LINCSCP_209944	FGIN1-27	-0.3888
LINCSCP_87930	Sorafenib	-0.3881
LINCSCP_97345	Ibrutinib (PCI-32765)	-0.3858
LINCSCP_17361	Estrone	-0.3788
LINCSCP_96985	Falnidamol	-0.3757
LINCSCP_96765	Neratinib	-0.3753
LINCSCP_95226	RO4987655	-0.3736
LINCSCP_92270	VRT752271	-0.3685
LINCSCP_212164	MLS003271344	-0.3681
LINCSCP_16729	Pimasertib	-0.3659
LINCSCP_87779	Radicicol	-0.3593
LINCSCP_13825	Carpindolol	-0.3588
LINCSCP_87783	PIK-93	-0.3583
LINCSCP_90951	Dabrafenib	-0.3565
LINCSCP_210663	Flunisolide	-0.3553
LINCSCP_96579	MEK162 (ARRY-162, ARRY-438162)	-0.3551
LINCSCP_211816	331771-20-1	-0.3495
LINCSCP_94319	Lonafarnib	-0.3484
LINCSCP_89257	SCHEMBL15556278	-0.3478
LINCSCP_96490	TAK-285	-0.3465
LINCSCP_96864	CP-724714	-0.3452
LINCSCP_17451	SCHEMBL12410954	-0.3448
LINCSCP_88383	Tyrphostin AG-1478	-0.3427
LINCSCP_90846	Pelitinib	-0.3397
LINCSCP_95109	Varlitinib	-0.3391
LINCSCP_97119	AZD-5438	-0.3362
LINCSCP_97571	SPECTRUM1505012	-0.336
LINCSCP_16794	MLS001203652	-0.3348
LINCSCP_14084	U0126	-0.334
LINCSCP_13695	MEK1/2 Inhibitor	-0.3321
LINCSCP_97540	SPECTRUM_000011	-0.3303
LINCSCP_94082	AT13387	-0.3297
LINCSCP_94765	BIIB 021	-0.3289
LINCSCP_90466	Lapatinib	-0.3286
LINCSCP_211754	KU-55933	-0.3284
LINCSCP_90053	17-DMAG (Alvespimycin) HCl	-0.3263
LINCSCP_16799	BRD-K24214483	-0.3246
LINCSCP_15575	NSC119236	-0.324
LINCSCP_91390	2,2-Dichloro-n-[(1R,2S)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide	-0.4827
LINCSCP_17397	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	-0.4703
LINCSCP_91267	BRD-A31180007	-0.4397
LINCSCP_16910	Tubacin	-0.427
LINCSCP_14670	STK009254	-0.4261
LINCSCP_17535	Dienestrol	-0.4249
LINCSCP_96025	sulmazole	-0.4241
LINCSCP_14751	Ambroxol	-0.4133
LINCSCP_16398	ST50920250	-0.4104
