ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
148022	TICAM1	1.2836	2e-4
90861	HN1L	1.0565	4e-4
10146	G3BP1	0.958	4e-4
23659	PLA2G15	0.8702	6e-4
7416	VDAC1	0.8733	9e-4
10318	TNIP1	0.8937	9e-4
5019	OXCT1	1.085	0.001
55748	CNDP2	0.8715	0.001
226	ALDOA	0.9844	0.001
5867	RAB4A	1.2757	0.001
1212	CLTB	0.8819	0.0012
5971	RELB	0.8977	0.0023
128	ADH5	1.2695	0.0031
10276	NET1	0.9669	0.0037
2048	EPHB2	0.9026	0.0058
5261	PHKG2	0.8926	0.007
10058	ABCB6	0.9512	0.007
84890	ADO	1.1019	0.0084
7088	TLE1	0.9764	0.0087
2810	SFN	0.9523	0.0088
23097	CDK19	1.3571	0.0098
9813	EFCAB14	0.9645	0.0103
9703	KIAA0100	1.2705	0.0109
2309	FOXO3	0.9236	0.0112
8884	SLC5A6	1.2333	0.0125
80758	PRR7	1.2828	0.0164
23386	NUDCD3	0.8832	0.0196
9686	VGLL4	2.0529	0.0258
55604	LRRC16A	1.1214	0.0323
695	BTK	1.083	0.0385
6193	RPS5	1.0165	0.0425
642	BLMH	1.1151	0.049
4846	NOS3	1.0301	0.057
89910	UBE3B	1.9835	0.0593
54915	YTHDF1	1.0955	0.063
63874	ABHD4	0.9003	0.0643
8837	CFLAR	0.9591	0.0703
5743	PTGS2	4.1701	0.0841
4482	MSRA	0.8702	0.1085
55033	FKBP14	1.1317	0.1149
54807	ZNF586	2.9199	0.1217
10451	VAV3	2.8469	0.1228
5993	RFX5	1.4056	0.1403
6304	SATB1	2.4049	0.1617
976	ADGRE5	2.151	0.1638
3909	LAMA3	2.7157	0.1717
3280	HES1	2.7847	0.1726
5909	RAP1GAP	1.9858	0.2264
9448	MAP4K4	1.1452	0.2365
57192	MCOLN1	1.2168	0.2623
64080	RBKS	1.765	0.2903
8821	INPP4B	2.2778	0.2934
9488	PIGB	0.966	0.2954
22887	FOXJ3	1.4804	0.3017
5058	PAK1	1.7684	0.3127
23335	WDR7	1.1798	0.3135
57147	SCYL3	1.0725	0.3241
64428	NARFL	1.5444	0.3584
