Name_GeneSymbol	Value_LogDiffExp
AARS	0.733
ABCB6	0.1676
ABCC5	0.3017
ABCF3	0.3077
ABHD4	0.3206
ACAT2	0.5069
ACBD3	0.3859
ACD	1.2409
ACLY	0.5516
ADAM10	0.7962
ADCK3	0.7232
ADGRG1	0.5397
ADH5	1.0204
ADI1	0.0238
AKAP8L	1.6369
AKR7A2	0.5671
AKT1	0.1884
ALDOA	0.6374
ALDOC	0.4406
ANO10	3.1067
ANXA7	0.4223
APPBP2	0.2843
ARFIP2	0.0071
ARHGAP1	0.2112
ARID5B	1.9108
ARPP19	0.327
ASCC3	0.7003
ATF6	1.2086
ATG3	0.2306
ATP2C1	0.3996
ATP6V0B	0.0151
AURKA	0.5772
AURKB	0.1687
B4GAT1	0.7556
BACE2	0.7297
BCL2	0.2222
BDH1	0.8547
BECN1	0.1435
BHLHE40	0.369
BID	0.2806
BIRC2	0.6098
BIRC5	0.5514
BLCAP	0.5259
BLMH	0.7577
BMP4	0.2672
BNIP3L	0.7788
BZW2	0.6792
C2CD2L	0.2317
C5	0.0282
CALM3	0.3748
CANT1	0.105
CAPN1	0.1611
CASC3	0.7539
CASK	0.4878
CASP3	4.4691
CASP7	0.3403
CAT	0.3827
CBR1	1.1232
CBR3	0.6247
CCDC85B	0.2044
CCNA2	1.2076
CCND1	0.7483
CCNF	0.6201
CCP110	0.3174
CD320	0.3746
CD40	1.03
CDC20	0.7977
CDC25A	0.6739
CDC25B	0.3493
CDCA4	0.6264
CDK1	0.43120000000000003
CDK2	0.4441
CDK4	1.1146
CDK5R1	0.2832
CDK6	0.1272
CDKN1A	0.0263
CDKN2A	0.1171
CEBPA	0.5256
CEBPD	0.493
CEBPZ	0.2519
CENPE	0.0628
CERK	0.2143
CETN3	0.3612
CFLAR	3.12
CGRRF1	0.324
CHAC1	0.2137
CHEK1	1.0343
CHEK2	3.8735
CHMP6	0.5186
CIAPIN1	0.4456
CLPX	0.3565
CLTB	0.0721
CLTC	1.5234
CNDP2	0.2853
CNPY3	0.5993
COG2	0.3209
COG4	0.9783
COPB2	0.5932
COPS7A	0.262
CPSF4	0.036
CREG1	0.6791
CRYZ	0.1057
CSK	0.496
CSNK1A1	0.6209
CSNK2A2	0.221
CTNNAL1	0.6285
CYB561	0.5214
DAG1	0.0853
DCK	0.0081
DCTD	0.8394
DCUN1D4	0.1637
DDB2	0.5906
DDIT4	0.148
DDR1	0.5889
DDX10	0.4303
DDX42	0.203
DENND2D	1.0041
DFFB	0.0315
DHX29	0.0269
DLD	0.1193
DNAJB1	0.2652
DNM1	0.4847
DNTTIP2	0.2529
DPH2	0.7818
DSG2	0.3373
DUSP14	0.0224
DUSP22	0.9324
DUSP3	0.0642
EBP	0.6972
ECD	0.3008
ECH1	0.2496
EED	0.843
EFCAB14	0.1858
EGR1	0.9475
EIF4EBP1	0.9287
EIF5	0.4558
ELAVL1	0.9824
ELOVL6	0.0243
ENOPH1	0.6855
ENOSF1	0.6884
EPRS	0.8863
ERBB2	0.1479
ERO1L	0.4008
ETFB	0.911
EVL	0.3423
EZH2	0.1591
FAH	0.9332
FAM20B	0.2797
FAM57A	0.6262
FAS	0.202
FASTKD5	0.2325
FBXL12	0.0877
FBXO11	3.068
FBXO7	0.8232
FDFT1	0.1201
FEZ2	0.2052
FGFR4	0.0587
FOS	0.5507
FOSL1	0.7973
FPGS	0.1905
FYN	0.2355
FZD1	1.3581
FZD7	0.0904
GAA	0.241
GADD45B	0.2859
GALE	0.2571
GAPDH	0
GATA2	0.10780000000000001
GFPT1	0.2864
GHR	1.0241
GLOD4	0.262
GNA11	0.1685
GNPDA1	0.5872
GPATCH8	0.0691
GPER1	3.0041
GRWD1	0.3741
GSTZ1	0.3242
GTF2A2	0.3438
GTF2E2	0.5352
HDAC2	1.0348
HDGFRP3	0.1085
HEATR1	0.3242
HK1	0.8223
HLA-DMA	0.3572
HMOX1	0.9628
HN1L	1.2089
HPRT1	0.5479
HSD17B10	0.7283
HSPA8	0.8086
HSPB1	0.3107
HSPD1	0.269
HTATSF1	0.2303
IARS2	0.9808
ICAM3	1.2196
ICMT	0.0699
ID2	0.9817
IER3	0.4763
IGHMBP2	0.0019
IKBKAP	0.0772
IKZF1	3.4115
IL4R	0.0222
ILK	0.2629
INPP1	0.3733
INPP4B	0.2591
INSIG1	0.0196
INTS3	0.1259
ITGB5	0.4
JADE2	0.3668
JMJD6	0.0793
KAT6B	0.6292
KCNK1	0.2944
KCTD5	0.5899
KDELR2	0.4871
KDM3A	0.3406
KDM5B	0.3246
KEAP1	0.1311
KIAA0100	0.2106
KIAA0196	0.6395
KIAA0355	0.4428
KIAA0907	0.1381
KIF1BP	0.0364
KIF20A	0.2569
KIF2C	0.7003
KIF5C	0.5197
KIT	0.1865
LAGE3	0.9299
LAMA3	0.3999
LAP3	0.6253
LGALS8	1.1062
LGMN	0.1609
LIG1	1.5938
LIPA	0.329
LOXL1	0.8034
LPAR2	0.0174
LYN	0.3012
LYPLA1	0.5842
LYRM1	0.5705
MACF1	0.1197
MALT1	1.6725
MAN2B1	0.6311
MAP2K5	0.2322
MAP3K4	0.4525
MAP4K4	0.6715
MAP7	0.7082
MAPK13	0.5404
MAPK1IP1L	0.5417
MAPKAPK3	1.0069
MAPKAPK5	0.0604
MAST2	2.1116
MBNL2	0.1406
MBTPS1	0.5
MCM3	1.08
MCOLN1	0.0596
MCUR1	0.1759
ME2	0.6547
MEF2C	3.7013
MELK	0.0064
METRN	7.0874
MICALL1	0.236
MIF	0.2245
MLEC	0.8996
MNAT1	0.1316
MRPL12	1.4706
MRPS16	0.455
MSH6	0.8705
MSRA	1.3023
MTA1	0.1002
MTERF3	0.5803
MTHFD2	0.5545
MUC1	0.8632
MYBL2	0.1792
MYC	0.7548
MYCBP	0.9155
MYLK	0.7457
MYO10	0.1344
NCAPD2	0.9186
NCK1	0.1482
NENF	0.2826
NGRN	0.9878
NIPSNAP1	0.2599
NMT1	0.1495
NNT	0.0486
NOLC1	0.1751
NOS3	0.25
NOSIP	0.2918
NPC1	0.6015
NPDC1	0.1753
NPRL2	0.6142
NR2F6	0.7736
NR3C1	3.2299
NRAS	0.8049
NRIP1	0.7478
NUDCD3	0.4761
NUDT9	0.2909
NUP62	0.2265
NUP85	0.5004
NUP93	0.3009
NUSAP1	0.6761
NVL	0.1123
OXA1L	0.4771
OXSR1	0.0669
P4HA2	0.7429
P4HTM	0.0429
PAF1	0.8055
PAFAH1B1	0.0541
PAFAH1B3	0.4676
PAICS	1.2488
PAK1	0.2112
PAK4	0.5899
PARP1	0.16
PCBD1	0.8297
PCCB	0.1872
PCM1	0.7731
PCMT1	0.0258
PDIA5	0.8642
PDS5A	0.4769
PECR	0.1863
PEX11A	0.4995
PFKL	0.5185
PGAM1	1.1256
PGM1	1.0536
PGRMC1	0.3115
PHGDH	0.1715
PHKB	0.0847
PIK3C2B	0.0217
PIK3R3	0.7396
PIK3R4	1.0302
PIN1	1.0566
PIP4K2B	1.056
PLA2G15	0.5704
PLEKHJ1	0.4705
PLK1	1.0187
PLOD3	0.216
PNP	1.4791
POLB	0.1058
POLE2	0.3265
POLG2	0.1978
POLR2I	0.0113
POP4	1.0484
PPARG	0.8917
PPP2R3C	0.4369
PPP2R5A	0.309
PRCP	0.2149
PRKAG2	0.275
PRKCD	0.5662
PRKCH	0.7292
PROS1	1.9052
PRPF4	0.2238
PRR7	1.1093
PRUNE	0.6974
PSIP1	0.5413
PSMB8	0.3081
PSMD10	0.9943
PSMD2	0.4048
PSMD4	0.3985
PSMD9	2e-4
PSME1	0.6102
PSME2	0.4319
PSMG1	0.1824
PSRC1	0.6401
PTGS2	0.6075
PTK2	0.5106
PTPN1	0.4301
PTPN12	0.5724
PTPN6	0.1454
PUF60	0.8374
PXMP2	0.1086
PYCR1	0.5722
PYGL	0.0788
RAB27A	0.5769
RAB4A	0.28
RAC2	0.1823
RAD51C	0.147
RAD9A	0.6533
RAE1	0.4252
RALB	1.3413
RASA1	0.3208
RB1	0.6536
RBKS	0.4221
REEP5	1.4474
RFC2	0.4503
RFX5	0.1538
RHEB	0.1821
RHOA	0.8605
RNF167	0.4494
RNMT	0.3462
RNPS1	1.0336
RPA1	0.2993
RPA3	0.2379
RPIA	0.9802
RPL39L	6.4175
RPS5	1.0536
RPS6	0
RRAGA	0.3483
RRP12	1.4254
RRP1B	0.2934
RRP8	0.5648
RSU1	1.1963
RUVBL1	0.5458
S100A13	0.1967
S100A4	0.1292
SATB1	0.4065
SCAND1	0.288
SCARB1	0.2526
SCCPDH	0.6134
SCP2	0.4546
SCRN1	0.1253
SCYL3	0.8055
SDHB	0.5951
SENP6	0.7466
SESN1	0.1264
SGCB	0.4698
SIRT3	4.0825
SKP1	0.038
SLC11A2	0.1683
SLC1A4	0.2781
SLC25A46	0.4876
SLC35B1	0.2858
SLC35F2	0.0725
SLC37A4	0.1662
SLC5A6	0.161
SMARCA4	0.4314
SMARCD2	1.025
SMC1A	0.3354
SMC3	0.1293
SMC4	0.2902
SNAP25	2.8023
SNX11	0.4755
SNX6	0.382
SPAG4	0.0792
SPEN	0.044
SPP1	3.4357
SPR	0.0074
SPTAN1	0.5138
SPTLC2	0.0506
SQSTM1	0.6128
SRC	0.1874
ST7	0.4814
STAMBP	0.6961
STAT5B	0.5802
STMN1	0.1545
STUB1	0.345
STX1A	0.189
STXBP2	0.6386
SUPV3L1	0.0436
SUV39H1	0.4912
SYK	0.4427
SYNGR3	0.7262
SYPL1	0.9562
TARBP1	0.2269
TATDN2	0.7489
TBPL1	0.025
TCERG1	0.45
TCFL5	0.8224
TERT	0.2369
TEX10	0.0669
TFDP1	0.5945
TGFBR2	3.5482
THAP11	0.0382
TIAM1	2.4949
TICAM1	0.5879
TIMELESS	0.6002
TIMM22	1.4579
TIPARP	0.8471
TLE1	0.1374
TLR4	0.6149
TM9SF3	0.9214
TMED10	0.7962
TMEM109	0.67
TMEM2	0.2104
TMEM5	0.4622
TMEM97	0.8065
TNFRSF21	0.0941
TOMM34	0.1601
TOMM70A	0.5189
TOP2A	0.3917
TP53	0.7691
TP53BP1	0.1217
TP53BP2	0.1159
TPD52L2	0.0323
TPM1	0.556
TRAP1	0.5384
TRAPPC3	0.1815
TRAPPC6A	0.0148
TRIM2	0.0299
TSEN2	0.0942
TSKU	0.8108
TSPAN3	0.5466
TSPAN4	0.4602
TSPAN6	0.0688
TSTA3	0.4804
TUBB6	0.2546
TXNDC9	0.2655
TXNRD1	0.6566
UBE2A	0.0105
UBE2C	1.1621
UBE3C	0.1094
UBR7	0.3609
UFM1	0.0668
USP1	0.6935
USP14	0.0839
USP22	0.2609
USP7	0.5032
UTP14A	0.2831
VAPB	0.0436
VAT1	1.0317
VAV3	0.1966
VDAC1	0.6379
VPS72	0.4239
WDR61	0.4238
WFS1	0.3729
WRB	0.0066
XBP1	1.0024
XPNPEP1	0.3172
XPO7	0.2976
YKT6	0.6966
YME1L1	0.6989
ZDHHC6	0.9839
ZMYM2	0.1504
ZNF131	0.3445
ZNF318	0.5179
ZNF589	0.3305
