signatureid	compound	similarity
LINCSCP_14163	Dihydrorobustic acid	-0.4826
LINCSCP_14339	BIO2_000330	-0.4815
LINCSCP_97150	Glycopyrrolate	-0.4699
LINCSCP_88340	CHEMBL3182395	-0.4686
LINCSCP_210267	CHEMBL461622	-0.4657
LINCSCP_95233	Mirtazapine	-0.4584
LINCSCP_13653	AC1L1E8W	-0.4566
LINCSCP_13766	MRS 1754	-0.4556
LINCSCP_15457	SJ 172550	-0.4555
LINCSCP_97262	REV-5901	-0.455
LINCSCP_90545	Nitrendipine	-0.4545
LINCSCP_15729	MLS001065847	-0.4506
LINCSCP_14502	Telmisartan	-0.4505
LINCSCP_96945	Amantadine	-0.4446
LINCSCP_95208	wiskostatin	-0.4438
LINCSCP_98150	TIBOLONE	-0.4415
LINCSCP_15463	BMS 191011	-0.4376
LINCSCP_89260	SCHEMBL15556278	-0.4363
LINCSCP_15329	NU1025	-0.4363
LINCSCP_13888	Cimetidine	-0.4353
LINCSCP_88983	GSK429286A	-0.4343
LINCSCP_16046	CHEMBL1271011	-0.4311
LINCSCP_15596	BMS 641988	-0.4306
LINCSCP_13843	N-Methyltropan-3-yl 2-(4-bromophenyl)propionate	-0.4256
LINCSCP_211587	BRD-K35669573	-0.4221
LINCSCP_14176	Felbamate	-0.4217
LINCSCP_95275	Lodoxamide	-0.42
LINCSCP_15396	GSK-2334470	-0.4197
LINCSCP_14415	SEW2871	-0.4183
LINCSCP_15313	AC1NSM0X	-0.4182
LINCSCP_16146	Naproxen	-0.4182
LINCSCP_208868	Hydrastine	-0.4181
LINCSCP_16501	AC1O1EQ5	-0.4167
LINCSCP_15458	AC55649	-0.4155
LINCSCP_212946	Robotnikinin	-0.4155
LINCSCP_14406	Xanthoxylin	-0.4154
LINCSCP_211200	Alosetron	-0.4149
LINCSCP_89688	Papaverine	-0.414
LINCSCP_88278	TPCA-1	-0.4137
LINCSCP_87755	Seliciclib	-0.4132
LINCSCP_90152	VGX-1027	-0.4099
LINCSCP_14351	Bicalutamide	-0.4096
LINCSCP_14265	Lysylphenylalanyltyrosine	-0.409
LINCSCP_15322	Valproic acid	-0.409
LINCSCP_14972	CHEMBL128444	-0.4088
LINCSCP_94609	Diclofensine (hydrochloride)	-0.4082
LINCSCP_94270	[Met5]-ENKEPHALIN	-0.4077
LINCSCP_14428	4-Chloro-2-(imidazolin-2-yl)isoindoline	-0.4072
LINCSCP_14792	Buspirone	-0.405
LINCSCP_94184	Cariprazine	-0.4038
LINCSCP_16184	Lamivudine	-0.4029
LINCSCP_88270	Amuvatinib	-0.4029
LINCSCP_96758	IDOXURIDINE	-0.4028
LINCSCP_13819	7-OH-PIPAT	-0.4022
LINCSCP_96933	alizapride	-0.4017
LINCSCP_87628	AZD-1152-HQPA	-0.4
LINCSCP_13801	DMP-543	-0.3995
LINCSCP_88358	OSI-930	-0.3995
LINCSCP_211605	ST50903421	-0.3982
LINCSCP_15093	Isoolomoucine	-0.3965
LINCSCP_17233	SCHEMBL17497838	-0.3931
LINCSCP_90108	MILTEFOSINE [5mM]	-0.3913
LINCSCP_14735	Famciclovir	-0.3912
LINCSCP_91537	Genistein	-0.3895
