signatureid	compound	similarity
LINCSCP_126358	114798-26-4	1
LINCSCP_95296	Cilostazol	0.7407
LINCSCP_160078	Palovarotene	0.7086
LINCSCP_122950	Triclosan	0.6756
LINCSCP_142791	SPECTRUM1505012	0.6718
LINCSCP_123841	SDZ-201106	0.6706
LINCSCP_104990	Trimethoprim	0.6591
LINCSCP_120585	Andarine	0.633
LINCSCP_92787	STOCK1N-09285	0.6326
LINCSCP_93044	PSI-7977	0.6259
LINCSCP_121558	376348-65-1, Uk-427857, uk427857	0.6239
LINCSCP_76664	AS-605240	0.6181
LINCSCP_202848	Nicardipine	0.6146
LINCSCP_177928	KUC104218	0.6131
LINCSCP_74817	Minoxidil	0.6129
LINCSCP_122758	Ubenimex	0.6118
LINCSCP_119876	Castanospermine	0.611
LINCSCP_120828	AZD4547	0.6106
LINCSCP_92928	Nepafenac	0.6092
LINCSCP_138023	Swainsonine	0.6076
LINCSCP_202856	Zileuton	0.6072
LINCSCP_138010	Alaproclate	0.6034
LINCSCP_139694	Aminolevulinic acid	0.5978
LINCSCP_92645	YM 976	0.5932
LINCSCP_76656	Curcumin	0.593
LINCSCP_116402	SB590885	0.5917
LINCSCP_108870	Zafirlukast	0.5914
LINCSCP_97557	Diazoxide	0.5907
LINCSCP_143198	Isradipine	0.5893
LINCSCP_120896	chlormadinone-acetate	0.5879
LINCSCP_124219	Dipraglurant	0.5874
LINCSCP_124794	Telatinib	0.581
LINCSCP_93028	Nicotine	0.5797
LINCSCP_173703	Ercalcitriol	0.5779
LINCSCP_121722	Voriconazole	0.5772
LINCSCP_103553	Sulfadoxine	0.5767
LINCSCP_116519	Sorafenib	0.5761
LINCSCP_108937	GDC-0152	0.5751
LINCSCP_92616	BRD-K00248354	0.5751
LINCSCP_137844	Cisapride	0.5745
LINCSCP_49317	BRD-K54343811	0.5699
LINCSCP_171508	RASAGILINE	0.5652
LINCSCP_155236	Temoporfin	0.5641
LINCSCP_140338	Prazosin	0.5622
LINCSCP_92934	Ixabepilone	0.5621
LINCSCP_125545	Phorbol Myristate Acetate	0.5596
LINCSCP_155634	Ketotifen	0.5594
LINCSCP_170910	LY451395	0.5592
LINCSCP_109854	Phentolamine	0.5587
LINCSCP_125565	alizapride	0.5583
LINCSCP_74248	amisulpride	0.558
LINCSCP_121800	Bopindolol  malonate	0.5573
LINCSCP_121788	Moclobemide	0.5555
LINCSCP_125242	Loratadine	0.5552
LINCSCP_118987	Dolutegravir (GSK1349572)	0.5547
LINCSCP_92773	Meisoindigo	0.5542
LINCSCP_125398	Novobiocin	0.5525
LINCSCP_122441	(E)-5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid	0.5502
LINCSCP_122062	Amoxapine	0.5494
LINCSCP_137898	Rimonabant	0.5493
LINCSCP_138044	Rilmenidine	0.5487
LINCSCP_161499	Telmisartan	0.5452
LINCSCP_124964	Bimatoprost	0.5444
LINCSCP_137736	Tipiracil (hydrochloride)	0.5434
LINCSCP_202965	Tipifarnib	0.5433
LINCSCP_173490	Nemonapride	0.5433
LINCSCP_41820	SCHEMBL6851809	0.5412
LINCSCP_87488	MGCD-265	0.5409
LINCSCP_75355	Paroxetine	0.5403
LINCSCP_139714	Mebendazole	0.5399
LINCSCP_74658	Luteolin	0.5399
LINCSCP_231739	BRD-K30282337	0.5394
LINCSCP_160408	BAY 87-2243	0.5385
LINCSCP_74455	Altrenogest	0.5341
LINCSCP_137005	(-)-Tramadol	0.5341
LINCSCP_111003	Ataluren	0.5335
LINCSCP_174142	Cyclosporin A	0.5311
LINCSCP_122514	Cholic acid	0.5309
LINCSCP_121817	Labetalol	0.5306
LINCSCP_122974	SCH-28080	0.5295
LINCSCP_136625	Meptazinol	0.5277
LINCSCP_111132	Bretazenil	0.5265
LINCSCP_41086	BRD-K21374126	0.5248
LINCSCP_169797	Berberine	0.5245
LINCSCP_168819	Halofantrine	0.5234
LINCSCP_121860	omeprazole	0.5233
LINCSCP_70523	Dasatinib	0.5229
LINCSCP_74799	CPI-613	0.5215
LINCSCP_157552	Paricalcitol	0.5215
LINCSCP_121592	Nebivolol	0.5209
LINCSCP_123634	OTSSP167	0.5206
LINCSCP_123830	Ethacrynic acid	0.5203
LINCSCP_80730	TEMAZEPAM	0.5202
LINCSCP_149382	SCHEMBL15556278	0.5201
LINCSCP_106737	Etoricoxib	0.52
LINCSCP_128416	OSI-930	0.5197
LINCSCP_41811	5-(6-Aminopurin-9-yl)-2-methyltetrahydrofuran-3-ol	0.5194
LINCSCP_161004	Atenolol	0.5192
