signatureid	compound	similarity
LINCSCP_120239	Ritonavir	0.6178
LINCSCP_104966	Tebipenem Pivoxil	0.6077
LINCSCP_169465	ZIDOVUDINE [AZT]	0.5882
LINCSCP_172647	SDZ NKT 343	0.5871
LINCSCP_25691	Sirolimus	0.587
LINCSCP_75164	RG2833 (RGFP109)	0.5789
LINCSCP_95974	Ivermectin	0.5622
LINCSCP_119540	Mibefradil	0.5585
LINCSCP_121415	R428	0.5501
LINCSCP_125761	Cyclosporin A	0.5497
LINCSCP_124781	FK888	0.5476
LINCSCP_122944	Lonafarnib	0.545
LINCSCP_147618	SB525334	0.5432
LINCSCP_117199	Vandetanib	0.5388
LINCSCP_156289	Penfluridol	0.5372
LINCSCP_25469	CHEMBL258148	0.5317
LINCSCP_124139	282089-49-0	0.5255
LINCSCP_25290	Fluphenazine	0.5245
LINCSCP_118835	Clofarabine	0.5217
LINCSCP_166289	TIE2 Kinase Inhibitor	0.5185
LINCSCP_146011	CHEMBL552425	0.5184
LINCSCP_170070	Rilpivirine	0.5172
LINCSCP_126436	Fluspirilene	0.5165
LINCSCP_55636	Cyclosporine	0.5163
LINCSCP_25625	CAY10618	0.5154
LINCSCP_25896	MLS000095184	0.5149
LINCSCP_25739	Skiii	0.5126
LINCSCP_132390	Seliciclib	0.509
LINCSCP_147912	Epigalocatechin Gallate	0.508
LINCSCP_13476	BMS-754807	0.507
LINCSCP_28348	CHEMBL2361021	0.5066
LINCSCP_25766	MLS003448149	0.5043
LINCSCP_28211	CHEMBL2355935	0.5004
LINCSCP_73945	Amlexanox	0.4996
LINCSCP_27222	BRD-K51556300-001-01-9	0.4995
LINCSCP_123821	Lidoflazine	0.4986
LINCSCP_66784	Vorinostat	0.4983
LINCSCP_29365	CAY-10594	0.4939
LINCSCP_122087	Epitiostanol	0.4897
LINCSCP_154879	Temsirolimus (CCI-779, NSC 683864)	0.4891
LINCSCP_25389	NUTLIN 3	0.4869
LINCSCP_120317	Amitriptyline	0.4852
LINCSCP_28239	CHEMBL2356381	0.4839
LINCSCP_168740	CHEMBL179288	0.4838
LINCSCP_28327	BRD-K01497355	0.4828
LINCSCP_103127	Moricizine	0.4828
LINCSCP_122566	Dexniguldipine	0.4811
LINCSCP_120347	Trifluoperazine	0.4804
LINCSCP_96060	SPECTRUM_000403	0.4801
LINCSCP_121349	MK-0812	0.4793
LINCSCP_27236	CHEMBL3109370	0.4793
LINCSCP_122259	Efaproxiral Sodium	0.4787
LINCSCP_68496	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	0.4778
LINCSCP_25555	ABT737	0.4736
LINCSCP_88947	GSK-J2	0.4727
LINCSCP_27777	SA-1921456	0.4723
LINCSCP_122308	Paroxetine	0.4722
LINCSCP_120054	Sorafenib	0.4716
LINCSCP_120407	Cobicistat (GS-9350)	0.4699
LINCSCP_145524	SCHEMBL1564574	0.4697
LINCSCP_132150	WH-4-025	0.4694
LINCSCP_127018	Tandutinib	0.4692
LINCSCP_119072	Perhexiline	0.4685
LINCSCP_110353	BX471	0.4665
LINCSCP_117849	MGCD-265	0.4661
LINCSCP_121643	Dronedarone HCl	0.4657
LINCSCP_637	ZINC01050121	0.4654
LINCSCP_25858	MLS002703105	0.4648
LINCSCP_126082	Duloxetine	0.4647
LINCSCP_46070	Oligomycin C	0.4638
LINCSCP_127948	Netupitant	0.4637
LINCSCP_127042	Chlorpromazine	0.4625
LINCSCP_28261	BRD-K49111930	0.4622
LINCSCP_28278	BRD-K68319707	0.4621
LINCSCP_123277	Loperamide	0.4611
LINCSCP_116989	Dacomitinib	0.4604
LINCSCP_170201	PF-04691502	0.4601
LINCSCP_92211	Flutamide	0.4598
LINCSCP_152330	VX-745	0.4596
LINCSCP_28300	BRD-K79758054	0.4596
LINCSCP_35577	Entinostat	0.4566
LINCSCP_127115	Nortriptyline	0.4565
LINCSCP_120617	Amodiaquine	0.4561
LINCSCP_109906	EX527	0.4555
LINCSCP_146717	KU-55933	0.4552
LINCSCP_25563	CID-2858522	0.4546
LINCSCP_25411	BRD-A43331270-001-01-6	0.4545
LINCSCP_36138	O-Demethylated Adapalene	0.4524
LINCSCP_25283	E6 Berbamine	0.4505
LINCSCP_4324	Thioridazine	0.4504
LINCSCP_26226	SR-02000000367	0.4502
LINCSCP_25243	SPECTRUM_000011	0.4502
LINCSCP_25624	PF750	0.448
LINCSCP_25444	Pimozide	0.4475
LINCSCP_127648	GSK-461364	0.4474
LINCSCP_22419	BRD-K76938712	0.4472
LINCSCP_83807	SB-203580	0.4471
LINCSCP_74181	Cimetidine	0.4466
LINCSCP_125944	Golvatinib (E7050)	0.446
LINCSCP_25234	8-Cyclohexyl-2,3,3a,4,5,6-hexahydro-1H-pyrazino[3,2,1-jk]carbazole	0.4452
LINCSCP_157439	Clofazimine	0.4448
LINCSCP_25998	MLS002703104	0.4434
LINCSCP_124650	Desmopressin	0.4433
LINCSCP_25574	KO143	0.4422
LINCSCP_123492	Vortioxetine (Lu AA21004) HBr	0.442
LINCSCP_92935	Ixabepilone	0.4419
LINCSCP_118647	Fluoxetine	0.4418
LINCSCP_25170	Penitrem A	0.4416
LINCSCP_27052	PD 102807	0.4412
LINCSCP_28249	BRD-K39597586	0.4411
LINCSCP_233887	2-(4-(4-Chloro-1,2-diphenylbut-1-en-1-yl)phenoxy)-n,n-dimethylethanamine	0.4406
