Name_GeneSymbol	Value_LogDiffExp
ABCB6	-1.0615
ACAT2	-2.568
ACD	-1.9112
APP	-1.3189
ARNT2	-1.7895
ASAH1	-1.2895
BACE2	-1.5221
BAX	-1.5311
CAMSAP2	-1.0723
CAST	-1.6068
CCNE2	-1.059
CD320	-2.1016
CD40	-1.1451
CEP57	-1.1355
CHEK1	-1.0121
COL4A1	-1.1731
CORO1A	-1.1653
CRELD2	-1.0851
DECR1	-1.0943
DFFA	-1.0855
EDN1	-1.1708
FBXO21	-1.2244
FKBP4	-1.1466
G3BP1	-1.6751
GNAI1	-1.2673
GPC1	-1.2029
HACD3	-1.3128
HDGFRP3	-1.3916
IFNAR1	-1.2878
IGFBP3	-1.0445
IKZF1	-1.1594
KIAA0753	-1.0007
KIT	-1.8005
LGALS8	-1.2274
LRRC41	-1.4594
MIF	-1.3814
MKNK1	-1.8252
MRPS2	-2.7707
MTF2	-1.6002
MYL9	-1.5829
NIT1	-1.0759
NPDC1	-1.0439
NT5DC2	-1.5631
NVL	-1.3106
PAFAH1B3	-1.1098
PAPD7	-1.4454
PHKG2	-1.193
POP4	-2.2453
PRKACA	-1.3315
PSMF1	-1.241
PTPRK	-2.1917
RAP1GAP	-1.007
RB1	-1.101
REEP5	-1.517
RGS2	-1.6006
RPS6KA1	-2.1457
SERPINE1	-1.1331
SH3BP5	-1.0628
SHB	-1.2037
SNX7	-1.3182
SOCS2	-1.2722
SOX4	-1.1584
STAP2	-1.1793
TFAP2A	-1.1518
TLR4	-2.8428
TRIB1	-2.4324
TRIB3	-2.6939
TRIM2	-1.0502
UFM1	-1.0615
UGDH	-1.561
ZNF586	-1.0519
