ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
51599	LSR	-3.2347	1e-4
6118	RPA2	-1.4421	0.0074
10559	SLC35A1	-1.327	0.0102
1459	CSNK2A2	-1.5891	0.0111
51160	VPS28	-1.6245	0.0168
26064	RAI14	-1.5269	0.0177
9695	EDEM1	-1.1124	0.0186
843	CASP10	-1.3276	0.0194
23368	PPP1R13B	-1.4529	0.0196
1647	GADD45A	-1.4896	0.0206
375346	TMEM110	-1.1018	0.0209
9261	MAPKAPK2	-1.6796	0.0209
2958	GTF2A2	-1.3652	0.021
23	ABCF1	-1.5956	0.0229
2131	EXT1	-1.0746	0.0233
3725	JUN	-1.063	0.0239
5257	PHKB	-1.2618	0.0241
6464	SHC1	-1.1291	0.0242
79947	DHDDS	-1.0704	0.0249
4232	MEST	-1.636	0.0251
10362	HMG20B	-1.8015	0.0256
54438	GFOD1	-1.2392	0.0264
200734	SPRED2	-3.0428	0.0264
5566	PRKACA	-1.1287	0.0274
57192	MCOLN1	-1.0561	0.0276
644	BLVRA	-1.3317	0.0281
9917	FAM20B	-1.501	0.0288
5290	PIK3CA	-1.0915	0.029
9246	UBE2L6	-1.0978	0.0294
5880	RAC2	-1.4908	0.0296
4925	NUCB2	-1.3032	0.03
91949	COG7	-1.1547	0.0305
6988	TCTA	-1.1218	0.0307
9289	ADGRG1	-1.0206	0.0317
10782	ZNF274	-1.0089	0.0317
51382	ATP6V1D	-1.7105	0.0319
6804	STX1A	-1.0905	0.032
5743	PTGS2	-1.0269	0.0334
836	CASP3	-1.2323	0.0338
5601	MAPK9	-1.3536	0.0338
5873	RAB27A	-1.0393	0.0344
1282	COL4A1	-1.3227	0.0354
5588	PRKCQ	-1.0334	0.0368
27242	TNFRSF21	-1.0167	0.037
57761	TRIB3	-5.1885	0.0372
6194	RPS6	-1.6516	0.0376
2288	FKBP4	-1.0648	0.0385
5607	MAP2K5	-1.3119	0.0387
6050	RNH1	-1.2822	0.0393
960	CD44	-1.1893	0.0398
23142	DCUN1D4	-1.8816	0.0405
351	APP	-1.1267	0.0405
949	SCARB1	-1.1966	0.0406
6253	RTN2	-2.1936	0.0412
1635	DCTD	-1.1543	0.0413
4313	MMP2	-1.04	0.0414
23200	ATP11B	-1.2876	0.0423
4817	NIT1	-1.1402	0.0429
5836	PYGL	-1.496	0.0432
5321	PLA2G4A	-1.3315	0.0458
958	CD40	-1.0857	0.0463
11000	SLC27A3	-1.0381	0.0468
847	CAT	-1.3167	0.0472
2523	FUT1	-1.1837	0.0488
4616	GADD45B	-1.8317	0.0501
8870	IER3	-5.0227	0.0502
6810	STX4	-1.2638	0.0514
4208	MEF2C	-1.0977	0.0521
9697	TRAM2	-1.0712	0.053900000000000003
701	BUB1B	-1.2198	0.0554
388650	FAM69A	-1.4851	0.0557
9805	SCRN1	-1.257	0.0602
10494	STK25	-1.1091	0.0625
51024	FIS1	-1.6074	0.0633
994	CDC25B	-4.0108	0.0638
64428	NARFL	-1.2682	0.0655
4931	NVL	-1.0048	0.0658
11284	PNKP	-1.0915	0.0694
7376	NR1H2	-1.0395	0.0721
51466	EVL	-2.7686	0.0748
9552	SPAG7	-1.1245	0.0813
6009	RHEB	-1.1486	0.0968
11182	SLC2A6	-1.1444	0.0983
1001	CDH3	-1.0158	0.1014
51569	UFM1	-1.8096	0.1059
1022	CDK7	-1.2999	0.12
5092	PCBD1	-1.527	0.1267
10049	DNAJB6	-1.1321	0.1277
6603	SMARCD2	-1.2275	0.1337
11065	UBE2C	-1.3535	0.1474
23244	PDS5A	-1.1014	0.1697
85236	HIST1H2BK	-1.4488	0.1812
79961	DENND2D	-1.9792	0.2509
2625	GATA3	-1.4626	0.301
