Name_GeneSymbol	Value_LogDiffExp
AARS	1.6981
ABCB6	-0.6698
ABCC5	1.8903
ABCF1	0.785
ABCF3	1.6111
ABHD4	1.0517
ABHD6	-1.1718
ABL1	0.6567
ACAA1	-0.4892
ACAT2	0.2002
ACBD3	1.0663
ACD	-1.0587
ACLY	-0.3016
ACOT9	0.1096
ADAM10	-0.0427
ADAT1	-1.0107
ADCK3	-0.7633
ADGRE5	1.2217
ADGRG1	-0.8424
ADH5	-0.6042
ADI1	1.2593
ADO	1.6748
ADRB2	-0.7484
AGL	0.36
AKAP8	0.244
AKAP8L	0.8732
AKR7A2	0.0662
AKT1	0.822
ALAS1	-1.1822
ALDH7A1	-0.6626
ALDOA	-0.0116
ALDOC	-0.4534
AMDHD2	-0.0302
ANKRD10	0.5366
ANO10	0.666
ANXA7	1.5013
APBB2	-0.5884
APOE	-1.3233
APP	0.6784
APPBP2	0.305
ARFIP2	0.4824
ARHGAP1	0.3782
ARHGEF12	-0.7104
ARHGEF2	-1.116
ARID4B	-0.1565
ARID5B	1.3589
ARL4C	-1.196
ARNT2	-0.7038
ARPP19	0.8934
ASAH1	-0.4435
ASCC3	1.069
ATF1	0.8424
ATF5	-0.7958
ATF6	-1.0309
ATG3	-0.5672
ATMIN	1.5529
ATP11B	-0.7164
ATP1B1	0.0024
ATP2C1	-0.2615
ATP5S	1.449
ATP6V0B	0.9764
ATP6V1D	-0.043
AURKA	0.0795
AURKB	-0.0896
AXIN1	-0.934
B4GAT1	-2.1713
BACE2	1.1433
BAD	-0.1582
BAG3	0.3232
BAMBI	-0.263
BAX	-1.8048
BCL2	-0.8502
BCL7B	0.1279
BDH1	0.0034
BECN1	0.1482
BHLHE40	-1.1977
BID	-0.0462
BIRC2	-0.4498
BIRC5	-0.0356
BLCAP	0.529
BLMH	1.0577
BLVRA	1.8638
BMP4	-0.082
BNIP3	1.7079
BNIP3L	-1.6647
BPHL	-0.2544
BRCA1	0.2614
BTK	0.9099
BUB1B	-0.4041
BZW2	-0.2205
C2CD2	-1.0332
C2CD2L	-0.6165
C2CD5	-0.035
C5	2.9876
CAB39	-0.6203
CALM3	-0.8034
CALU	0.4142
CAMSAP2	0.2722
CANT1	0.742
CAPN1	-1.5114
CASC3	-0.3159
CASK	0.6655
CASP10	-0.7296
CASP2	-0.8725
CASP3	-0.0754
CASP7	3.5987
CAST	0.0207
CAT	-1.509
CBLB	-0.4352
CBR1	-1.194
CBR3	0.3815
CCDC85B	-1.0235
CCDC86	-0.0974
CCDC92	-0.5796
CCL2	-0.6151
CCNA1	-0.5288
CCNA2	-0.4619
CCNB1	0.8091
CCNB2	0.5402
CCND1	-0.3429
CCND3	0.3132
CCNE2	-0.4268
CCNF	0.8699
CCNH	-0.2846
CCP110	-0.6063
CD320	-0.2887
CD40	-4.5593
CD44	-0.2266
CD58	1.3267
CDC20	0.269
CDC25A	0.3824
CDC25B	0.9821
CDC42	-0.6367
CDC45	-1.2537
CDCA4	-0.824
CDH3	-0.2422
CDK1	-0.8516
CDK19	1.3285
CDK2	0.2101
CDK4	1.4605
CDK5R1	-0.4914
CDK6	0.2186
CDK7	1.5188
CDKN1A	1.3628
CDKN1B	0.5152
CDKN2A	-1.1429
CEBPA	0.0513
CEBPD	-0.6792
CEBPZ	0.4366
CENPE	-0.2014
CEP57	1.2342
CERK	-1.404
CETN3	0.8361
CFLAR	-1.0272
CGRRF1	-0.6895
CHAC1	-0.8094
CHEK1	-0.1898
CHEK2	0.9832
CHERP	-0.2084
CHIC2	-1.3924
CHMP4A	2.4611
CHMP6	0.0522
CHN1	-0.5118
CHP1	0.9798
CIAPIN1	2.1191
CIRBP	0.4264
CISD1	-0.6949
CLIC4	0.7426
CLPX	0.829
CLSTN1	0.246
CLTB	0.0888
CLTC	0.3676
CNDP2	1.3208
CNOT4	0.5016
CNPY3	-0.2143
COASY	-1.5732
COG2	-0.2609
COG4	-0.3997
COG7	0.0924
COL1A1	-0.6938
COL4A1	-1.4822
COPB2	-0.6126
COPS7A	-0.8302
CORO1A	-1.3052
CPNE3	0.3512
CPSF4	0.198
CREB1	-0.7448
CREG1	-0.1867
CRELD2	-0.5804
CRK	0.0636
CRKL	-0.4551
CRTAP	1.5706
CRYZ	-0.2543
CSK	3.0112
CSNK1A1	0.6533
CSNK1E	-1.405
CSNK2A2	-0.5058
CSRP1	0.296
CTNNAL1	0.5687
CTNND1	-0.228
CTSD	0.353
CTSL	0.364
CTTN	0.4528
CXCL2	0.1263
CXCR4	1.0849
CYB561	-0.4092
CYCS	0.425
CYTH1	0.6766
DAG1	0.5171
DAXX	2.0123
DCK	0.2842
DCTD	1.0294
DCUN1D4	-1.3487
DDB2	1.2814
DDIT4	0.77
DDR1	-0.6034
DDX10	0.4165
DDX42	0.7533
DECR1	0.6036
DENND2D	0.1035
DERA	-1.5775
DFFA	-0.782
DFFB	-1.0573
DHDDS	4.024
DHRS7	0.8888
DHX29	-0.1918
DLD	-0.516
DMTF1	-0.3948
DNAJA3	0
DNAJB1	1.3908
DNAJB2	0.7437
DNAJB6	0.0434
DNAJC15	0.3624
DNM1	0.4544
DNM1L	0.074
DNMT1	4e-4
DNMT3A	-0.9077
DNTTIP2	-0.2802
DPH2	-1.2296
DRAP1	0.4128
DSG2	-0.4692
DUSP11	-0.5316
DUSP14	-0.51
DUSP22	0.536
DUSP3	-0.106
DUSP4	-0.5084
DUSP6	-1.4862
DYNLT3	4.7297
DYRK3	1.6255
E2F2	-0.1204
EAPP	0.6072
EBNA1BP2	0.39
EBP	-0.4348
ECD	0.4232
ECH1	-1.4257
EDEM1	-0.237
EDN1	-1.4223
EED	0.4548
EFCAB14	-0.9414
EGF	-1.3282
EGFR	1.1021
EGR1	-0.8346
EIF4EBP1	0.6048
EIF4G1	-0.8692
EIF5	-0.0709
ELAC2	1.0921
ELAVL1	-0.4102
ELOVL6	0.6692
EML3	1.5846
ENOPH1	0.3506
ENOSF1	-0.4144
EPB41L2	4.1776
EPHA3	-1.1916
EPHB2	-1.0035
EPN2	-0.1898
EPRS	1.2063
ERBB2	0.845
ERBB3	0.9156
ERO1L	-0.4382
ETFB	0.2857
ETS1	-0.782
ETV1	-0.1398
EVL	0.5101
EXOSC4	0.742
EXT1	-0.1942
EZH2	0.857
FAH	0.3547
FAIM	-0.09
FAM20B	-0.3505
FAM57A	-0.827
FAM63A	0.2974
FAM69A	-6.9611
FAS	0.7036
FASTKD5	2.9274
FAT1	-1.3279
FBXL12	-0.5585
FBXO11	-0.394
FBXO21	-0.1115
FBXO7	0.6765
FCHO1	-0.2941
FDFT1	0.394
FEZ2	-1.1179
FGFR2	-1.416
FGFR4	-0.6592
FHL2	0.63
FIS1	0.7575
FKBP14	-0.0692
FKBP4	0
FOS	-2.0355
FOSL1	-0.7026
FOXJ3	1.0284
FOXO3	-1.5959
FOXO4	-1.257
FPGS	-0.3392
FRS2	-0.5992
FSD1	-0.7528
FUT1	-1.7025
FYN	-0.4684
FZD1	-1.37
FZD7	-0.3399
G3BP1	2.4786
GAA	0.5366
GABPB1	-0.1364
GADD45A	-1.1717
GADD45B	-2.1987
GALE	-4.861
GAPDH	0
GATA2	2.1178
