similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	time	signatureid	cellline
0.8567	2.1963e-31	105	Taranabant	LSM-45803	CNR1	10uM	24h	LINCSCP_137730	MCF7
0.8405	3.6192e-29	105	Pramipexole	LSM-5243	DRD2|DRD3|DRD4	1.11uM	24h	LINCSCP_138278	MCF7
0.837	9.8856e-29	105	AC1Q5RFA	LSM-43063	NA	0.04uM	24h	LINCSCP_93169	HA1E
0.8341	2.274e-28	105	Nebivolol	LSM-45235	NA	10uM	24h	LINCSCP_92984	HA1E
0.8286	1.0528e-27	105	Avanafil	LSM-45456	PDE5A	3.33uM	24h	LINCSCP_95655	HA1E
0.8261	2.1007e-27	105	NUTLIN 3	LSM-4288	MDM2	10uM	24h	LINCSCP_121169	HT29
0.823	4.7652e-27	105	TIROFIBAN HYDROCHLORIDE	LSM-45871	ITGA2B|ITGB3	1.11uM	24h	LINCSCP_105485	HELA
0.8179	1.7982e-26	105	1166227-08-2	LSM-1204	NA	0.04uM	24h	LINCSCP_148453	NPC
0.814	4.7491e-26	105	Taranabant	LSM-45803	CNR1	0.37uM	24h	LINCSCP_137733	MCF7
0.8137	5.1471e-26	105	Andarine	LSM-5880	AR	0.12uM	24h	LINCSCP_103791	HELA
0.8131	6.0386e-26	105	Clozapine	LSM-2823	ADRA1A|ADRA1B|CHRM1|CHRM2|CHRM3|CHRM4|DRD1|DRD2|DRD3|DRD4|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR6|HTR7	1.11uM	24h	LINCSCP_122238	HT29
0.8117	8.5824e-26	105	Esmolol	LSM-4957	ADRB1|ADRB2	0.12uM	24h	LINCSCP_138376	MCF7
0.803	6.9166e-25	105	S18986	LSM-45623	NA	3.33uM	24h	LINCSCP_122105	HT29
0.8004	1.2633e-24	105	Tonabersat	LSM-45914	NA	0.04uM	24h	LINCSCP_120508	HT29
0.7992	1.6644e-24	105	Minaprine	LSM-2037	HTR2B|SLC6A4	0.12uM	24h	LINCSCP_138694	MCF7
