Name_GeneSymbol	Value_LogDiffExp
ABCF1	-0.6577
ACBD3	-0.5878
ADGRG1	-0.6597
ADI1	-1.9855
AGL	-0.6501
AKR7A2	-2.8002
APP	-0.7372
APPBP2	-1.8781
ARHGAP1	-0.5332
ASCC3	-0.9431
ATF1	-1.0061
ATMIN	-0.5674
ATP11B	-0.8047
ATP5S	-0.8639
ATP6V1D	-0.6065
BAD	-1.6816
BID	-0.5183
BNIP3	-1.1311
BPHL	-1.7149
BRCA1	-1.057
CALM3	-0.7385
CANT1	-0.9996
CASK	-1.1287
CAST	-0.9652
CCNB1	-0.6134
CCNE2	-1.3956
CD44	-0.6424
CDC45	-1.1728
CDH3	-0.8284
CDK2	-0.8455
CDKN2A	-1.8096
CHEK2	-0.6576
CHMP4A	-1.6013
CHN1	-0.6295
CNPY3	-1.4563
COL4A1	-0.5059
CPNE3	-1.8954
CRYZ	-0.5113
CSNK1E	-0.527
CSNK2A2	-0.6654
CTTN	-0.9837
CYB561	-1.0652
CYCS	-1.3585
DECR1	-1.7352
DENND2D	-0.7679
DERA	-0.5004
DLD	-3.1208
DNM1L	-1.2572
DNMT1	-0.7565
DNMT3A	-0.792
DSG2	-2.5741
E2F2	-0.5387
EBNA1BP2	-0.6549
EED	-1.2053
EFCAB14	-0.7314
ERBB3	-1.2501
ETFB	-0.564
ETS1	-0.7271
FAM69A	-1.0961
FASTKD5	-0.9514
FAT1	-0.5667
FPGS	-0.5918
G3BP1	-0.6893
GAA	-0.5333
GATA3	-0.6267
GFOD1	-0.9369
GMNN	-1.9537
GOLT1B	-0.9349
GRB7	-1.2505
HACD3	-1.9354
HMGA2	-0.6081
HOXA10	-0.7842
HPRT1	-0.6446
HSPA4	-0.7035
IARS2	-1.6434
ICAM1	-0.7834
ICAM3	-0.5188
IER3	-0.7358
IFNAR1	-0.5013
IGF2BP2	-1.0881
IKBKAP	-0.5212
IKBKB	-0.7381
IKBKE	-0.9644
IL1B	-0.634
IQGAP1	-0.708
KIAA0753	-0.7428
KIF1BP	-1.3571
KIF2C	-0.7934
KIT	-0.589
KLHDC2	-1.4095
LOXL1	-0.5227
LYPLA1	-0.5775
MAP7	-0.6976
MAPKAPK3	-1.3499
MAT2A	-0.5452
MBTPS1	-0.6368
ME2	-0.7853
MKNK1	-0.6469
MMP1	-0.7071
MNAT1	-0.595
MPZL1	-0.6622
MRPS2	-0.9875
MTF2	-2.1253
MTHFD2	-1.0771
MVP	-0.7369
MYCBP	-0.517
MYO10	-0.8258
NARFL	-0.6447
NCK2	-1.4906
NENF	-1.7953
NFKB2	-0.6126
NNT	-0.8147
NOS3	-0.898
NPEPL1	-0.6492
NR1H2	-0.7001
NRIP1	-2.0244
NT5DC2	-0.561
NUP133	-0.8371
NUSAP1	-0.7119
NVL	-1.0142
OXSR1	-0.5987
PAICS	-1.1032
PAX8	-0.9984
PGAM1	-1.3213
PHKG2	-0.7292
PIGB	-0.7139
PIK3C2B	-0.6771
PIK3CA	-0.7653
PIN1	-0.6824
PLA2G15	-0.6268
PLA2G4A	-1.0584
PLCB3	-0.6359
PLEKHJ1	-0.5951
PLSCR1	-0.9124
POLR1C	-0.7006
POLR2K	-1.7998
PRKACA	-1.1026
PRKCD	-0.504
PROS1	-0.8603
PRPF4	-1.4066
PRR7	-1.5064
PSMF1	-0.5976
PSMG1	-0.5526
PTK2	-0.6191
PTPN6	-0.6133
PTPRF	-0.8486
PTPRK	-0.5639
PXN	-0.6595
RAB27A	-0.7307
RAC2	-0.6777
RAI14	-1.2297
RALA	-1.0444
RBM34	-0.9742
RNMT	-0.5257
RRS1	-0.6085
S100A13	-1.5241
SFN	-0.5215
SLC11A2	-0.658
SLC25A4	-2.214
SMC3	-0.5561
SOCS2	-0.9294
SORBS3	-0.6354
STAT1	-0.5577
STAT5B	-1.1802
STX4	-0.6148
STXBP2	-0.5399
SYNGR3	-0.7422
TARBP1	-0.5419
TJP1	-0.9985
TMEM50A	-0.7477
TOP2A	-2.6029
TOPBP1	-1.8694
TOR1A	-1.236
TP53BP1	-1.0605
TRIB1	-1.1135
TSC22D3	-0.8635
TSPAN6	-0.6693
TXNDC9	-0.5496
UBE2C	-0.8004
UBE3C	-2.1998
UFM1	-1.4731
UGDH	-0.7158
USP1	-1.0028
USP22	-1.2758
WDR7	-0.5553
YME1L1	-0.5679
ZDHHC6	-0.8626
ZMIZ1	-0.878
ZNF131	-0.6847
ZNF274	-0.6789
ZNF395	-0.7363
