signatureid	compound	similarity
LINCSCP_91267	BRD-A31180007	-0.6046
LINCSCP_16220	MEGXP0_001964	-0.5929
LINCSCP_88442	Sunitinib	-0.5488
LINCSCP_14705	Epitestosterone	-0.5257
LINCSCP_14436	131780-47-7	-0.5218
LINCSCP_15089	SB258585	-0.5217
LINCSCP_15273	Gly-Gly-Palo	-0.5197
LINCSCP_14784	SCHEMBL3363896	-0.5146
LINCSCP_15837	MLS002703104	-0.5122
LINCSCP_14634	Dcpib	-0.5108
LINCSCP_89519	Benzydamine	-0.5038
LINCSCP_89672	Ellagic acid	-0.4972
LINCSCP_98996	Mycophenolate Mofetil	-0.4966
LINCSCP_211969	BRD-K57678861	-0.4936
LINCSCP_14697	Mephentermine	-0.4933
LINCSCP_95394	sarmentogenin	-0.4926
LINCSCP_89705	Cefdinir	-0.4874
LINCSCP_94692	Dinoprost	-0.4864
LINCSCP_97055	Urapidil	-0.4854
LINCSCP_94321	Lonafarnib	-0.4847
LINCSCP_208728	Denbufylline	-0.4829
LINCSCP_97103	GDC-0152	-0.4825
LINCSCP_98222	Lu AE58054 (Hydrochloride)	-0.4816
LINCSCP_96483	Nemonapride	-0.4781
LINCSCP_88802	BIX01294	-0.4767
LINCSCP_90141	Disulfiram	-0.4765
LINCSCP_13750	UNII-EE9FJW53Z2	-0.4686
LINCSCP_96490	TAK-285	-0.4678
LINCSCP_15248	Rotenone	-0.467
LINCSCP_16908	ST50050407	-0.4651
LINCSCP_14397	Thioproperazine	-0.4629
LINCSCP_14998	BIOMOL-NT_000059	-0.461
LINCSCP_208374	Nimesulide	-0.4603
LINCSCP_15971	KUC104230	-0.4584
LINCSCP_88343	Bosutinib	-0.4549
LINCSCP_91117	Benzbromarone	-0.4524
LINCSCP_208675	BRL-37344	-0.4522
LINCSCP_94223	BRD-A96746500	-0.4513
LINCSCP_99121	Quizartinib	-0.4505
LINCSCP_15370	CHEMBL520231	-0.4489
LINCSCP_93516	Clofoctol	-0.4474
LINCSCP_13663	Maackiain	-0.4473
LINCSCP_95061	Canertinib	-0.4463
LINCSCP_94047	Fidaxomicin	-0.4461
LINCSCP_89796	Zaprinast	-0.4449
LINCSCP_14591	Tyrphostin B46	-0.4429
LINCSCP_98668	2-(Ethylmercuriothio)benzoic acid	-0.441
LINCSCP_17053	Methoxychlor	-0.4407
LINCSCP_14058	CHEMBL586058	-0.4397
LINCSCP_17361	Estrone	-0.4393
LINCSCP_97618	Naftifine	-0.4392
LINCSCP_14500	SSR 69071	-0.439
LINCSCP_17036	Actinomycin-D	-0.4388
LINCSCP_13658	ICI 192,605	-0.4384
LINCSCP_98252	Albendazole	-0.4366
LINCSCP_91215	Closantel	-0.4352
LINCSCP_14737	Bromhexine	-0.4352
LINCSCP_96882	Epothilone B (EPO906, Patupilone)	-0.4347
LINCSCP_211516	KI-16425	-0.4331
LINCSCP_14469	Enalapril	-0.4327
LINCSCP_14464	Amitriptyline	-0.4313
LINCSCP_15748	SMR000798332	-0.431
LINCSCP_90704	Maprotiline	-0.4308
LINCSCP_95120	Prazosin	-0.4305
LINCSCP_211782	Tetradecylthioacetic acid	-0.4305
LINCSCP_212832	KUC111774N	-0.4292
LINCSCP_14579	Prunetin	-0.4283
LINCSCP_94086	Chlorprothixene	-0.4281
LINCSCP_97557	Diazoxide	-0.4262
LINCSCP_211554	CHEMBL1863653	-0.426
LINCSCP_89679	Penitrem A	-0.4248
LINCSCP_15055	KI8751	-0.424
LINCSCP_97856	Lonidamine	-0.4237
LINCSCP_208693	SB 221284	-0.4235
LINCSCP_14597	2-Naphthalenesulfonamide, n-(4-aminobutyl)-	-0.4218
LINCSCP_16712	SB 239063	-0.4209
LINCSCP_15731	MLS-0390943.0001	-0.4181
LINCSCP_97164	Elesclomol	-0.416
LINCSCP_14451	LY 2183240	-0.4153
LINCSCP_16245	4-Methoxy-2-(4-methoxyphenyl)quinazoline	-0.4148
LINCSCP_89914	UNII-BXU45ZH6LI	-0.4146
LINCSCP_97310	Flumatinib (mesylate)	-0.4143
LINCSCP_92359	S1RA (hydrochloride)	-0.4134
LINCSCP_15726	MLS002699913	-0.413
LINCSCP_15373	(S)-Tipifarnib	-0.4123
LINCSCP_97205	Lisinopril	-0.4121
LINCSCP_94016	Y-39983	-0.4114
