signatureid	compound	similarity
LINCSCP_97726	114798-26-4	1
LINCSCP_96615	Loratadine	0.6282
LINCSCP_15979	Clopidogrel	0.6113
LINCSCP_97083	Tacalcitol	0.6094
LINCSCP_97573	SPECTRUM1505012	0.6044
LINCSCP_94686	TAK-242	0.593
LINCSCP_95225	RO4987655	0.5906
LINCSCP_95299	Cilostazol	0.5697
LINCSCP_98422	Clinofibrate	0.5537
LINCSCP_97399	Rimcazole	0.5489
LINCSCP_96646	Rosuvastatin	0.5309
LINCSCP_97769	NVP DPP 728 dihydrochloride	0.529
LINCSCP_97213	MK-2206	0.5285
LINCSCP_97289	Azelastine	0.5247
LINCSCP_94086	Chlorprothixene	0.5198
LINCSCP_97557	Diazoxide	0.5088
LINCSCP_15835	MLS001060826	0.5077
LINCSCP_97067	PF-04217903	0.5039
LINCSCP_95308	ZK 200775	0.5013
LINCSCP_96581	MEK162 (ARRY-162, ARRY-438162)	0.4991
LINCSCP_94431	Selumetinib	0.4979
LINCSCP_97143	SGI-1776	0.4976
LINCSCP_94662	Emtricitabine	0.4927
LINCSCP_95317	CI-966	0.4926
LINCSCP_94668	Gliclazide	0.4913
LINCSCP_88952	VE-821	0.4912
LINCSCP_211755	KU-55933	0.4898
LINCSCP_97662	AC1NSZCT	0.4887
LINCSCP_94958	Manumycin-A	0.488
LINCSCP_94562	ICI 192,605	0.4863
LINCSCP_98071	AZD2014	0.4815
LINCSCP_97003	181144-66-1	0.4721
LINCSCP_95331	paroxetine	0.4631
LINCSCP_94411	MK-2461	0.4627
LINCSCP_97129	Cyclosporin A	0.4603
LINCSCP_94483	Enalapril	0.4597
LINCSCP_94517	Rocuronium Bromide	0.4593
LINCSCP_97598	Doramapimod	0.4592
LINCSCP_98733	Diosmin	0.457
LINCSCP_213244	Genistein	0.4532
LINCSCP_98014	CL-976	0.4499
LINCSCP_97687	Rizatriptan	0.4468
LINCSCP_95410	AVN-944	0.4452
LINCSCP_94393	Losmapimod	0.4357
LINCSCP_96789	Sulbactam	0.4343
LINCSCP_15108	Penicillic acid	0.432
LINCSCP_95240	Dienogest	0.4305
LINCSCP_96783	brefeldin-a	0.4262
LINCSCP_97009	Birinapant	0.4253
LINCSCP_94557	Linopirdine	0.4249
LINCSCP_93852	Protriptyline	0.4212
LINCSCP_97310	Flumatinib (mesylate)	0.421
LINCSCP_94105	Maribavir	0.4193
LINCSCP_97375	Sertraline HCl	0.4061
LINCSCP_97746	Tazarotene	0.4035
LINCSCP_96953	CHEBI:82814	0.402
LINCSCP_15952	MLS002607718	0.4013
LINCSCP_97913	Sirolimus	0.3997
LINCSCP_97195	Navitoclax	0.3972
LINCSCP_94270	[Met5]-ENKEPHALIN	0.3956
LINCSCP_15207	Blebbistatin	0.3931
LINCSCP_96989	BAY 87-2243	0.3921
LINCSCP_88932	AZ20	0.3866
LINCSCP_94528	Selamectin	0.3854
LINCSCP_97344	Ibrutinib (PCI-32765)	0.3818
LINCSCP_96975	Trazodone	0.3796
LINCSCP_96999	ESTRAMUSTINE	0.3789
LINCSCP_97108	GDC-0152	0.3788
LINCSCP_94773	R547	0.378
LINCSCP_97691	Chlorophenylpiperazine	0.3746
LINCSCP_94184	Cariprazine	0.3731
LINCSCP_97740	Nicergoline	0.3728
LINCSCP_98190	Menadione	0.3717
LINCSCP_94298	Fenobam	0.3702
LINCSCP_15859	MLS001065839	0.3695
LINCSCP_96755	Otilonium Bromide	0.3688
LINCSCP_96756	IDOXURIDINE	0.3685
LINCSCP_96276	SPECTRUM_000090	0.3683
LINCSCP_211909	BRD-K25608435	0.3679
LINCSCP_96630	BRD-A68202111	0.3678
LINCSCP_96777	Sobetirome	0.3677
