signatureid	compound	similarity
LINCSCP_15217	Chloroquine	1
LINCSCP_14551	Penfluridol	0.8502
LINCSCP_17018	Iodoacetic acid	0.837
LINCSCP_93610	Foretinib	0.8245
LINCSCP_93943	Dexniguldipine	0.8206
LINCSCP_16817	ZINC01043777	0.8124
LINCSCP_14095	Fenbendazole	0.8022
LINCSCP_16948	NCGC00170405-01	0.7973
LINCSCP_91156	SB 242235	0.7958
LINCSCP_17110	Broad-Sai-045	0.777
LINCSCP_15151	BDBM50127227	0.7735
LINCSCP_91454	Sorafenib	0.7694
LINCSCP_93617	Clozapine	0.7635
LINCSCP_15538	Arachidonyl Trifluoromethylketone	0.7587
LINCSCP_16239	NCGC00172397-01	0.75
LINCSCP_16785	CHEMBL2355034	0.7495
LINCSCP_91369	FAMPRIDINE	0.7447
LINCSCP_15232	Parbendazole	0.7432
LINCSCP_16085	SR-02000000477	0.7398
LINCSCP_16221	CHEMBL41721	0.7361
LINCSCP_99001	Mycophenolate Mofetil	0.7322
LINCSCP_93127	Cabazitaxel	0.7306
LINCSCP_14172	SIB1757	0.7285
LINCSCP_91467	Warfarin	0.7266
LINCSCP_17088	Cadmium Dichloride	0.7256
LINCSCP_14945	Menadione	0.724
LINCSCP_91332	Mizolastine	0.7226
LINCSCP_98481	Nortriptyline	0.7224
LINCSCP_15101	Rhodomyrtoxin B	0.717
LINCSCP_98290	AVL-292	0.715
LINCSCP_17129	HDACi1,2+3_mix	0.7111
LINCSCP_15055	KI8751	0.7058
LINCSCP_87751	TORIN-2	0.7033
LINCSCP_16847	MLS000626949	0.6971
LINCSCP_14627	BRD-A28746609	0.6901
LINCSCP_93787	Ambrisentan	0.6892
LINCSCP_15297	O-Demethylated Adapalene	0.6874
LINCSCP_99169	Ataluren	0.6802
LINCSCP_16248	SCHEMBL10028376	0.6771
LINCSCP_91376	Ganciclovir	0.6736
LINCSCP_208280	CHEBI:48565	0.6734
LINCSCP_14999	Atpa	0.672
LINCSCP_15389	STK219801	0.668
LINCSCP_15750	MLS000082430	0.6677
LINCSCP_91444	Inolitazone (dihydrochloride)	0.6666
LINCSCP_14976	Chlorphenesin Carbamate	0.6653
LINCSCP_17074	ChEBI91594	0.6611
LINCSCP_98668	2-(Ethylmercuriothio)benzoic acid	0.6588
LINCSCP_87627	AZD-1152-HQPA	0.6582
LINCSCP_16984	MLS001116216	0.6568
LINCSCP_93759	Efavirenz	0.6553
LINCSCP_15144	Calcipotriene	0.6534
LINCSCP_91144	LY2801653	0.6516
LINCSCP_14182	Saclofen	0.6515
LINCSCP_93506	Caffeine	0.6515
LINCSCP_87988	Pictilisib	0.6514
LINCSCP_88647	C30H33N3O5S	0.6509
LINCSCP_15186	PK-11195	0.647
LINCSCP_14490	NSC95397	0.646
LINCSCP_98433	Bazedoxifene HCl	0.6437
LINCSCP_15241	SMR001317659	0.6416
LINCSCP_16543	BRD-K80786583-001-01-5	0.6412
LINCSCP_93605	Roquinimex	0.6405
LINCSCP_17073	4354-76-1	0.6399
LINCSCP_16447	ST072947	0.6382
LINCSCP_15149	Hydroxyfasudil	0.6374
LINCSCP_13686	IC 261	0.6365
LINCSCP_93061	Fluconazole	0.6364
LINCSCP_14838	Selamectin	0.6361
LINCSCP_15030	Rhodomyrtoxin	0.6344
LINCSCP_212655	Broad-Sai-595	0.6338
LINCSCP_98523	BX471	0.6337
LINCSCP_94502	Mebendazole	0.6332
LINCSCP_211566	PLX-4720	0.6327
LINCSCP_95888	Talnetant	0.6305
LINCSCP_15449	BAS 00631343	0.6299
LINCSCP_93516	Clofoctol	0.6298
LINCSCP_15264	BMS-754807	0.6292
LINCSCP_15244	LE-135	0.6292
LINCSCP_90437	Prochlorperazine	0.6289
LINCSCP_98491	Betahistine	0.6285
LINCSCP_91383	Chrysin	0.6276
LINCSCP_93308	Trovafloxacin mesylate	0.6274
LINCSCP_15591	Quiflapon	0.6269
LINCSCP_16591	BRD-A59145032	0.626
LINCSCP_15212	BRD-A81936046	0.625
LINCSCP_13963	Dehydroepiandrosterone Acetate	0.6231
LINCSCP_15657	79966-13-5	0.6226
LINCSCP_92549	Taranabant	0.6224
LINCSCP_14179	MDL 72832	0.6224
LINCSCP_16311	12K-516S	0.6212
LINCSCP_93289	Colchicine	0.6198
LINCSCP_88196	EX-8678	0.6193
LINCSCP_92933	Ixabepilone	0.6187
LINCSCP_87560	CP-724714	0.6181
LINCSCP_17003	NCGC00170397-01	0.6179
LINCSCP_15254	SMP2_000081	0.6164
LINCSCP_98302	Momelotinib	0.6147
LINCSCP_14783	Albendazole	0.6137
LINCSCP_15119	Hydroquinine	0.613
LINCSCP_90498	KPT-330	0.6123
LINCSCP_14910	Triclosan	0.6122
LINCSCP_89719	Ropinirole	0.6121
LINCSCP_16901	BRD-K88278225	0.6113
LINCSCP_98361	Carbimazole	0.6096
LINCSCP_17112	Tacedinaline	0.609
LINCSCP_98061	cortisone-acetate	0.6089
LINCSCP_93479	SPECTRUM_001060	0.6082
LINCSCP_99019	GSK-461364	0.6079
LINCSCP_16136	MLS001065836	0.6066
LINCSCP_15512	Chaetocin	0.6063
LINCSCP_93110	Tizanidine	0.6051
LINCSCP_95192	Lidoflazine	0.6043
LINCSCP_209447	Leu-Enkephalin	0.6037
LINCSCP_92716	Rimonabant	0.6034
LINCSCP_17191	Methiazole	0.6011
LINCSCP_17243	SCHEMBL17497626	0.5999
LINCSCP_16929	BRD-A49848186	0.599
LINCSCP_14464	Amitriptyline	0.5987
LINCSCP_92317	KX2-391	0.5977
LINCSCP_98919	PF-562271	0.5961
LINCSCP_92283	Bicalutamide	0.596
LINCSCP_95911	(+)-SK&F 10047 hydrochloride	0.5945
LINCSCP_93803	BRD-A77864279	0.5942
LINCSCP_16169	BRD-U86222656	0.5939
LINCSCP_13897	Pfmrk inhibitor, wr 216174	0.5936
LINCSCP_91212	BRD-A19795905	0.5933
LINCSCP_15481	Perhexiline	0.5932
LINCSCP_92254	Seocalcitol	0.5919
LINCSCP_16228	SCHEMBL15422014	0.5916
LINCSCP_15130	Eugenol	0.5898
LINCSCP_16854	SCHEMBL12684744	0.5893
LINCSCP_92206	Flutamide	0.5892
LINCSCP_15262	XAV 939	0.5886
LINCSCP_15577	AKT Inhibitor IV	0.5886
LINCSCP_98071	AZD2014	0.5879
LINCSCP_14984	BSPBIO_001542	0.5865
LINCSCP_94906	MG-132	0.5861
LINCSCP_97966	Lomitapide	0.5854
LINCSCP_94372	UNII-CVL1685GPH	0.5847
LINCSCP_16430	BRN 1087718	0.5845
LINCSCP_87677	C21H27N7O3	0.5843
LINCSCP_98385	Tandutinib	0.5838
LINCSCP_91047	Latanoprost	0.5837
LINCSCP_15912	MLS002264405	0.5796
LINCSCP_15249	CHEMBL258148	0.5779
LINCSCP_93075	DOCETAXEL	0.5776
LINCSCP_98427	Retigabine	0.5771
LINCSCP_14616	IN1304	0.5742
